Soil_Z,Cluster,Mortality_pct,Year,Age,Stems,DBH_cm,Height_m,Kg_pertree,km_per_ha,Stems_tosum1ha,Biomass_Mgkm,Volume_m3km,Roots_Mgkm,Fineroots_Mgkm,TEC_MgCkmyr,TEC_MgCkm,Biom_MgCkmyr,Biom_MgCkm,DOM_MgCkmyr,DOM_MgCkm
BLK_,BLK_1,0,2016,1,527,0.267289221,0,0.000948767,27.62313388,13811.56694,1.81E-05,0.026164808,1.81E-05,8.15E-06,,115.0363,,0,,115.0363
BLK_,BLK_1,0,2017,2,527,3.295552969,1.566848874,0.613009453,12.21011683,6105.058415,0.026458059,1.216759745,0.005822744,0.002620235,-0.3796265,114.6567,0,0,-0.3796265,114.6567
BLK_,BLK_1,0,2018,3,527,5.388503551,2.254692554,2.175462246,7.573899439,3786.949719,0.151370984,3.544837902,0.023899094,0.010754592,-0.2490521,114.4076,0.116585,0.116585,-0.3656371,114.291
BLK_,BLK_1,0,2019,4,527,7.296396255,2.821799994,4.74963522,5.397177368,2698.588684,0.463771652,7.16433348,0.064039,0.02881755,-0.0542272,114.3534,0.2725853,0.3891703,-0.3268125,113.9642
BLK_,BLK_1,0,2020,5,527,8.956212997,3.284090281,8.053189278,4.555101312,2277.550656,0.931709423,10.86359516,0.119956705,0.053980517,0.03793088,114.3913,0.3332792,0.7224494,-0.2953483,113.6689
BLK_,BLK_1,0,2021,6,527,10.32362652,3.648300886,11.61258602,4.091364806,2045.682403,1.495792541,14.3505204,0.184346222,0.0829558,0.2440272,114.6354,0.4969606,1.21941,-0.2529334,113.4159
BLK_,BLK_1,0,2022,7,527,11.50388908,3.952653885,15.34737587,3.73631291,1868.156455,2.164718905,17.90074728,0.258390838,0.116275877,0.3374997,114.9729,0.5427635,1.762174,-0.2052638,113.2107
BLK_,BLK_1,0,2023,8,527,12.48853016,4.200383186,18.96323204,3.453757039,1726.878519,2.893551315,21.37700023,0.336612438,0.151475597,0.4204987,115.3934,0.5895647,2.351738,-0.169066,113.0416
BLK_,BLK_1,0,2024,9,527,13.55399799,4.462797642,23.41562462,3.222315516,1611.157758,3.82955503,25.28491884,0.435843032,0.196129364,0.4787832,115.8721,0.6127601,2.964498,-0.1339768,112.9076
BLK_,BLK_1,0,2025,10,527,14.4601078,4.681765079,27.66322136,3.028457451,1514.228726,4.813842657,29.08244738,0.537206712,0.24174302,0.649044,116.5212,0.752244,3.716742,-0.1032,112.8044
BLK_,BLK_1,0,2026,11,527,15.22943306,4.864888668,31.6151123,2.863158062,1431.579031,5.819156177,32.7416146,0.637557756,0.28690099,0.7551214,117.2763,0.764954,4.481696,-0.009832533,112.7946
BLK_,BLK_1,0,2027,12,527,16.03675652,5.05449152,36.11454773,2.720142403,1360.071202,6.996827232,36.67340356,0.75413653,0.339361439,0.6992196,117.9755,0.7626002,5.244297,-0.06338067,112.7312
BLK_,BLK_1,0,2028,13,527,16.78474236,5.227955341,40.61465073,2.594897671,1297.448835,8.248464666,40.61152794,0.875302397,0.393886079,0.8610784,118.8366,0.8672182,6.111515,-0.006139761,112.7251
BLK_,BLK_1,0,2029,14,527,17.46245766,5.383395672,44.97451401,2.48408628,1242.04314,9.541363359,44.49299125,0.997212853,0.448745784,1.00757,119.8442,0.904042,7.015557,0.1035275,112.8286
BLK_,BLK_1,0,2030,15,527,18.05288696,5.517541409,48.99678421,2.38518096,1192.59048,10.82572195,48.22994257,1.114255594,0.501415017,1.019049,120.8632,0.9191159,7.934672,0.09993299,112.9286
BLK_,BLK_1,0,2031,16,527,18.67651176,5.657997608,53.47634125,2.296229111,1148.114556,12.27317966,52.18829928,1.245789153,0.560605119,0.9509041,121.8141,0.8957535,8.830426,0.05515062,112.9837
BLK_,BLK_1,0,2032,17,527,19.27629662,5.791938782,58.01294708,2.215695658,1107.847829,13.79829557,56.18229009,1.381889966,0.621850485,1.093155,122.9073,0.9979795,9.828405,0.09517552,113.0789
BLK_,BLK_1,0,2033,18,527,19.86730385,5.922864437,62.70618439,2.142355299,1071.17765,15.42515348,60.25625053,1.525074038,0.686283317,1.123656,124.0309,1.037206,10.86561,0.08645005,113.1653
BLK_,BLK_1,0,2034,19,527,20.43037796,6.046664238,67.38710785,2.075216829,1037.608415,17.11291292,64.33352285,1.670521808,0.751734813,1.212539,125.2435,1.093701,11.95931,0.1188379,113.2842
BLK_,BLK_1,0,2035,20,527,20.92898178,6.15555048,71.70545197,2.013468835,1006.734418,18.76799516,68.25876042,1.807652465,0.813443609,1.319514,126.563,1.124335,13.08365,0.1951792,113.4793
BLK_,BLK_1,0,2036,21,527,21.44951439,6.268508911,76.39003754,1.956440001,978.2200003,20.57694015,72.35643185,1.957553599,0.88089912,1.249455,127.8124,1.088162,14.17181,0.1612929,113.6406
BLK_,BLK_1,0,2037,22,527,21.9113903,6.368143559,80.69959259,1.903569596,951.784798,22.34154491,76.29746407,2.097786661,0.944003998,1.390929,129.2034,1.183034,15.35484,0.2078958,113.8485
BLK_,BLK_1,0,2038,23,527,22.39162064,6.471160889,85.33480072,1.854385205,927.1926026,24.25140139,80.39155099,2.249715577,1.01237201,1.354976,130.5583,1.144353,16.4992,0.2106235,114.0592
BLK_,BLK_1,0,2039,24,527,22.88527298,6.576460361,90.26566315,1.808485688,904.2428438,26.30377817,84.62387909,2.412742034,1.085733915,1.539436,132.0978,1.230388,17.72958,0.3090474,114.3682
BLK_,BLK_1,0,2040,25,527,23.31322289,6.667268276,94.67816925,1.765527982,882.7639912,28.26089146,88.63737081,2.559969838,1.151986427,1.663621,133.7614,1.311284,19.04087,0.3523365,114.7205
BLK_,BLK_1,0,2041,26,527,23.81063271,6.77227354,99.96971893,1.725216773,862.6083863,30.53763636,93.04265018,2.738114956,1.23215173,1.495299,135.2567,1.245723,20.28659,0.2495764,114.9701
BLK_,BLK_1,0,2042,27,527,24.23557472,6.86152935,104.6305618,1.687296306,843.6481528,32.67968234,97.18070055,2.895673686,1.303053159,1.804522,137.0612,1.43534,21.72193,0.3691827,115.3393
BLK_,BLK_1,0,2043,28,527,24.67237473,6.952852726,109.5575562,1.65154386,825.7719299,34.95930982,101.4419047,3.063469593,1.378561317,1.883378,138.9446,1.346496,23.06843,0.5368817,115.8762
BLK_,BLK_1,0,2044,29,527,25.11314774,7.044582367,114.670723,1.617764479,808.8822394,37.35492587,105.7906411,3.238880632,1.457496284,1.827393,140.772,1.422743,24.49117,0.4046503,116.2808
BLK_,BLK_1,0,2045,30,527,25.53359604,7.131692886,119.6817245,1.585786694,792.893347,39.77348803,110.1021673,3.411337626,1.535101932,1.973626,142.7456,1.490443,25.98161,0.4831828,116.764
BLK_,BLK_1,0,2046,31,527,25.90883636,7.209123135,124.2651443,1.555459024,777.729512,42.10186961,114.2371157,3.568254496,1.605714523,2.064476,144.8101,1.494729,27.47634,0.5697469,117.3338
BLK_,BLK_1,0,2047,32,527,26.3380661,7.297337055,129.6378479,1.52664709,763.3235448,44.75110427,118.7176141,3.755890534,1.69015074,1.940977,146.7511,1.432903,28.90924,0.5080742,117.8418
BLK_,BLK_1,0,2048,33,527,26.73283005,7.378139019,134.7024994,1.499231219,749.6156096,47.34974687,123.0724838,3.931951445,1.76937815,2.255734,149.0068,1.62584,30.53509,0.6298943,118.4717
BLK_,BLK_1,0,2049,34,527,27.07979202,7.4489007,139.2523193,1.473104452,736.5522261,49.81722113,127.2143226,4.087769103,1.839496096,2.1332,151.14,1.587639,32.12272,0.5455607,119.0173
BLK_,BLK_1,0,2050,35,527,27.46037102,7.526248455,144.3497162,1.448170862,724.0854311,52.52991916,131.5964402,4.265813239,1.919615958,1.947463,153.0875,1.500056,33.62278,0.4474075,119.4647
BLK_,BLK_1,0,2051,36,527,27.8176651,7.598610401,149.2376556,1.424344142,712.1720708,55.21716393,135.8956874,4.435325768,1.995896595,2.218458,155.3059,1.645102,35.26788,0.573356,120.038
BLK_,BLK_1,0,2052,37,527,28.18738174,7.67323494,154.4007874,1.401546403,700.7732013,58.05674186,140.3181891,4.616299321,2.077334694,1.822448,157.1284,1.623773,36.89165,0.1986748,120.2367
BLK_,BLK_1,0,2053,38,527,28.55870628,7.747927666,159.6949158,1.379707154,689.8535772,60.99788703,144.8020996,4.80273862,2.161232379,2.330475,159.4589,1.706372,38.59803,0.6241026,120.8608
BLK_,BLK_1,0,2054,39,527,28.89904594,7.816167355,164.6435547,1.358762428,679.3812138,63.85748565,149.145498,4.97424231,2.238409039,2.674285,162.1331,1.765588,40.36362,0.9086972,121.7695
BLK_,BLK_1,0,2055,40,527,29.21969604,7.88026762,169.390686,1.338654023,669.3270114,66.68555656,153.4096328,5.136689304,2.311510187,2.320036,164.4532,1.714274,42.07789,0.6057616,122.3753
BLK_,BLK_1,0,2056,41,527,29.56060982,7.948218822,174.5286407,1.319328861,659.6644307,69.71468431,157.8449422,5.316056847,2.392225581,2.376796,166.83,1.686477,43.76437,0.6903191,123.0656
BLK_,BLK_1,0,2057,42,527,29.91312027,8.018267632,179.9405212,1.300738423,650.3692115,72.9037103,162.4013749,5.507452908,2.478353809,2.647345,169.4773,1.802916,45.56728,0.8444285,123.91
BLK_,BLK_1,0,2058,43,527,30.2489357,8.084799767,185.1904144,1.282838256,641.4191282,76.07767304,166.8947548,5.691064558,2.560979051,2.768353,172.2457,1.896025,47.46331,0.8723281,124.7824
BLK_,BLK_1,0,2059,44,527,30.57086754,8.14840126,190.310257,1.265587554,632.7937769,79.24659706,171.3387499,5.868137311,2.64066179,2.807066,175.0527,1.879566,49.34287,0.9274996,125.7099
BLK_,BLK_1,0,2060,45,527,30.9011097,8.213464737,195.6513214,1.248948777,624.4743884,82.55602429,175.8810294,6.055138748,2.724812437,2.738785,177.7915,1.871009,51.21388,0.8677765,126.5776
BLK_,BLK_1,0,2061,46,527,31.24793434,8.281600952,201.3582458,1.232887329,616.4436647,86.07095859,180.5817286,6.258957119,2.816530704,2.873287,180.6648,1.948857,53.16274,0.92443,127.5021
BLK_,BLK_1,0,2062,47,527,31.54717827,8.340230942,206.3631134,1.217371269,608.6856345,89.33458608,184.9931206,6.428456924,2.892805616,3.071925,183.7367,2.067469,55.23021,1.004457,128.5065
BLK_,BLK_1,0,2063,48,527,31.83316231,8.396128654,211.2166901,1.202371052,601.1855259,92.5764096,189.3463312,6.589963624,2.965483631,2.98475,186.7215,1.917248,57.14746,1.067502,129.574
BLK_,BLK_1,0,2064,49,527,32.13542938,8.455067635,216.4218445,1.187859307,593.9296536,96.01668194,193.8518196,6.768111979,3.04565039,3.067537,189.789,1.898349,59.04581,1.169188,130.7432
BLK_,BLK_1,0,2065,50,527,32.46428299,8.519026756,222.1730804,1.173810637,586.9053186,99.74795888,198.5904012,6.972594306,3.137667438,3.079954,192.869,2.009663,61.05547,1.070292,131.8135
BLK_,BLK_1,0,2066,51,527,32.73823547,8.572179794,227.0348663,1.160201439,580.1007193,103.126378,202.9621019,7.131774251,3.209298413,3.335062,196.204,2.176024,63.23149,1.159038,132.9725
BLK_,BLK_1,0,2067,52,527,33.03676224,8.629968643,232.4062347,1.147009744,573.504872,106.7803348,207.5513741,7.315902889,3.2921563,2.875276,199.0793,1.968301,65.19979,0.9069752,133.8795
BLK_,BLK_1,0,2068,53,527,33.35535431,8.691493988,238.2236938,1.134215079,567.1075394,110.6879036,212.3310762,7.522190179,3.384985581,2.882028,201.9613,2.127212,67.327,0.7548158,134.6343
BLK_,BLK_1,0,2069,54,527,33.64373779,8.747053146,243.5655212,1.121798335,560.8991676,114.4225519,216.9169919,7.7028476,3.46628142,3.011618,204.973,2.267014,69.59402,0.7446041,135.3789
BLK_,BLK_1,0,2070,55,527,33.91780853,8.799740791,248.7096252,1.109741656,554.8708282,118.1085478,221.4251875,7.872184326,3.542482947,3.276702,208.2497,2.163605,71.75762,1.113096,136.492
BLK_,BLK_1,0,2071,56,527,34.20330048,8.854505539,254.1381836,1.098028335,549.0141673,121.9739255,226.0561423,8.055596522,3.625018435,3.372969,211.6226,2.134325,73.89194,1.238644,137.7307
BLK_,BLK_1,0,2072,57,527,34.48747635,8.908901215,259.6130981,1.086642718,543.3213588,125.9071623,230.7106594,8.240577407,3.708259833,3.072664,214.6953,2.229957,76.1219,0.8427075,138.5734
BLK_,BLK_1,0,2073,58,527,34.77517319,8.963851929,265.2287903,1.075570125,537.7850627,129.9548619,235.4278016,8.432270597,3.794521769,3.445359,218.1407,2.270416,78.39232,1.174943,139.7483
BLK_,BLK_1,0,2074,59,527,35.03463745,9.013308525,270.3565063,1.064796774,532.398387,133.8075809,239.9467925,8.596162245,3.86827301,3.408913,221.5496,2.33276,80.72508,1.076153,140.8245
BLK_,BLK_1,0,2075,60,527,35.30176163,9.064126015,275.6986084,1.054309707,527.1548534,137.8088041,244.5589049,8.770949725,3.946927376,3.793857,225.3434,2.216242,82.94132,1.577614,142.4021
BLK_,BLK_1,15,2016,1,448,0.284683198,0,0.001116071,32.49780457,16248.90228,1.54E-05,0.023005251,1.54E-05,6.92E-06,,115.0363,,0,,115.0363
BLK_,BLK_1,15,2017,2,448,3.576417923,1.661518097,0.756776392,14.36484333,7182.421665,0.023601776,1.094233708,0.004945348,0.002225407,-0.3226746,114.7136,0,0,-0.3226746,114.7136
BLK_,BLK_1,15,2018,3,448,5.792078972,2.374055147,2.620305777,8.910469928,4455.234964,0.131743555,3.151394509,0.020239394,0.009107727,-0.1923016,114.5213,0.116585,0.116585,-0.3088866,114.4047
BLK_,BLK_1,15,2019,4,448,7.804370403,2.960383892,5.648799419,6.349620433,3174.810216,0.398553308,6.331557479,0.054039404,0.024317732,-0.03806296,114.4833,0.2358788,0.3524637,-0.2739417,114.1308
BLK_,BLK_1,15,2020,5,448,9.550392151,3.437561035,9.502343178,5.35894272,2679.47136,0.794382382,9.565428705,0.100883562,0.045397603,0.04698474,114.5303,0.29383,0.6462937,-0.2468453,113.884
BLK_,BLK_1,15,2021,6,448,10.98625183,3.813072205,13.63095188,4.81337036,2406.68518,1.268688247,12.60491959,0.154610695,0.069574813,0.2263968,114.7566,0.4350323,1.081326,-0.2086355,113.6753
BLK_,BLK_1,15,2022,7,448,12.22616577,4.127147675,17.95389557,4.395662248,2197.831124,1.829836969,15.69840693,0.216315341,0.097341904,0.297911,115.0546,0.4645054,1.545831,-0.1665944,113.5087
BLK_,BLK_1,15,2023,8,448,13.26533794,4.384029865,22.15247536,4.063243575,2031.621787,2.442459682,18.73458241,0.281688712,0.12675992,0.3781289,115.4327,0.5128973,2.058729,-0.1347684,113.374
BLK_,BLK_1,15,2024,9,448,14.38959408,4.656124592,27.31705093,3.790959431,1895.479715,3.228216826,22.14557677,0.364568616,0.164055877,0.4262007,115.8589,0.5295916,2.58832,-0.1033909,113.2706
BLK_,BLK_1,15,2025,10,448,15.34216785,4.882364273,32.2215004,3.562891119,1781.445559,4.051550204,25.45284532,0.448930668,0.202018801,0.5735742,116.4325,0.6496501,3.23797,-0.07607593,113.1945
BLK_,BLK_1,15,2026,11,448,16.15485382,5.072505474,36.80363464,3.368421249,1684.210624,4.894882922,28.64772023,0.532746408,0.239735884,0.6636919,117.0962,0.6560153,3.893986,0.007676542,113.2022
BLK_,BLK_1,15,2027,12,448,17.03193092,5.274945259,42.17339325,3.200167533,1600.083767,5.90396602,32.13488518,0.632548814,0.284646966,0.6099822,117.7061,0.6516283,4.545614,-0.04164608,113.1605
BLK_,BLK_1,15,2028,13,448,17.84537125,5.460287094,47.55905533,3.052820789,1526.410394,6.979268805,35.63138747,0.736612152,0.331475468,0.7711155,118.4772,0.7609916,5.306605,0.01012395,113.1706
BLK_,BLK_1,15,2029,14,448,18.55930328,5.621152878,52.61609268,2.922454447,1461.227223,8.065825887,39.02014533,0.838609304,0.377374187,0.9008046,119.3781,0.7908514,6.097457,0.1099533,113.2806
BLK_,BLK_1,15,2030,15,448,19.17940903,5.759576321,57.26477814,2.806095247,1403.047624,9.142462793,42.27777901,0.936233797,0.421305209,0.8957686,120.2738,0.7893865,6.886843,0.1063822,113.387
BLK_,BLK_1,15,2031,16,448,19.83449364,5.904551506,62.43977356,2.701446013,1350.723007,10.35483133,45.72694225,1.045880548,0.470646247,0.827496,121.1013,0.7628572,7.649701,0.0646388,113.4516
BLK_,BLK_1,15,2032,17,448,20.46492577,6.042900085,67.68104553,2.606700774,1303.350387,11.63198671,49.20751614,1.159331347,0.521699106,0.9504611,122.0518,0.8507899,8.50049,0.09967128,113.5513
BLK_,BLK_1,15,2033,18,448,21.08649445,6.178223133,73.10388947,2.520417999,1260.209,12.99409146,52.75800136,1.278688839,0.575409978,0.9787754,123.0306,0.8880353,9.388526,0.09074014,113.642
BLK_,BLK_1,15,2034,19,448,21.67900848,6.306259155,78.51326752,2.441431564,1220.715782,14.40709753,56.31191393,1.399943829,0.629974723,1.048656,124.0792,0.929598,10.31812,0.1190579,113.7611
BLK_,BLK_1,15,2035,20,448,22.20393753,6.418932915,83.50440979,2.368786865,1184.393432,15.79288438,59.73429169,1.514280699,0.681426315,1.145105,125.2243,0.9580373,11.27616,0.187068,113.9482
BLK_,BLK_1,15,2036,21,448,22.75220108,6.535878658,88.91978455,2.301694118,1150.847059,17.30727971,63.30690806,1.63927836,0.737675262,1.082179,126.3065,0.9269147,12.20308,0.1552646,114.1034
BLK_,BLK_1,15,2037,22,448,23.23889542,6.639079094,93.90254211,2.239493642,1119.746821,18.78475484,66.74386145,1.756234299,0.790305434,1.204152,127.5107,1.007616,13.21069,0.1965366,114.3
BLK_,BLK_1,15,2038,23,448,23.74513054,6.745829582,99.26282501,2.181629653,1090.814827,20.38372834,70.31429647,1.882964463,0.847334008,1.171667,128.6823,0.9737167,14.18441,0.1979503,114.4979
BLK_,BLK_1,15,2039,24,448,24.26572609,6.854993343,104.9662094,2.127630221,1063.81511,22.10199004,74.00546139,2.0189788,0.90854046,1.331586,130.0139,1.04551,15.22992,0.2860768,114.784
BLK_,BLK_1,15,2040,25,448,24.71720314,6.949171066,110.0710907,2.077091744,1038.545872,23.74081324,77.50671814,2.141838597,0.963827369,1.440423,131.4543,1.116369,16.34629,0.3240547,115.108
BLK_,BLK_1,15,2041,26,448,25.24215126,7.058115482,116.1942749,2.029666791,1014.833396,25.64708504,81.34942726,2.290533153,1.030739919,1.284613,132.7389,1.054987,17.40127,0.2296264,115.3377
BLK_,BLK_1,15,2042,27,448,25.69078255,7.150755882,121.5888824,1.985054477,992.5272386,27.4409699,84.9600245,2.422077378,1.08993482,1.560898,134.2998,1.223942,18.62522,0.3369557,115.6746
BLK_,BLK_1,15,2043,28,448,26.15208244,7.245574474,127.2927856,1.942992776,971.4963881,29.35017045,88.67832787,2.562203474,1.152991563,1.62635,135.9262,1.138871,19.76409,0.4874788,116.1621
BLK_,BLK_1,15,2044,29,448,26.617733,7.340847969,133.2135925,1.903252328,951.626164,31.35668652,92.47338437,2.708728564,1.218927854,1.575169,137.5014,1.209092,20.97318,0.3660763,116.5282
BLK_,BLK_1,15,2045,30,448,27.06205177,7.431354046,139.0174255,1.865631405,932.8157023,33.38269458,96.23651207,2.852825372,1.283771418,1.702619,139.204,1.266608,22.23979,0.4360113,116.9642
BLK_,BLK_1,15,2046,31,448,27.45870781,7.511825562,144.3271942,1.829951793,914.9758965,35.3334891,99.8461559,2.983971775,1.342787299,1.78084,140.9848,1.267854,23.50764,0.5129858,117.4772
BLK_,BLK_1,15,2047,32,448,27.91256523,7.603532314,150.5527039,1.7960554,898.0276998,37.5531891,103.7575296,3.140836749,1.413376537,1.673664,142.6585,1.217928,24.72557,0.4557361,117.9329
BLK_,BLK_1,15,2048,33,448,28.3300972,7.687557697,156.4226379,1.763801434,881.9007172,39.73085684,107.5598296,3.28806793,1.479630569,1.943254,144.6017,1.378581,26.10415,0.5646731,118.4976
BLK_,BLK_1,15,2049,34,448,28.69716644,7.761161804,161.6970062,1.733064061,866.5320307,41.79895082,111.1766942,3.418407427,1.538283342,1.831376,146.4331,1.34465,27.4488,0.4867255,118.9843
BLK_,BLK_1,15,2050,35,448,29.09989548,7.841636181,167.6073914,1.703730426,851.865213,44.07276572,115.0036078,3.567379068,1.605320581,1.673196,148.1063,1.276281,28.72508,0.3969153,119.3812
BLK_,BLK_1,15,2051,36,448,29.47807503,7.916941643,173.2761383,1.67569899,837.8494951,46.32556783,118.758607,3.709253757,1.66916419,1.902463,150.0088,1.392526,30.11761,0.5099373,119.8912
BLK_,BLK_1,15,2052,37,448,29.86949539,7.994620323,179.2653046,1.648878121,824.4390604,48.70636132,122.621613,3.860763244,1.73734346,1.549789,151.5586,1.379407,31.49701,0.1703818,120.0615
BLK_,BLK_1,15,2053,38,448,30.26271057,8.072388649,185.4077301,1.623184887,811.5924437,51.17264602,126.5386704,4.016894183,1.807602382,2.002588,153.5611,1.448125,32.94514,0.5544627,120.616
BLK_,BLK_1,15,2054,39,448,30.62319374,8.143453598,191.150528,1.598544032,799.2720162,53.57089809,130.3334127,4.160563263,1.872253468,2.310741,155.8719,1.500968,34.44611,0.8097733,121.4258
BLK_,BLK_1,15,2055,40,448,30.96289063,8.210221291,196.6605682,1.574887086,787.4435429,55.9430163,134.0592671,4.296686976,1.933509139,1.983944,157.8558,1.449639,35.89574,0.5343047,121.9601
BLK_,BLK_1,15,2056,41,448,31.32412529,8.281014442,202.6253967,1.552151602,776.0758009,58.48409369,137.9350386,4.447026066,2.00116173,2.04325,159.8991,1.43361,37.32935,0.6096405,122.5697
BLK_,BLK_1,15,2057,42,448,31.6977272,8.354008675,208.9095306,1.530280498,765.1402488,61.15968343,141.9170621,4.607490486,2.073370719,2.276351,162.1754,1.528911,38.85826,0.7474401,123.3172
BLK_,BLK_1,15,2058,43,448,32.05370331,8.423351288,215.0068054,1.509221478,754.6107391,63.82300316,145.8443679,4.761477935,2.142665071,2.37534,164.5508,1.604543,40.46281,0.7707969,124.088
BLK_,BLK_1,15,2059,44,448,32.39502335,8.48965168,220.9541931,1.488926534,744.4632669,66.48244454,149.7288647,4.910028416,2.209512787,2.411011,166.9618,1.59226,42.05507,0.8187504,124.9067
BLK_,BLK_1,15,2060,45,448,32.745224,8.557488441,227.159729,1.469351502,734.675751,69.26018838,153.6996669,5.066948272,2.280126722,2.351281,169.3131,1.587911,43.64298,0.76337,125.6701
BLK_,BLK_1,15,2061,46,448,33.11307526,8.628540993,233.791687,1.450455682,725.2278408,72.21087721,157.8094155,5.238020599,2.357109269,2.46896,171.782,1.655705,45.29869,0.8132553,126.4833
BLK_,BLK_1,15,2062,47,448,33.43051147,8.689691544,239.608902,1.432201493,716.1007464,74.95089588,161.6664585,5.380352776,2.421158749,2.637247,174.4193,1.753389,47.05207,0.8838588,127.3672
BLK_,BLK_1,15,2063,48,448,33.73393631,8.748002052,245.251236,1.414554179,707.2770893,77.67292053,165.4729064,5.516018455,2.482208305,2.559824,176.9791,1.620897,48.67297,0.9389264,128.3061
BLK_,BLK_1,15,2064,49,448,34.05468369,8.809493065,251.3033142,1.397481538,698.7407689,80.56198419,169.4129079,5.665688302,2.549559736,2.63852,179.6176,1.609739,50.28271,1.02878,129.3349
BLK_,BLK_1,15,2065,50,448,34.40369415,8.876232147,257.9915466,1.380953691,690.4768454,83.69593794,173.557252,5.837505695,2.626877563,2.645802,182.2634,1.707536,51.99025,0.938266,130.2732
BLK_,BLK_1,15,2066,51,448,34.69448853,8.931704521,263.6464233,1.364942869,682.4714345,86.53372518,177.3807956,5.97133865,2.687102393,2.862813,185.1262,1.846004,53.83625,1.01681,131.29
BLK_,BLK_1,15,2067,52,448,35.01140976,8.992023468,269.8950195,1.349423228,674.7116141,89.60344189,181.395106,6.126158201,2.75677119,2.455351,187.5816,1.6665,55.50275,0.7888514,132.0788
BLK_,BLK_1,15,2068,53,448,35.34968567,9.056250572,276.6637573,1.334370681,667.1853405,92.8867523,185.5764882,6.299631736,2.834834281,2.452931,190.0345,1.801182,57.30393,0.651749,132.7306
BLK_,BLK_1,15,2069,54,448,35.65592575,9.114257813,282.880127,1.319762747,659.8813737,96.02506477,189.5885086,6.451625083,2.903231287,2.566701,192.6012,1.924067,59.228,0.6426343,133.3732
BLK_,BLK_1,15,2070,55,448,35.94701004,9.16927433,288.8674011,1.305578419,652.7892097,99.12280875,193.5327513,6.594148555,2.96736685,2.804247,195.4055,1.831176,61.05917,0.9730715,134.3463
BLK_,BLK_1,15,2071,56,448,36.2502594,9.226468086,295.1867371,1.291798041,645.8990204,102.3717733,197.5848089,6.748537904,3.036842057,2.893508,198.299,1.809339,62.86852,1.084169,135.4305
BLK_,BLK_1,15,2072,57,448,36.55215073,9.283281326,301.5610046,1.278403197,639.2015986,105.6781894,201.6578066,6.904287444,3.10692935,2.619006,200.918,1.891306,64.75982,0.7277001,136.1582
BLK_,BLK_1,15,2073,58,448,36.85782242,9.34068203,308.1002502,1.265376618,632.6883091,109.081287,205.7859759,7.065721436,3.179574646,2.950436,203.8684,1.925006,66.68482,1.02543,137.1836
BLK_,BLK_1,15,2074,59,448,37.13352966,9.392349243,314.0721741,1.252702087,626.3510435,112.3206666,209.740788,7.203824485,3.241721018,2.912717,206.7811,1.977095,68.66192,0.935622,138.1192
BLK_,BLK_1,15,2075,60,448,37.4174118,9.445445061,320.2946472,1.240364361,620.1821805,115.6853596,213.7774693,7.351124801,3.30800616,3.262006,210.0431,1.878203,70.54012,1.383803,139.503
BLK_,BLK_1,30,2016,1,369,0.306950182,0,0.001355014,39.46161983,19730.80992,1.27E-05,0.019726679,1.27E-05,5.70E-06,,115.0363,,0,,115.0363
BLK_,BLK_1,30,2017,2,369,3.936861992,1.779920697,0.969154179,17.44302404,8721.512022,0.020502058,0.961974332,0.00406858,0.001830861,-0.2657349,114.7706,0,0,-0.2657349,114.7706
BLK_,BLK_1,30,2018,3,369,6.307620049,2.523068428,3.263961077,10.81985634,5409.92817,0.11131401,2.734858407,0.016594441,0.007467498,-0.1581058,114.6125,0.09621337,0.09621337,-0.2543192,114.5163
BLK_,BLK_1,30,2019,4,369,8.452383041,3.133411169,6.937340736,7.710253383,3855.126691,0.332009678,5.458415309,0.044123189,0.019855435,-0.004857379,114.6076,0.2181073,0.3143207,-0.2229647,114.2933
BLK_,BLK_1,30,2020,5,369,10.30775166,3.629197121,11.56664276,6.507287589,3253.643795,0.655894067,8.212152794,0.082047435,0.036921346,0.05498252,114.6626,0.252925,0.5672457,-0.1979425,114.0953
BLK_,BLK_1,30,2021,6,369,11.83032703,4.018816948,16.49446297,5.844806865,2922.403433,1.041344414,10.79181539,0.125341353,0.056403609,0.206497,114.8691,0.3710974,0.938343,-0.1646004,113.9307
BLK_,BLK_1,30,2022,7,369,13.14566326,4.344986439,21.64130592,5.337589872,2668.794936,1.496113853,13.41596023,0.174983467,0.07874256,0.2615733,115.1307,0.3899395,1.328282,-0.1283662,113.8024
BLK_,BLK_1,30,2023,8,369,14.24846458,4.61194849,26.63221169,4.933938627,2466.969313,1.991773077,15.99107657,0.227524878,0.102386195,0.3328449,115.4635,0.433891,1.762174,-0.1010461,113.7013
BLK_,BLK_1,30,2024,9,369,15.44206715,4.894910336,32.7647438,4.60330788,2301.65394,2.626413751,18.88199535,0.294074424,0.132333491,0.3642986,115.8278,0.4384656,2.200639,-0.07416701,113.6272
BLK_,BLK_1,30,2025,10,369,16.45383644,5.130334377,38.58393478,4.326367787,2163.183894,3.290860343,21.68525286,0.361783957,0.162802781,0.4938287,116.3216,0.5447602,2.745399,-0.05093142,113.5762
BLK_,BLK_1,30,2026,11,369,17.31736946,5.328301907,44.01820755,4.090225802,2045.112901,3.971105533,24.39358886,0.429038159,0.193067172,0.5671428,116.8888,0.544652,3.290051,0.02249088,113.5987
