Soil_Z,Cluster,Mortality_pct,Year,Age,Stems,DBH_cm,Height_m,Kg_pertree,km_per_ha,Stems_tosum1ha,Biomass_Mgkm,Volume_m3km,Roots_Mgkm,Fineroots_Mgkm,TEC_MgCkmyr,TEC_MgCkm,Biom_MgCkmyr,Biom_MgCkm,DOM_MgCkmyr,DOM_MgCkm
BLK_,BLK_2,15,2016,1,448,0.284683198,0,0.001116071,32.49780457,16248.90228,1.54E-05,0.023005251,1.54E-05,6.92E-06,,115.0363,,0,,115.0363
BLK_,BLK_2,15,2017,2,448,3.292998791,1.563019156,0.611786425,14.36484333,7182.421665,0.019079938,0.990734423,0.004251789,0.001913305,-0.3326172,114.7037,0,0,-0.3326172,114.7037
BLK_,BLK_2,15,2018,3,448,5.155330658,2.177978039,1.941162586,8.910469928,4455.234964,0.097597638,2.739259549,0.015859086,0.007136589,-0.2243874,114.4793,0.09621337,0.09621337,-0.3206008,114.3831
BLK_,BLK_2,15,2019,4,448,7.042019367,2.743503094,4.334715843,6.349620433,3174.810216,0.305837611,5.594822964,0.042923493,0.019315572,-0.09818655,114.3811,0.191706,0.2879193,-0.2898926,114.0932
BLK_,BLK_2,15,2020,5,448,8.695249557,3.206975937,7.46252203,5.35894272,2679.47136,0.623856227,8.544283478,0.081184184,0.036532883,-0.01659244,114.3645,0.2467259,0.5346453,-0.2633184,113.8299
BLK_,BLK_2,15,2021,6,448,9.995715141,3.555500746,10.68604946,4.81337036,2406.68518,0.994594216,11.25004883,0.123673524,0.055653086,0.1430612,114.5076,0.3687844,0.9034297,-0.2257232,113.6041
BLK_,BLK_2,15,2022,7,448,11.23404217,3.876545429,14.43706226,4.395662248,2197.831124,1.471406061,14.17824761,0.176830031,0.079573514,0.193759,114.7013,0.3803079,1.283738,-0.1865489,113.4176
BLK_,BLK_2,15,2023,8,448,12.28147602,4.14095974,18.16387177,4.063243575,2031.621787,2.002689336,17.07521572,0.23428515,0.105428318,0.3013094,115.0026,0.4547159,1.738453,-0.1534065,113.2642
BLK_,BLK_2,15,2024,9,448,13.36661816,4.408781052,22.5907917,3.790959431,1895.479715,2.669686803,20.26483657,0.30529019,0.137380586,0.351079,115.3537,0.473452,2.211905,-0.1223731,113.1418
BLK_,BLK_2,15,2025,10,448,14.25586891,4.62405777,26.66787529,3.562891119,1781.445559,3.353234122,23.29987778,0.375774044,0.16909832,0.4788392,115.8326,0.5657663,2.777672,-0.08692702,113.0549
BLK_,BLK_2,15,2026,11,448,14.95316696,4.790429115,30.1587925,3.368421249,1684.210624,4.011119104,26.10293912,0.440974191,0.198438386,0.5384879,116.3711,0.5591205,3.336792,-0.02063256,113.0343
BLK_,BLK_2,15,2027,12,448,15.75112343,4.978364944,34.48072052,3.200167533,1600.083767,4.827048396,29.24931574,0.521917521,0.234862884,0.4913573,116.8624,0.5269122,3.863704,-0.03555485,112.9987
BLK_,BLK_2,15,2028,13,448,16.52849388,5.159086704,39.03654099,3.052820789,1526.410394,5.728593985,32.49122259,0.609898,0.2744541,0.6153538,117.4778,0.6278354,4.49154,-0.01248159,112.9862
BLK_,BLK_2,15,2029,14,448,17.19243431,5.311694622,43.20479584,2.922454447,1461.227223,6.62311392,35.58804108,0.694283116,0.312427402,0.7585867,118.2364,0.6855223,5.177062,0.07306445,113.0593
BLK_,BLK_2,15,2030,15,448,17.83144951,5.45713377,47.46353531,2.806095247,1403.047624,7.577670028,38.72787957,0.782735105,0.352230797,0.7269258,118.9633,0.6617863,5.838848,0.06513956,113.1244
BLK_,BLK_2,15,2031,16,448,18.50469208,5.608905315,52.21818542,2.701446013,1350.723007,8.659713249,42.06298887,0.882665221,0.397199349,0.7444807,119.7078,0.6968409,6.535689,0.04763988,113.1721
BLK_,BLK_2,15,2032,17,448,19.10719681,5.743517399,56.71102524,2.606700774,1303.350387,9.746626377,45.30559293,0.979995303,0.440997886,0.8545496,120.5623,0.7728132,7.308502,0.0817364,113.2538
BLK_,BLK_2,15,2033,18,448,19.71758652,5.878771305,61.49611282,2.520417999,1260.209,10.93082884,48.66380685,1.085145123,0.488315305,0.8608011,121.4231,0.7703748,8.078877,0.09042627,113.3442
BLK_,BLK_2,15,2034,19,448,20.29003906,6.004633427,66.20114136,2.441431564,1220.715782,12.14783595,51.99868274,1.190637908,0.535787059,0.948441,122.3716,0.8226699,8.901547,0.1257711,113.47
BLK_,BLK_2,15,2035,20,448,20.78293991,6.112267017,70.42359161,2.368786865,1184.393432,13.31895651,55.16404456,1.287611113,0.579425001,0.9930397,123.3646,0.8390877,9.740635,0.153952,113.624
BLK_,BLK_2,15,2036,21,448,21.30491257,6.22552824,75.07046509,2.301694118,1150.847059,14.61165849,58.49238152,1.395055325,0.627774896,0.9587196,124.3233,0.7995147,10.54015,0.1592049,113.7832
BLK_,BLK_2,15,2037,22,448,21.76338005,6.324416637,79.3028183,2.239493642,1119.746821,15.86414937,61.67727773,1.494656981,0.672595642,1.042945,125.3663,0.8738914,11.41404,0.1690532,113.9522
BLK_,BLK_2,15,2038,23,448,22.30315018,6.440150261,84.46896362,2.181629653,1090.814827,17.34579281,65.20769893,1.616607318,0.727473293,0.9770584,126.3433,0.8360105,12.25005,0.1410479,114.0933
BLK_,BLK_2,15,2039,24,448,22.80968666,6.548098087,89.49967957,2.127630221,1063.81511,18.84531196,68.69441867,1.736761944,0.781542875,1.269636,127.613,0.9860325,13.23608,0.2836036,114.3769
BLK_,BLK_2,15,2040,25,448,23.22719574,6.636605263,93.7808075,2.077091744,1038.545872,20.22722513,71.91877506,1.840002618,0.828001178,1.282653,128.8956,0.9861069,14.22219,0.2965465,114.6734
BLK_,BLK_2,15,2041,26,448,23.73517609,6.743736267,99.15565491,2.029666791,1014.833396,21.88621993,75.5406539,1.970837299,0.886876785,1.164992,130.0606,0.903538,15.12573,0.2614541,114.9349
BLK_,BLK_2,15,2042,27,448,24.19709015,6.840635777,104.2030869,1.985054477,992.5272386,23.51722939,79.05093433,2.094474533,0.94251354,1.384804,131.4454,1.079916,16.20564,0.3048885,115.2398
BLK_,BLK_2,15,2043,28,448,24.67416191,6.94021225,109.5780182,1.942992776,971.4963881,25.2656374,82.68236904,2.227226599,1.002251969,1.491059,132.9365,1.051795,17.25744,0.439264,115.679
BLK_,BLK_2,15,2044,29,448,25.12088966,7.033002377,114.7618103,1.903252328,951.626164,27.01338677,86.25136666,2.355762193,1.060092987,1.49997,134.4364,1.122837,18.38028,0.3771328,116.0562
BLK_,BLK_2,15,2045,30,448,25.53713036,7.119074821,119.7244034,1.865631405,932.8157023,28.7498009,89.7482194,2.479017134,1.11555771,1.556282,135.9927,1.111898,19.49217,0.4443842,116.5005
BLK_,BLK_2,15,2046,31,448,25.89776802,7.193355083,124.1284485,1.829951793,914.9758965,30.3885293,93.05539105,2.587444147,1.164349866,1.587154,137.5799,1.101636,20.59381,0.4855184,116.9861
BLK_,BLK_2,15,2047,32,448,26.31256676,7.278459549,129.3147736,1.7960554,898.0276998,32.25569737,96.64213864,2.717790881,1.223005896,1.432317,139.0122,1.035667,21.62948,0.3966499,117.3827
BLK_,BLK_2,15,2048,33,448,26.72113419,7.361945152,134.5507355,1.763801434,881.9007172,34.17546218,100.2512674,2.849861004,1.282437452,1.664857,140.677,1.175052,22.80453,0.4898055,117.8725
BLK_,BLK_2,15,2049,34,448,27.08360672,7.435734749,139.3028412,1.733064061,866.5320307,36.01002022,103.6972517,2.968200451,1.335690203,1.678992,142.356,1.197327,24.00186,0.481665,118.3542
BLK_,BLK_2,15,2050,35,448,27.48169518,7.516479492,144.6386261,1.703730426,851.865213,38.03307239,107.3513371,3.103716771,1.396672547,1.532665,143.8887,1.144333,25.14619,0.3883319,118.7425
BLK_,BLK_2,15,2051,36,448,27.85776329,7.592479706,149.79245,1.67569899,837.8494951,40.047179,110.9471582,3.233954756,1.45527964,1.704357,145.593,1.254214,26.4004,0.4501437,119.1926
BLK_,BLK_2,15,2052,37,448,28.26610184,7.674699783,155.5140076,1.648878121,824.4390604,42.2531385,114.7437975,3.381342151,1.521603968,1.523242,147.1163,1.245074,27.64548,0.2781675,119.4708
BLK_,BLK_2,15,2053,38,448,28.6516037,7.752039433,161.0365143,1.623184887,811.5924437,44.44617499,118.4758701,3.522649556,1.5851923,1.787616,148.9039,1.357771,29.00325,0.4298452,119.9007
BLK_,BLK_2,15,2054,39,448,28.96199989,7.814114571,165.569046,1.598544032,799.2720162,46.40155703,121.8723277,3.633159912,1.634921961,2.121261,151.0252,1.344614,30.34786,0.7766477,120.6773
BLK_,BLK_2,15,2055,40,448,29.29460526,7.880439758,170.5115967,1.574887086,787.4435429,48.50455317,125.4147083,3.756399326,1.690379697,1.713834,152.739,1.195822,31.54368,0.5180116,121.1953
BLK_,BLK_2,15,2056,41,448,29.63333321,7.947784901,175.6368561,1.552151602,776.0758009,50.69434558,129.0246132,3.88519054,1.748335743,1.79726,154.5363,1.281301,32.82499,0.5159581,121.7113
BLK_,BLK_2,15,2057,42,448,29.98153305,8.016805649,181.0025635,1.530280498,765.1402488,52.98972649,132.7215155,4.021541008,1.809693454,2.032288,156.5686,1.327533,34.15252,0.7047549,122.416
BLK_,BLK_2,15,2058,43,448,30.3446331,8.088558197,186.7034149,1.509221478,754.6107391,55.42137615,136.5372789,4.168590966,1.875865935,2.168075,158.7366,1.392811,35.54533,0.7752632,123.1913
BLK_,BLK_2,15,2059,44,448,30.6641922,8.151521683,191.8104401,1.488926534,744.4632669,57.71344403,140.1542757,4.295434921,1.932945714,2.17382,160.9104,1.469229,37.01456,0.7045916,123.8959
BLK_,BLK_2,15,2060,45,448,30.97757339,8.213103294,196.9008942,1.469351502,734.675751,60.03437515,143.770027,4.421531456,1.989689155,2.132452,163.0429,1.380542,38.3951,0.7519104,124.6478
BLK_,BLK_2,15,2061,46,448,31.30392456,8.277061462,202.2889404,1.450455682,725.2278408,62.48067387,147.4915337,4.557374144,2.050818365,2.148793,165.1917,1.392092,39.78719,0.7567002,125.4045
BLK_,BLK_2,15,2062,47,448,31.59775734,8.334498405,207.2164917,1.432201493,716.1007464,64.81838688,151.0603662,4.676809052,2.104564073,2.261525,167.4532,1.464686,41.25188,0.7968389,126.2013
BLK_,BLK_2,15,2063,48,448,31.91403198,8.396167755,212.6016998,1.414554179,707.2770893,67.33256605,154.7891939,4.81180669,2.16531301,2.216529,169.6698,1.400103,42.65198,0.8164253,127.0178
BLK_,BLK_2,15,2064,49,448,32.24030685,8.459621429,218.2460022,1.397481538,698.7407689,69.9645809,158.6099796,4.955535768,2.229991096,2.48086,172.1506,1.499161,44.15114,0.981699,127.9995
BLK_,BLK_2,15,2065,50,448,32.57464981,8.524470329,224.1239929,1.380953691,690.4768454,72.70884808,162.5136162,5.107044098,2.298169844,2.452831,174.6034,1.563639,45.71478,0.8891919,128.8887
BLK_,BLK_2,15,2066,51,448,32.83628082,8.57509613,228.7905579,1.364942869,682.4714345,75.09337492,166.010505,5.214029281,2.346313176,2.571914,177.1754,1.631593,47.34637,0.9403211,129.829
BLK_,BLK_2,15,2067,52,448,33.14978409,8.635621071,234.4599457,1.349423228,674.7116141,77.83922554,169.8510819,5.357210868,2.410744891,2.245668,179.421,1.413188,48.75956,0.8324807,130.6615
BLK_,BLK_2,15,2068,53,448,33.47179413,8.69763279,240.3717957,1.334370681,667.1853405,80.70213571,173.7770966,5.508862273,2.478988023,2.250176,181.6712,1.624587,50.38415,0.6255897,131.287
BLK_,BLK_2,15,2069,54,448,33.75971222,8.752948761,245.7342529,1.319762747,659.8813737,83.41570936,177.521035,5.639217864,2.537648039,2.342248,184.0134,1.688568,52.07272,0.6536801,131.9407
BLK_,BLK_2,15,2070,55,448,34.04510498,8.807659149,251.1212463,1.305578419,652.7892097,86.17047985,181.2769404,5.769771763,2.596397293,2.494885,186.5083,1.598946,53.67166,0.8959392,132.8367
BLK_,BLK_2,15,2071,56,448,34.34469223,8.864962578,256.8533325,1.291798041,645.8990204,89.07761733,185.1527348,5.912787297,2.660754284,2.597939,189.1063,1.618284,55.28995,0.9796561,133.8163
BLK_,BLK_2,15,2072,57,448,34.63227844,8.919848442,262.4303894,1.278403197,639.2015986,91.96536674,188.9797403,6.049188387,2.722134774,2.63955,191.7458,1.704727,56.99467,0.9348232,134.7511
BLK_,BLK_2,15,2073,58,448,34.91216278,8.9731493,267.9285583,1.265376618,632.6883091,94.85871216,192.783666,6.181825942,2.781821674,2.727965,194.4738,1.694097,58.68877,1.033868,135.785
BLK_,BLK_2,15,2074,59,448,35.19646454,9.027179718,273.5851746,1.252702087,626.3510435,97.84142932,196.6442589,6.319976384,2.843989373,2.543971,197.0178,1.691073,60.37984,0.8528978,136.6379
BLK_,BLK_2,15,2075,60,448,35.46786499,9.078651428,279.0526733,1.240364361,620.1821805,100.7894143,200.4447109,6.449807162,2.902413223,3.033174,200.0509,1.740108,62.11995,1.293067,137.931
BLK_,BLK_2,30,2016,1,369,0.306950182,0,0.001355014,39.46161983,19730.80992,1.27E-05,0.019726679,1.27E-05,5.70E-06,,115.0363,,0,,115.0363
BLK_,BLK_2,30,2017,2,369,3.633315563,1.677286148,0.788180768,17.44302404,8721.512022,0.01667364,0.87342508,0.003498525,0.001574336,-0.2739197,114.7624,0,0,-0.2739197,114.7624
BLK_,BLK_2,30,2018,3,369,5.62699604,2.318589211,2.43221879,10.81985634,5409.92817,0.082948301,2.383721538,0.013010827,0.005854872,-0.1658852,114.5965,0.09621337,0.09621337,-0.2620986,114.5003
BLK_,BLK_2,30,2019,4,369,7.638020515,2.907034636,5.343824387,7.710253383,3855.126691,0.255746605,4.831871807,0.035069264,0.015781169,-0.07014792,114.5264,0.1643548,0.2605682,-0.2345027,114.2658
BLK_,BLK_2,30,2020,5,369,9.395072937,3.388501406,9.109335899,6.507287589,3253.643795,0.516550856,7.345143523,0.066068202,0.029730691,-0.005715945,114.5206,0.2068094,0.4673776,-0.2125253,114.0533
BLK_,BLK_2,30,2021,6,369,10.77436066,3.75009799,12.96396923,5.844806865,2922.403433,0.818453868,9.643326038,0.100336858,0.045151586,0.1342561,114.6549,0.314291,0.7816686,-0.1800349,113.8732
BLK_,BLK_2,30,2022,7,369,12.08808231,4.08344698,17.43618393,5.337589872,2668.794936,1.20540396,12.12787825,0.143126331,0.064406849,0.1806501,114.8355,0.3263017,1.10797,-0.1456516,113.7276
BLK_,BLK_2,30,2023,8,369,13.19960785,4.358177185,21.87081718,4.933938627,2466.969313,1.635677295,14.58524201,0.189320534,0.08519424,0.265923,115.1015,0.3826739,1.490644,-0.1167509,113.6108
BLK_,BLK_2,30,2024,9,369,14.35150814,4.636612892,27.13118744,4.60330788,2301.65394,2.174829206,17.28891238,0.24634891,0.11085701,0.3047,115.4062,0.394899,1.885543,-0.09019899,113.5206
BLK_,BLK_2,30,2025,10,369,15.29578304,4.860545158,31.97114754,4.326367787,2163.183894,2.726849428,19.86184633,0.302927983,0.136317593,0.4178467,115.824,0.4773051,2.362848,-0.05945837,113.4612
BLK_,BLK_2,30,2026,11,369,16.03645897,5.033686161,36.11282349,4.090225802,2045.112901,3.257920893,22.23880119,0.355251383,0.159863122,0.4616735,116.2857,0.4630944,2.825943,-0.001420863,113.4597
BLK_,BLK_2,30,2027,12,369,16.88431549,5.229351997,41.23822784,3.885917719,1942.958859,3.915910413,24.90536566,0.420179778,0.1890809,0.4225062,116.7082,0.4380879,3.26403,-0.01558172,113.4442
BLK_,BLK_2,30,2028,13,369,17.71964455,5.419644833,46.70068741,3.706996672,1853.498336,4.648656267,27.66962057,0.491426444,0.2211419,0.5280743,117.2363,0.5237859,3.787817,0.004288363,113.4484
BLK_,BLK_2,30,2029,14,369,18.4265995,5.578877449,51.65240097,3.548694686,1774.347343,5.370914576,30.29731725,0.559239485,0.251657768,0.6499987,117.8863,0.5705259,4.358342,0.07947273,113.5279
BLK_,BLK_2,30,2030,15,369,19.10583305,5.73037672,56.70059586,3.407401371,1703.700686,6.140315812,32.95863157,0.630191447,0.283586151,0.6201147,118.5064,0.5483491,4.906692,0.07176561,113.5997
BLK_,BLK_2,30,2031,16,369,19.82328224,5.888888359,62.3488884,3.280327302,1640.163651,7.013549901,35.78841811,0.710504461,0.319727007,0.6321914,119.1386,0.5766301,5.483322,0.05556136,113.6553
BLK_,BLK_2,30,2032,17,369,20.46414566,6.029222488,67.6743927,3.165279511,1582.639755,7.889303667,38.53695392,0.788580699,0.354861315,0.727376,119.8659,0.6422451,6.125567,0.08513093,113.7404
BLK_,BLK_2,30,2033,18,369,21.11594009,6.170784473,73.36715698,3.06050757,1530.253785,8.845748385,41.38887168,0.87321144,0.392945148,0.7242506,120.5902,0.6322153,6.757782,0.09203533,113.8324
BLK_,BLK_2,30,2034,19,369,21.73377037,6.303924084,79.025177,2.96459547,1482.297735,9.836178518,44.23690915,0.958971111,0.431537,0.8054366,121.3956,0.6829102,7.440692,0.1225264,113.9549
BLK_,BLK_2,30,2035,20,369,22.25987434,6.416523933,84.0473938,2.87638405,1438.192025,10.78210991,46.92503994,1.03702342,0.466660539,0.8483187,122.2439,0.7011644,8.141856,0.1471543,114.1021
BLK_,BLK_2,30,2036,21,369,22.81549644,6.534693241,89.55841064,2.794914287,1397.457143,11.82399582,49.74724032,1.123272989,0.505472845,0.8086503,123.0526,0.6574312,8.799288,0.1512192,114.2533
BLK_,BLK_2,30,2037,22,369,23.30369186,6.637906075,94.57849884,2.719385137,1359.692569,12.83358664,52.44843314,1.203239276,0.541457674,0.8805028,123.9331,0.7214736,9.520761,0.1590292,114.4123
BLK_,BLK_2,30,2038,23,369,23.8786602,6.758747101,100.7071381,2.649121722,1324.560861,14.02764347,55.44220157,1.301163585,0.585523613,0.8217383,124.7548,0.6883098,10.20907,0.1334285,114.5458
BLK_,BLK_2,30,2039,24,369,24.41842651,6.871503353,106.6762161,2.583550982,1291.775491,15.23620955,58.39940251,1.397666702,0.628950016,1.071131,125.826,0.8123355,11.02141,0.2587952,114.8046
BLK_,BLK_2,30,2040,25,369,24.86346817,6.963985443,111.7568207,2.522182832,1261.091416,16.35022907,61.13487393,1.480602805,0.666271262,1.078479,126.9044,0.8093743,11.83078,0.2691049,115.0737
BLK_,BLK_2,30,2041,26,369,25.40512085,7.075965405,118.1365967,2.464595389,1232.297695,17.68744913,64.20723817,1.585729706,0.713578368,0.9801996,127.8847,0.7432594,12.57404,0.2369401,115.3106
BLK_,BLK_2,30,2042,27,369,25.89781761,7.177286625,124.1290512,2.410423294,1205.211647,19.00231427,67.18551288,1.685099512,0.758294781,1.160489,129.0451,0.8860972,13.46014,0.2743922,115.585
BLK_,BLK_2,30,2043,28,369,26.406847,7.281442642,130.5117493,2.359348371,1179.674186,20.41192234,70.26683354,1.791824355,0.80632096,1.259283,130.3044,0.8669461,14.32708,0.392337,115.9773
BLK_,BLK_2,30,2044,29,369,26.88365173,7.378531933,136.6688995,2.311092112,1155.546056,21.821208,73.29566295,1.895188892,0.852835001,1.255488,131.5599,0.919499,15.24658,0.335989,116.3133
BLK_,BLK_2,30,2045,30,369,27.32804298,7.468619347,142.5646057,2.265409563,1132.704781,23.2215578,76.26371035,1.994334522,0.897450535,1.312127,132.872,0.917671,16.16425,0.3944561,116.7078
BLK_,BLK_2,30,2046,31,369,27.71317291,7.546385765,147.7978363,2.22208432,1111.04216,24.5433549,79.07124098,2.081576219,0.936709299,1.333718,134.2058,0.903953,17.06821,0.4297648,117.1376
BLK_,BLK_2,30,2047,32,369,28.15625572,7.635507584,153.9619751,2.180924414,1090.462207,26.04948906,82.1162003,2.186483519,0.983917584,1.199708,135.4055,0.8498737,17.91808,0.349834,117.4874
BLK_,BLK_2,30,2048,33,369,28.59280205,7.722959042,160.1865234,2.141758885,1070.879442,27.59826368,85.1805252,2.292810088,1.03176454,1.395287,136.8008,0.9639696,18.88205,0.4313172,117.9187
BLK_,BLK_2,30,2049,34,369,28.98019409,7.800273418,165.8371277,2.104434932,1052.217466,29.07854111,88.10675886,2.388112027,1.074650412,1.406268,138.207,0.983402,19.86545,0.4228663,118.3416
BLK_,BLK_2,30,2050,35,369,29.405756,7.884896755,172.1831818,2.068815517,1034.407759,30.71109692,91.20996206,2.497278155,1.12377517,1.277449,139.4845,0.9383056,20.80376,0.3391435,118.6807
BLK_,BLK_2,30,2051,36,369,29.8078804,7.964568138,178.3142548,2.034777345,1017.388673,32.33668844,94.26406957,2.602226469,1.171001911,1.423682,140.9082,1.030674,21.83443,0.3930077,119.0737
BLK_,BLK_2,30,2052,37,369,30.24461746,8.05078125,185.1223297,2.002209147,1001.104573,34.11738601,97.48909245,2.721029549,1.224463297,1.257918,142.1661,1.018099,22.85253,0.2398191,119.3135
BLK_,BLK_2,30,2053,38,369,30.65703773,8.131896973,191.6951904,1.971010221,985.5051103,35.88795396,100.6596838,2.834972074,1.275737433,1.486783,143.6528,1.113487,23.96602,0.3732964,119.6868
BLK_,BLK_2,30,2054,39,369,30.9891758,8.19701767,197.0909271,1.941089182,970.5445911,37.46687866,103.545461,2.924118592,1.315853366,1.783577,145.4364,1.104824,25.07084,0.678753,120.3656
BLK_,BLK_2,30,2055,40,369,31.34515381,8.266610146,202.9759979,1.91236289,956.1814449,39.16523452,106.555521,3.023558501,1.360601326,1.42624,146.8627,0.9779736,26.04881,0.4482666,120.8139
BLK_,BLK_2,30,2056,41,369,31.70775795,8.337287903,209.079895,1.884755516,942.3777582,40.93394672,109.6232807,3.127508327,1.407378747,1.499138,148.3618,1.05354,27.10235,0.4455976,121.2595
BLK_,BLK_2,30,2057,42,369,32.08058167,8.409739494,215.4715729,1.858197747,929.0988736,42.78824038,112.765332,3.237591773,1.456916298,1.700774,150.0626,1.089252,28.19161,0.6115222,121.871
BLK_,BLK_2,30,2058,43,369,32.46944046,8.485074043,222.2640533,1.832626081,916.3130403,44.75295691,116.0088098,3.356347697,1.510356464,1.812685,151.8753,1.14045,29.33206,0.6722357,122.5432
BLK_,BLK_2,30,2059,44,369,32.81174088,8.551195145,228.3503265,1.80798222,903.9911098,46.60514262,119.0835798,3.458831301,1.556474086,1.811116,153.6864,1.203028,30.53509,0.6080876,123.1513
BLK_,BLK_2,30,2060,45,369,33.14748764,8.615876198,234.4180908,1.784212538,892.1062691,48.48092664,122.1575901,3.560744655,1.602335095,1.781601,155.468,1.133027,31.66811,0.6485736,123.7999
BLK_,BLK_2,30,2061,46,369,33.49719238,8.683065414,240.8419647,1.761267613,880.6338067,50.45836476,125.3218871,3.670562897,1.651753304,1.792915,157.2609,1.141369,32.80948,0.6515464,124.4514
BLK_,BLK_2,30,2062,47,369,33.8121109,8.743415833,246.7179871,1.739101813,869.5509064,52.34824935,128.3565587,3.767162075,1.695222934,1.885723,159.1466,1.200032,34.00951,0.6856905,125.1371
BLK_,BLK_2,30,2063,48,369,34.15114212,8.808223724,253.141037,1.717672931,858.8364656,54.38115885,131.5276951,3.876367268,1.744365271,1.848216,160.9948,1.146573,35.15609,0.7016422,125.8388
BLK_,BLK_2,30,2064,49,369,34.50095367,8.874917984,259.8745422,1.696941867,848.4709336,56.50972103,134.7774352,3.992665528,1.796699488,2.074305,163.0691,1.228262,36.38435,0.8460428,126.6848
BLK_,BLK_2,30,2065,50,369,34.85948181,8.943091393,266.8883972,1.676872339,838.4361694,58.72946589,138.0980606,4.115291991,1.851881396,2.049251,165.1184,1.286443,37.67079,0.7628074,127.4476
BLK_,BLK_2,30,2066,51,369,35.14009094,8.996321678,272.4577942,1.657430627,828.7153133,60.65830242,141.0725986,4.201959588,1.890881815,2.139305,167.2577,1.332849,39.00364,0.8064565,128.2541
BLK_,BLK_2,30,2067,52,369,35.47638321,9.059968948,279.2253723,1.638585348,819.2926742,62.87994517,144.3401331,4.317927258,1.943067266,1.867697,169.1254,1.157725,40.16137,0.7099714,128.964
BLK_,BLK_2,30,2068,53,369,35.82185745,9.125192642,286.283783,1.620307256,810.1536278,65.19671958,147.6807764,4.440784953,1.998353229,1.857384,170.9828,1.330445,41.49181,0.5269388,129.491
BLK_,BLK_2,30,2069,54,369,36.13080978,9.183382034,292.6875916,1.60256905,801.2845252,67.39286416,150.8665971,4.546453598,2.045904119,1.935801,172.9186,1.38433,42.87614,0.5514702,130.0424
BLK_,BLK_2,30,2070,55,369,36.43709564,9.240942001,299.1218872,1.585345224,792.6726118,69.62267674,154.0628925,4.652316643,2.093542489,2.073238,174.9918,1.309117,44.18526,0.7641215,130.8066
BLK_,BLK_2,30,2071,56,369,36.75867081,9.301239014,305.969696,1.568611907,784.3059533,71.97625662,157.3616539,4.768300109,2.145735049,2.165593,177.1574,1.329072,45.51433,0.836521,131.6431
BLK_,BLK_2,30,2072,57,369,37.06740952,9.35900116,312.6335754,1.552346739,776.1733697,74.31444865,160.6191208,4.878966503,2.195534926,2.193867,179.3513,1.398095,46.91243,0.7957721,132.4389
BLK_,BLK_2,30,2073,58,369,37.36791992,9.415103912,319.2044373,1.536528751,768.2643753,76.65748923,163.857191,4.986621096,2.243979493,2.265451,181.6167,1.383929,48.29635,0.8815224,133.3204
BLK_,BLK_2,30,2074,59,369,37.67322159,9.471981049,325.9658813,1.521138249,760.5691243,79.07329603,167.143854,5.098774444,2.2944485,2.109936,183.7267,1.388756,49.68511,0.7211791,134.0415
BLK_,BLK_2,30,2075,60,369,37.96470642,9.526172638,332.5024719,1.506156724,753.078362,81.46124958,170.3794975,5.204223713,2.341900671,2.534521,186.2612,1.427451,51.11256,1.107071,135.1486
BLK_,BLK_2,50,2016,1,264,0.349558711,0,0.001893939,55.24626777,27623.13388,9.05E-06,0.01510826,9.05E-06,4.07E-06,,115.0363,,0,,115.0363
BLK_,BLK_2,50,2017,2,264,4.287027836,1.888490558,1.207039833,24.42023366,12210.11683,0.013048954,0.698105275,0.002495118,0.001122803,-0.1956604,114.8406,0,0,-0.1956604,114.8406
BLK_,BLK_2,50,2018,3,264,6.52726841,2.577835798,3.56483984,15.14779888,7573.899439,0.062129009,1.86658172,0.009232934,0.00415482,-0.1130528,114.7276,0.07357261,0.07357261,-0.1866255,114.654
BLK_,BLK_2,50,2019,4,264,8.773471832,3.208672285,7.636685371,10.79435474,5397.177368,0.186772159,3.739168308,0.024717434,0.011122845,-0.03664378,114.6909,0.1285073,0.20208,-0.1651511,114.4889
BLK_,BLK_2,50,2020,5,264,10.72710323,3.723506689,12.81799984,9.110202625,4555.101312,0.371446387,5.643139441,0.046266495,0.020819923,0.1255471,114.8165,0.2571433,0.4592233,-0.1315963,114.3573
BLK_,BLK_2,50,2021,6,264,12.25553417,4.109339237,18.06520081,8.182729611,4091.364806,0.58283891,7.375165159,0.069910212,0.031459595,0.04984692,114.8663,0.1558366,0.6150599,-0.1059897,114.2513
BLK_,BLK_2,50,2022,7,264,13.71160316,4.465404034,24.12345695,7.472625821,3736.31291,0.852256307,9.244291716,0.099332781,0.044699752,0.1423411,115.0087,0.2388399,0.8538998,-0.09649887,114.1548
BLK_,BLK_2,50,2023,8,264,14.94385242,4.759100914,30.11042023,6.907514077,3453.757039,1.150797636,11.09186098,0.131025491,0.058961471,0.2133025,115.222,0.2871395,1.141039,-0.073837,114.0809
BLK_,BLK_2,50,2024,9,264,16.22119713,5.056973934,37.19423676,6.444631032,3222.315516,1.523637068,13.1218936,0.170071352,0.076532109,0.2413635,115.4633,0.2939185,1.434958,-0.05255505,114.0284
BLK_,BLK_2,50,2025,10,264,17.26863098,5.296700478,43.69977951,6.056914902,3028.457451,1.904722502,15.05385543,0.208763814,0.093943717,0.3227411,115.7861,0.3508626,1.78582,-0.02812153,114.0003
BLK_,BLK_2,50,2026,11,264,18.09048271,5.482158184,49.26007462,5.726316123,2863.158062,2.271034128,16.83933365,0.244521578,0.11003471,0.3597905,116.1459,0.3412805,2.127101,0.01850997,114.0188
