153,Sunflowers,,,,94,20.1,42.9,6.8,,,33.8,3.8,0.8,37.4,8.5,71.7,2.6,1.7,1.1,22.1,6.1,25,25,6,75.3,75,75,100,2.09,0.63,0.76,1.27,0.77,0.13,,1.17,,0.69,0.35,1.06,0.42,0.37,0.37,0.1,1.14,0.02,0.23,,20.88,,89,28,1,56.8,,,
154,Switchgrass hay,,,100,94.2,3.4,25,8.8,,,1.2,3.4,5.9,81.1,6.6,46.1,1.7,0.8,0.3,50,3.7,30,30,3,73.3,75,75,98,0.1,0.03,0.1,0.19,0.1,0.02,,0.12,,0.1,0.15,0.13,0.34,0.47,0.47,,0.97,0.07,0.08,,3.6,,,82.8,,11.7,,,
155,Teff (lovegrass) hay,,,100,88,10.7,25,16.9,,,1.1,10.5,6.4,66.4,17,45,1.6,0.8,0.3,25,5.1,30,30,5.5,49.3,75,75,92,0.69,0.28,0.65,0.99,0.65,0.08,,0.68,,0.54,0.2,0.77,0.47,0.19,0.19,,1.61,0.08,0.22,0.41,7,,170,52,0.6,20,19.3,1,
156,Timothy hay,,,100,87.8,9.4,25,6.1,14.2,,1.9,8.5,7.4,63.8,4.8,57,2.1,1.2,0.6,31,3.6,30,30,3,74,75,75,98,0.27,0.09,0.27,0.52,0.27,0.06,,0.33,,0.27,0.42,0.36,0.42,0.18,0.18,,1.92,0.01,0.16,,6,,150,56.1,1.6,17,88.9,2,
157,"Triticale forage, fresh",,,100,26,15.3,50.1,4.2,0.8,,2.9,8.9,1.7,56.6,3.5,61.4,2.2,1.4,0.8,22.7,3.1,30,30,3,80.8,75,75,41,0.43,0.15,0.43,0.84,0.43,0.1,,0.54,,0.43,0.69,0.59,0.34,0.17,0.17,0.75,2.58,0.05,0.19,,8.41,,434,62.7,,35.5,,,
158,Triticale grain,,,,88.8,12.1,30.2,2.5,,,1.6,2,61,14.1,1.8,82.7,3,2,1.4,32.6,10.7,40,40,6,88.4,75,75,,0.53,0.27,0.48,1.65,0.36,0.12,,0.59,,0.34,0.13,0.55,0.07,0.13,0.13,0.12,0.49,0.01,0.15,0.14,5.97,,52.4,45.7,0.3,35.6,,,14.4
159,Triticale hay,,,100,90.3,11.6,45.9,3.5,,,2.1,8.4,5.1,57.7,4.7,58.5,2.1,1.3,0.7,31.1,3.6,30,30,3,74.8,75,75,98,0.33,0.12,0.33,0.64,0.33,0.08,,0.41,,0.33,0.52,0.44,0.31,0.15,0.15,0.71,2.03,0.04,0.15,0.4,7.34,,230.1,42.7,0.1,25.4,15,,
160,Triticale silage,,,100,33,13.9,69.7,5,1.7,,3.7,10.7,1.9,58.6,4.7,57.8,2.1,1.2,0.7,18.1,2.6,20,20,5,56.1,75,75,41,0.39,0.14,0.39,0.76,0.39,0.09,,0.49,,0.39,0.63,0.53,0.43,0.17,0.17,1.02,2.92,0.05,0.2,1.12,8.84,,597.8,54,,35.9,175.4,,
161,Wheat bran,,,,90.1,17.5,39.8,3.2,,,4.3,5.5,21.2,40.1,4.1,71.9,2.6,1.7,1.1,35.7,3.2,40,40,4,72.1,75,75,19,1.36,0.52,0.64,1.15,0.64,0.13,,0.79,,0.65,0.21,0.94,0.13,0.42,0.42,0.1,1.2,0.03,0.19,0.11,12.43,0.1,165.1,130.6,0.4,79.5,,,
162,Wheat forage fresh,,,100,34.1,15.3,52.8,4.5,26.3,,3,8.9,4.1,54.2,3.9,61.7,2.2,1.4,0.8,24.4,5.8,25,25,9,79.6,75,75,41,0.43,0.15,0.43,0.84,0.43,0.1,,0.54,,0.43,0.69,0.59,0.36,0.16,0.16,0.76,2.42,0.06,0.19,0.57,8.52,,553,53.2,2.4,32.2,254.4,,
163,Wheat grain,,,,88.9,13.8,29.3,2.4,8.6,,1.9,2.3,62.4,12.4,1.5,86.8,3.1,2.1,1.5,35.6,10.7,40,40,6,88.4,75,75,,0.6,0.31,0.55,1.88,0.41,0.14,,0.67,,0.39,0.15,0.62,0.08,0.13,0.13,0.23,0.43,0.02,0.15,0.14,5.44,,60.3,43,0.3,29.3,,,14.4
164,"Wheat grain, flaked",,,,83,14.4,30,3.1,,,1.9,2,64.9,13.6,0.7,86.8,3.1,2.1,1.5,26,10.7,40,40,6,88.4,75,75,,0.62,0.32,0.57,1.97,0.43,0.14,,0.7,,0.41,0.15,0.65,0.04,0.15,0.15,0.09,0.42,0.02,0.14,0.14,4,,70,43,0.3,26,,,14.4
165,Wheat hay,,,100,89.9,11.1,40.3,3.9,9.4,,2,8.1,4.7,57.9,4.8,58.8,2.1,1.3,0.7,33.9,3.6,30,30,3,74,75,75,98,0.31,0.11,0.31,0.61,0.31,0.07,,0.39,,0.31,0.5,0.43,0.32,0.15,0.15,0.69,1.69,0.05,0.16,0.24,7,,333,58.3,0.1,21,37.2,,
166,Wheat middlings,,,,88.8,18.6,40.5,3.4,,,4.1,5.4,25.6,38.3,3.7,72.9,2.6,1.7,1.1,31.6,5.7,70,70,6,88,75,75,2,1.29,0.45,0.76,1.37,0.7,0.19,,0.88,,0.68,0.22,1.07,0.12,0.43,0.43,0.14,1.15,0.05,0.2,0.56,12.85,0.1,144.2,136.6,0.1,87.9,5.8,,26.9
167,Wheat silage,,,100,34.1,12.7,67.4,5,1.8,,3.4,10.3,6.6,56.5,4.8,59.1,2.1,1.3,0.7,17.8,3.7,50,50,6,64,75,75,61,0.55,0.28,0.5,1.73,0.38,0.12,,0.61,,0.36,0.13,0.57,0.38,0.16,0.16,0.82,2.38,0.05,0.18,1.49,8.17,,556.2,55.5,0.2,31.3,59,,
168,Wheat straw,,,100,91.8,5.1,40.8,5,2.5,,1.4,7.5,1.6,73.6,7.4,50,1.8,1,0.4,34.5,1.4,50,50,3,12.1,75,75,98,0.14,0.05,0.14,0.28,0.14,0.03,,0.18,,0.14,0.23,0.19,0.33,0.12,0.12,0.53,1.34,0.09,0.11,0.47,5.91,,214.4,64.1,0.2,17.1,1,0.1,
169,"Whey, wet",,,,16.6,6.3,81.4,2.8,50.6,,4,12.7,3.3,1.7,0.6,80.9,2.9,2,1.3,7,,,,,100,,75,,,,,,,,,,,,,,0.99,0.18,0.18,3.53,2.99,1.04,0.13,,11.12,,75.4,2.8,,30.5,,,
170,"Whey, dry",,,,93.8,13.9,85.6,,56.1,,2,12.7,1.3,0.6,0.1,82.3,3,2,1.4,23.2,,,,,100,,75,,,,,,,,,,,,,,0.61,0.14,0.14,1.36,1.76,1.13,0.21,,2.17,10.6,44.2,2.3,0.1,20.8,,,
800,Ammonium phosphate (dibasic),6-00-370,,,100,115.9,100,,,,,100,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,20.6,,,,,,,,,,,,,,,
801,Ammonium phosphate (monobasic),6-09-338,,,100,70.9,100,,,,,100,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,24.74,,,,,,,,,,,,,,,
802,Ammonium sulfate,6-09-339,,,100,134.1,100,,,,,100,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,24.1,,1,,,,,,,,
803,Bone meal  ,6-00-400,,,97,13.2,40,,,,,100,,,,,,,,60,,,,,100,,75,,,,,,,,,,,,,,30.71,12.86,,,,,,,,,,,,,,,
804,Calcium carbonate,6-01-069,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,39.39,,,,,,,,,,,,,,,,
805,Calcium chloride anhydrous,,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,36.11,,,63.89,,,,,,,,,,,,,
806,Calcium chloride dihydrate,,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,27.26,,,54.96,,,,,,,,,,,,,
807,Calcium hydroxide,,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,54.09,,,,,,,,,,,,,,,,
808,Calcium oxide,,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,71.47,,,,,,,,,,,,,,,,
809,Calcium phosphate (monobasic),6-01-082,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,17.12,26.47,,,,,,,,,,,,,,,
810,Calcium sulfate dihydrate,6-01-089,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,23.28,,,,,,18.62,,,,,,,,,,
811,Cobalt carbonate,6-01-566,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,,,,,,460000,,,,,,,,,
812,Copper sulfate pentahydrate,6-01-720,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,,,,,12.84,,254500,,,,,,,,
813,Dicalcium phosphate,6-01-080,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,22,19.3,,,,,1.14,,,,,,,,,,
814,EDTA  ,6-01-842,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,803400,,,,,,,
815,Iron sulfate,6-20-734,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,,,,,12.35,,,,218400,,,,,,
816,Limestone  ,6-02-632,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,34,,2.06,,,,,,,,,,,,,,
817,"Limestone dolomitic, magnesium",6-02-633,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,22.3,,9.99,,,,,,,,,,,,,,
818,Magnesium carbonate,6-02-754,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,0.02,,30.81,,,,,,,,,,,,,,
819,Magnesium chloride hexadydrate,,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,11.96,34.88,,,,,,,,,,,,,
820,Magnesium hydroxide,,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,41.69,,,,,,,,,,,,,,
821,Magnesium oxide,6-02-756,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,3.07,,56.2,,,,,,,,,,,,,,
822,Magnesium sulfate heptahydrate,6?02?758,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,9.86,,,,13,,,,,,,,,,
823,Manganese carbonate,6-03-036,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,478000,,,,,
824,Manganese oxide,6-03-056,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,774500,,,,,
825,Manganese sulfate monohydrate,,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,,,,,18.97,,,,,325000,,,,,
826,Manganese sulfate pentahydrate,,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,,,,,13.3,,,,,227890,,,,,
827,Oystershell ground,6-03-481,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,
828,Phosphate deflourinated,6-01-780,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,32,18,,,,,,,,,,,,,,,
829,Phosphate mono-mono,6-04-288,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,22.5,,,,16.68,,,,,,,,,,,
830,Phosphate rock,6-03-945,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,35,13,,,,,,,,,,,,,,,
831,"Phosphate rock, low fluor",6-03-946,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,36,14,,,,,,,,,,,,,,,
832,"Phosphate rock, soft",6-03-947,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,17,9,,,,,,,,,,,,,,,
833,Phosphoric acid,6-03-707,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,31.6,,,,,1.55,,,,,,,,,,
834,Potassium bicarbonate,6-29-493,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,,,39.05,,,,,,,,,,,,
835,Potassium carbonate,,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,,,56.58,,,,,,,,,,,,
836,Potassium chloride,6-03-755,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,,47.3,50,,,,,,,,,,,,
837,Potassium iodide,6-03-759,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,,,21,,,,,681700,,,,,,,
838,Potassium sulfate,6-06-098,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,,,41.84,,17.35,,,,,,,,,,
839,Salt (sodium chloride),6-04-152,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,,60.66,,39.34,,,,,,,,,,,
840,Sodium bicarbonate,6-04-272,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,
841,"Sodium phosphate (monobasic, monohydrate)",6-04-288,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,22.5,,,,16.68,,,,,,,,,,,
842,Sodium selenite,6-26-013,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,,,,26.6,,,,,,,456000,,,,
843,Sodium sulfate decahydrate,6-04-292,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,,,,14.27,9.95,,,,,,,,,,
844,Sodium tripolyphosphate,6-08-076,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,25,,,,31,,,,,,,,,,,
845,Zinc oxide,6-05-553,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,780000,,,
846,Zinc sulfate,6-05-555,,,100,,,,,,,100,,,,,,,,100,,,,,,,75,,,,,,,,,,,,,,,,,,,,17.68,,,,,,,363600,,,
