Soil_Z,Year,Species,Cluster,Mortality_pct,Age,TEC_MgCkmyr,TEC_MgCkm,Biom_MgCkmyr,Biom_MgCkm,DOM_MgCkmyr,DOM_MgCkm,Stems,km_per_ha,Stems_tosum1ha
BLK_,2016,Hybrid poplar,BLK_1,0,1,,170.280304,,0,,170.280304,356,23.64490768,11822.45384
BLK_,2016,Hybrid poplar,BLK_2,0,1,,170.280304,,0,,170.280304,356,23.64490768,11822.45384
BLK_,2016,Hybrid poplar,BLK_3,0,1,,170.280304,,0,,170.280304,356,23.64490768,11822.45384
BLK_,2016,Hybrid poplar,BLK_4,0,1,,150.3576965,,0,,150.3576965,356,23.64490768,11822.45384
BLK_,2016,Hybrid poplar,BLK_5,0,1,,95.28058624,,0,,95.28058624,356,23.64490768,11822.45384
BLK_,2016,Hybrid poplar,BLK_6,0,1,,95.28058624,,0,,95.28058624,356,23.64490768,11822.45384
BRN_,2016,Hybrid poplar,BRN_1,0,1,,115.0951996,,0,,115.0951996,356,23.64490768,11822.45384
BRN_,2016,Hybrid poplar,BRN_2,0,1,,115.0951996,,0,,115.0951996,356,23.64490768,11822.45384
BRN_,2016,Hybrid poplar,BRN_3,0,1,,115.0951996,,0,,115.0951996,356,23.64490768,11822.45384
BRN_,2016,Hybrid poplar,BRN_4,0,1,,139.2429962,,0,,139.2429962,356,23.64490768,11822.45384
BRN_,2016,Hybrid poplar,BRN_5,0,1,,139.2429962,,0,,139.2429962,356,23.64490768,11822.45384
BRN_,2016,Hybrid poplar,BRN_6,0,1,,139.2429962,,0,,139.2429962,356,23.64490768,11822.45384
BRN_,2016,Hybrid poplar,BRN_7,0,1,,101.6483002,,0,,101.6483002,356,23.64490768,11822.45384
BRN_,2016,Hybrid poplar,BRN_8,0,1,,101.6483002,,0,,101.6483002,356,23.64490768,11822.45384
D_BR,2016,Hybrid poplar,D_BRN_1,0,1,,101.6483002,,0,,101.6483002,356,23.64490768,11822.45384
D_BR,2016,Hybrid poplar,D_BRN_2,0,1,,147.127594,,0,,147.127594,356,23.64490768,11822.45384
D_BR,2016,Hybrid poplar,D_BRN_3,0,1,,147.127594,,0,,147.127594,356,23.64490768,11822.45384
D_BR,2016,Hybrid poplar,D_BRN_4,0,1,,147.127594,,0,,147.127594,356,23.64490768,11822.45384
D_BR,2016,Hybrid poplar,D_BRN_5,0,1,,147.6880951,,0,,147.6880951,356,23.64490768,11822.45384
D_BR,2016,Hybrid poplar,D_BRN_6,0,1,,147.6880951,,0,,147.6880951,356,23.64490768,11822.45384
D_BR,2016,Hybrid poplar,D_BRN_7,0,1,,147.6880951,,0,,147.6880951,356,23.64490768,11822.45384
D_GR,2016,Hybrid poplar,D_GRAY_1,0,1,,179.3063049,,0,,179.3063049,356,23.64490768,11822.45384
D_GR,2016,Hybrid poplar,D_GRAY_2,0,1,,179.3063049,,0,,179.3063049,356,23.64490768,11822.45384
D_GR,2016,Hybrid poplar,D_GRAY_3,0,1,,179.3063049,,0,,179.3063049,356,23.64490768,11822.45384
D_GR,2016,Hybrid poplar,D_GRAY_4,0,1,,159.6929016,,0,,159.6929016,356,23.64490768,11822.45384
GRAY,2016,Hybrid poplar,GRAY_1,0,1,,159.6929016,,0,,159.6929016,356,23.64490768,11822.45384
GRAY,2016,Hybrid poplar,GRAY_2,0,1,,159.6929016,,0,,159.6929016,356,23.64490768,11822.45384
GRAY,2016,Hybrid poplar,GRAY_3,0,1,,87.44995117,,0,,87.44995117,356,23.64490768,11822.45384
GRAY,2016,Hybrid poplar,GRAY_4,0,1,,87.44995117,,0,,87.44995117,356,23.64490768,11822.45384
GRAY,2016,Hybrid poplar,GRAY_5,0,1,,87.44995117,,0,,87.44995117,356,23.64490768,11822.45384
GRAY,2016,Hybrid poplar,GRAY_6,0,1,,150.3576965,,0,,150.3576965,356,23.64490768,11822.45384
BLK_,2016,Hybrid poplar,BLK_1,15,1,,170.280304,,0,,170.280304,303,27.81753845,13908.76922
BLK_,2016,Hybrid poplar,BLK_2,15,1,,170.280304,,0,,170.280304,303,27.81753845,13908.76922
BLK_,2016,Hybrid poplar,BLK_3,15,1,,170.280304,,0,,170.280304,303,27.81753845,13908.76922
BLK_,2016,Hybrid poplar,BLK_4,15,1,,150.3576965,,0,,150.3576965,303,27.81753845,13908.76922
BLK_,2016,Hybrid poplar,BLK_5,15,1,,95.28058624,,0,,95.28058624,303,27.81753845,13908.76922
BLK_,2016,Hybrid poplar,BLK_6,15,1,,95.28058624,,0,,95.28058624,303,27.81753845,13908.76922
BRN_,2016,Hybrid poplar,BRN_1,15,1,,115.0951996,,0,,115.0951996,303,27.81753845,13908.76922
BRN_,2016,Hybrid poplar,BRN_2,15,1,,115.0951996,,0,,115.0951996,303,27.81753845,13908.76922
BRN_,2016,Hybrid poplar,BRN_3,15,1,,115.0951996,,0,,115.0951996,303,27.81753845,13908.76922
BRN_,2016,Hybrid poplar,BRN_4,15,1,,139.2429962,,0,,139.2429962,303,27.81753845,13908.76922
BRN_,2016,Hybrid poplar,BRN_5,15,1,,139.2429962,,0,,139.2429962,303,27.81753845,13908.76922
BRN_,2016,Hybrid poplar,BRN_6,15,1,,139.2429962,,0,,139.2429962,303,27.81753845,13908.76922
BRN_,2016,Hybrid poplar,BRN_7,15,1,,101.6483002,,0,,101.6483002,303,27.81753845,13908.76922
BRN_,2016,Hybrid poplar,BRN_8,15,1,,101.6483002,,0,,101.6483002,303,27.81753845,13908.76922
D_BR,2016,Hybrid poplar,D_BRN_1,15,1,,101.6483002,,0,,101.6483002,303,27.81753845,13908.76922
D_BR,2016,Hybrid poplar,D_BRN_2,15,1,,147.127594,,0,,147.127594,303,27.81753845,13908.76922
D_BR,2016,Hybrid poplar,D_BRN_3,15,1,,147.127594,,0,,147.127594,303,27.81753845,13908.76922
D_BR,2016,Hybrid poplar,D_BRN_4,15,1,,147.127594,,0,,147.127594,303,27.81753845,13908.76922
D_BR,2016,Hybrid poplar,D_BRN_5,15,1,,147.6880951,,0,,147.6880951,303,27.81753845,13908.76922
D_BR,2016,Hybrid poplar,D_BRN_6,15,1,,147.6880951,,0,,147.6880951,303,27.81753845,13908.76922
D_BR,2016,Hybrid poplar,D_BRN_7,15,1,,147.6880951,,0,,147.6880951,303,27.81753845,13908.76922
D_GR,2016,Hybrid poplar,D_GRAY_1,15,1,,179.3063049,,0,,179.3063049,303,27.81753845,13908.76922
D_GR,2016,Hybrid poplar,D_GRAY_2,15,1,,179.3063049,,0,,179.3063049,303,27.81753845,13908.76922
D_GR,2016,Hybrid poplar,D_GRAY_3,15,1,,179.3063049,,0,,179.3063049,303,27.81753845,13908.76922
D_GR,2016,Hybrid poplar,D_GRAY_4,15,1,,159.6929016,,0,,159.6929016,303,27.81753845,13908.76922
GRAY,2016,Hybrid poplar,GRAY_1,15,1,,159.6929016,,0,,159.6929016,303,27.81753845,13908.76922
GRAY,2016,Hybrid poplar,GRAY_2,15,1,,159.6929016,,0,,159.6929016,303,27.81753845,13908.76922
GRAY,2016,Hybrid poplar,GRAY_3,15,1,,87.44995117,,0,,87.44995117,303,27.81753845,13908.76922
GRAY,2016,Hybrid poplar,GRAY_4,15,1,,87.44995117,,0,,87.44995117,303,27.81753845,13908.76922
GRAY,2016,Hybrid poplar,GRAY_5,15,1,,87.44995117,,0,,87.44995117,303,27.81753845,13908.76922
GRAY,2016,Hybrid poplar,GRAY_6,15,1,,150.3576965,,0,,150.3576965,303,27.81753845,13908.76922
BLK_,2016,Hybrid poplar,BLK_1,30,1,,170.280304,,0,,170.280304,249,33.77843954,16889.21977
BLK_,2016,Hybrid poplar,BLK_2,30,1,,170.280304,,0,,170.280304,249,33.77843954,16889.21977
BLK_,2016,Hybrid poplar,BLK_3,30,1,,170.280304,,0,,170.280304,249,33.77843954,16889.21977
BLK_,2016,Hybrid poplar,BLK_4,30,1,,150.3576965,,0,,150.3576965,249,33.77843954,16889.21977
BLK_,2016,Hybrid poplar,BLK_5,30,1,,95.28058624,,0,,95.28058624,249,33.77843954,16889.21977
BLK_,2016,Hybrid poplar,BLK_6,30,1,,95.28058624,,0,,95.28058624,249,33.77843954,16889.21977
BRN_,2016,Hybrid poplar,BRN_1,30,1,,115.0951996,,0,,115.0951996,249,33.77843954,16889.21977
BRN_,2016,Hybrid poplar,BRN_2,30,1,,115.0951996,,0,,115.0951996,249,33.77843954,16889.21977
BRN_,2016,Hybrid poplar,BRN_3,30,1,,115.0951996,,0,,115.0951996,249,33.77843954,16889.21977
BRN_,2016,Hybrid poplar,BRN_4,30,1,,139.2429962,,0,,139.2429962,249,33.77843954,16889.21977
