PR,CARUID,PRSAD,YEAR,CROP,SEEDED,ESEED,HARV,EHARV,PERHARV,YIELD,YLDLBS,EYIELD,PRODN,PRDLBS,EPRODN,NYIELD,NYLDLBS,NEYIELD,PPYIELD,
46,4611,4611,1989,Mustard seed,900,400,900,400,1,-99,688,800,-99,619,300,-99,688,750.00,-0.0625,
46,4611,4611,1989,Oats,31000,12500,29800,12100,0.961290323,53.1,-99,2000,1583,-99,24400,53,-99,2016.53,0.008264463,
46,4611,4611,1989,"Peas, dry",1800,700,1800,700,1,23.3,-99,1600,41,-99,1100,23,-99,1571.43,-0.017857143,
46,4611,4611,1989,"Rye, all",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4611,4611,1989,"Rye, fall remaining",600,200,600,200,1,23.3,-99,2000,14,-99,400,23,-99,2000.00,0,
46,4611,4611,1989,"Rye, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4611,4611,1989,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4611,4611,1989,Summerfallow,36000,15400,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4611,4611,1989,Sunflower seed,1800,700,1800,700,1,-99,1561,1900,-99,2810,1300,-99,1561,1857.14,-0.022556391,
46,4611,4611,1989,Triticale,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4611,4611,1989,"Wheat, all",247200,100100,246000,99600,0.995145631,33.3,-99,2200,8181,-99,222700,33,-99,2235.94,0.01633808,
46,4611,4611,1989,"Wheat, durum",2000,800,2000,800,1,34,-99,2400,68,-99,1900,34,-99,2375.00,-0.010416667,
46,4611,4611,1989,"Wheat, spring",244000,98700,244000,98700,1,33.3,-99,2200,8113,-99,220800,33,-99,2237.08,0.016855485,
46,4611,4611,1989,"Wheat, winter remaining",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4612,4612,1989,Barley,66200,26800,61000,24700,0.921450151,45,-99,2400,2743,-99,59700,45,-99,2417.00,0.00708502,
46,4612,4612,1989,Canary seed,6200,2500,6200,2500,1,-99,1203,1400,-99,7471,3400,-99,1205,1360.00,-0.028571429,
46,4612,4612,1989,Canola,38000,15400,38000,15400,1,18.9,-99,1100,717,-99,16300,19,-99,1058.44,-0.037780401,
46,4612,4612,1989,Chick peas,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4612,4612,1989,Flaxseed,19000,7700,19000,7700,1,15.5,-99,1000,294,-99,7500,15,-99,974.03,-0.025974026,
46,4612,4612,1989,Lentils,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4612,4612,1989,Mustard seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4612,4612,1989,Oats,41000,16600,26900,10900,0.656097561,51.9,-99,2000,1397,-99,21500,52,-99,1972.48,-0.013761468,
46,4612,4612,1989,"Peas, dry",700,300,700,300,1,27.9,-99,1700,20,-99,500,29,-99,1666.67,-0.019607843,
46,4612,4612,1989,"Rye, all",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4612,4612,1989,"Rye, fall remaining",400,200,400,200,1,32.5,-99,1500,13,-99,300,33,-99,1500.00,0,
46,4612,4612,1989,"Rye, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4612,4612,1989,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4612,4612,1989,Summerfallow,67000,28600,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4612,4612,1989,Sunflower seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4612,4612,1989,Triticale,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4612,4612,1989,"Wheat, all",146700,59400,146000,59100,0.995228357,32.2,-99,2200,4702,-99,128000,32,-99,2165.82,-0.015536071,
46,4612,4612,1989,"Wheat, durum",1000,400,1000,400,1,35,-99,2500,35,-99,1000,35,-99,2500.00,0,
46,4612,4612,1989,"Wheat, spring",144000,58300,144000,58300,1,32.2,-99,2200,4633,-99,126100,32,-99,2162.95,-0.016840792,
46,4612,4612,1989,"Wheat, winter remaining",1000,400,1000,400,1,34,-99,2300,34,-99,900,34,-99,2250.00,-0.02173913,
46,all,all,1989,Barley,1680000,679900,1600000,647500,0.952380952,44.4,-99,2400,71000,-99,1545800,44,-99,2387.34,-0.005276705,
46,all,all,1989,Canary seed,35000,14200,35000,14200,1,-99,1271,1400,-99,44500,20200,-99,1271,1422.54,0.016096579,
46,all,all,1989,Canola,1100000,445200,1100000,445200,1,15.5,-99,900,17000,-99,385600,15,-99,866.13,-0.037636019,
46,all,all,1989,Chick peas,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,all,all,1989,Flaxseed,690000,279200,690000,279200,1,12.5,-99,800,8600,-99,218500,12,-99,782.59,-0.021758596,
46,all,all,1989,Lentils,30000,12100,30000,12100,1,-99,1100,1200,-99,33000,15000,-99,1100,1239.67,0.033057851,
46,all,all,1989,Mustard seed,24000,9700,24000,9700,1,-99,679,800,-99,16300,7400,-99,679,762.89,-0.046391753,
46,all,all,1989,Oats,600000,242800,480000,194200,0.8,44.6,-99,1700,21400,-99,330000,45,-99,1699.28,-0.000424063,
46,all,all,1989,"Peas, dry",115000,46500,115000,46500,1,22.6,-99,1500,2600,-99,70800,23,-99,1522.58,0.015053763,
46,all,all,1989,"Rye, all",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,all,all,1989,"Rye, fall remaining",230000,93100,230000,93100,1,33.9,-99,2100,7800,-99,198100,34,-99,2127.82,0.013247404,
46,all,all,1989,"Rye, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,all,all,1989,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,all,all,1989,Summerfallow,900000,384000,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,all,all,1989,Sunflower seed,115000,46500,115000,46500,1,-99,1209,1400,-99,139000,63000,-99,1209,1354.84,-0.032258065,
46,all,all,1989,Triticale,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,all,all,1989,"Wheat, all",5300000,2144800,5275000,2134700,0.995283019,29.1,-99,2000,153300,-99,4172200,29,-99,1954.47,-0.022766665,
46,all,all,1989,"Wheat, durum",350000,141600,350000,141600,1,24.6,-99,1700,8600,-99,234100,25,-99,1653.25,-0.027500831,
46,all,all,1989,"Wheat, spring",4900000,1983000,4900000,1983000,1,29.4,-99,2000,144000,-99,3919000,29,-99,1976.30,-0.011850731,
46,all,all,1989,"Wheat, winter remaining",25000,10100,25000,10100,1,28,-99,1900,700,-99,19100,28,-99,1891.09,-0.004689943,
46,4601,4601,1990,Barley,135400,54800,131600,53300,0.971935007,62.7,-99,3400,8254,-99,179700,63,-99,3371.48,-0.008387595,
46,4601,4601,1990,Canary seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4601,4601,1990,Canola,95400,38600,95400,38600,1,18.1,-99,1000,1725,-99,39100,18,-99,1012.95,0.012953368,
46,4601,4601,1990,Chick peas,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4601,4601,1990,Flaxseed,83200,33700,83200,33700,1,18.8,-99,1200,1567,-99,39800,19,-99,1181.01,-0.015825915,
46,4601,4601,1990,Lentils,2400,1000,2400,1000,1,-99,1333,1500,-99,3251,1500,-99,1355,1500.00,0,
46,4601,4601,1990,Mustard seed,7100,2900,7100,2900,1,-99,1217,1400,-99,8677,3900,-99,1222,1344.83,-0.039408867,
46,4601,4601,1990,Oats,36800,14900,26800,10800,0.72826087,60.3,-99,2300,1615,-99,24900,60,-99,2305.56,0.002415459,
46,4601,4601,1990,"Peas, dry",400,200,400,200,1,28.2,-99,1500,12,-99,300,30,-99,1500.00,0,
46,4601,4601,1990,"Rye, all",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4601,4601,1990,"Rye, fall remaining",36000,14600,36000,14600,1,35.3,-99,2200,1271,-99,32300,35,-99,2212.33,0.005603985,
46,4601,4601,1990,"Rye, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4601,4601,1990,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4601,4601,1990,Summerfallow,81000,32800,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4601,4601,1990,Sunflower seed,33700,13600,33700,13600,1,-99,1347,1500,-99,45407,20600,-99,1347,1514.71,0.009803922,
46,4601,4601,1990,Triticale,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4601,4601,1990,"Wheat, all",755200,305700,753800,305100,0.998146186,37.6,-99,2500,28366,-99,772000,38,-99,2530.32,0.012127171,
46,4601,4601,1990,"Wheat, durum",92300,37400,92300,37400,1,37.2,-99,2500,3431,-99,93400,37,-99,2497.33,-0.001069519,
46,4601,4601,1990,"Wheat, spring",655400,265200,655400,265200,1,37.8,-99,2500,24748,-99,673600,38,-99,2539.97,0.015987934,
46,4601,4601,1990,"Wheat, winter remaining",6100,2500,6100,2500,1,30.7,-99,2100,187,-99,5100,31,-99,2040.00,-0.028571429,
46,4602,4602,1990,Barley,227700,92100,222600,90100,0.977602108,62.3,-99,3400,13875,-99,302100,62,-99,3352.94,-0.01384083,
46,4602,4602,1990,Canary seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4602,4602,1990,Canola,60100,24300,60100,24300,1,23.2,-99,1300,1393,-99,31600,23,-99,1300.41,0.000316556,
46,4602,4602,1990,Chick peas,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4602,4602,1990,Flaxseed,46100,18700,46100,18700,1,19.8,-99,1200,912,-99,23200,20,-99,1240.64,0.033868093,
46,4602,4602,1990,Lentils,4400,1800,4400,1800,1,-99,1227,1400,-99,5430,2500,-99,1234,1388.89,-0.007936508,
46,4602,4602,1990,Mustard seed,7000,2800,7000,2800,1,-99,893,1000,-99,6287,2900,-99,898,1035.71,0.035714286,
46,4602,4602,1990,Oats,68100,27600,55300,22400,0.812041116,62.6,-99,2400,3462,-99,53400,63,-99,2383.93,-0.006696429,
46,4602,4602,1990,"Peas, dry",6700,2700,6700,2700,1,27,-99,1800,182,-99,5000,27,-99,1851.85,0.028806584,
46,4602,4602,1990,"Rye, all",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4602,4602,1990,"Rye, fall remaining",46900,19000,46900,19000,1,31.5,-99,2000,1478,-99,37500,32,-99,1973.68,-0.013157895,
46,4602,4602,1990,"Rye, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4602,4602,1990,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4602,4602,1990,Summerfallow,99000,40100,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4602,4602,1990,Sunflower seed,10300,4200,10300,4200,1,-99,1705,1900,-99,17556,8000,-99,1704,1904.76,0.002506266,
46,4602,4602,1990,Triticale,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4602,4602,1990,"Wheat, all",677700,274300,676500,273800,0.998229305,39.3,-99,2600,26557,-99,722800,39,-99,2639.88,0.015339664,
46,4602,4602,1990,"Wheat, durum",76800,31100,76800,31100,1,40.3,-99,2700,3092,-99,84200,40,-99,2707.40,0.002739073,
46,4602,4602,1990,"Wheat, spring",587800,237900,587800,237900,1,39.2,-99,2600,23056,-99,627600,39,-99,2638.08,0.014647395,
46,4602,4602,1990,"Wheat, winter remaining",11900,4800,11900,4800,1,34.3,-99,2300,408,-99,11100,34,-99,2312.50,0.005434783,
46,4603,4603,1990,Barley,235500,95300,223500,90400,0.949044586,62.1,-99,3300,13873,-99,302000,62,-99,3340.71,0.012335747,
46,4603,4603,1990,Canary seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4603,4603,1990,Canola,120500,48800,120500,48800,1,26.7,-99,1500,3217,-99,73000,27,-99,1495.90,-0.00273224,
46,4603,4603,1990,Chick peas,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4603,4603,1990,Flaxseed,47700,19300,47700,19300,1,24.8,-99,1600,1182,-99,30000,25,-99,1554.40,-0.028497409,
46,4603,4603,1990,Lentils,2500,1000,2500,1000,1,-99,1516,1700,-99,3834,1700,-99,1534,1700.00,0,
46,4603,4603,1990,Mustard seed,3700,1500,3700,1500,1,-99,1391,1500,-99,5143,2300,-99,1390,1533.33,0.022222222,
46,4603,4603,1990,Oats,45100,18300,34300,13900,0.760532151,64,-99,2400,2196,-99,33900,64,-99,2438.85,0.01618705,
46,4603,4603,1990,"Peas, dry",3200,1300,3200,1300,1,33.1,-99,2200,106,-99,2900,33,-99,2230.77,0.013986014,
46,4603,4603,1990,"Rye, all",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4603,4603,1990,"Rye, fall remaining",10600,4300,10600,4300,1,34.9,-99,2200,370,-99,9400,35,-99,2186.05,-0.006342495,
46,4603,4603,1990,"Rye, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4603,4603,1990,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4603,4603,1990,Summerfallow,196000,79300,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4603,4603,1990,Sunflower seed,400,200,400,200,1,-99,1744,1500,-99,698,300,-99,1745,1500.00,0,
46,4603,4603,1990,Triticale,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4603,4603,1990,"Wheat, all",598500,242200,597400,241800,0.998162072,40.3,-99,2700,24056,-99,654700,40,-99,2707.61,0.002818368,
46,4603,4603,1990,"Wheat, durum",43900,17800,43900,17800,1,43,-99,2900,1889,-99,51400,43,-99,2887.64,-0.004261914,
46,4603,4603,1990,"Wheat, spring",548400,221900,548400,221900,1,40.1,-99,2700,21998,-99,598800,40,-99,2698.51,-0.000550799,
46,4603,4603,1990,"Wheat, winter remaining",5100,2100,5100,2100,1,33.1,-99,2200,169,-99,4600,33,-99,2190.48,-0.004329004,
46,4604,4604,1990,Barley,60800,24600,60000,24300,0.986842105,58.6,-99,3200,3516,-99,76600,59,-99,3152.26,-0.014917695,
46,4604,4604,1990,Canary seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4604,4604,1990,Canola,68200,27600,68200,27600,1,25.7,-99,1400,1754,-99,39800,26,-99,1442.03,0.030020704,
46,4604,4604,1990,Chick peas,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4604,4604,1990,Flaxseed,9100,3700,9100,3700,1,21.6,-99,1400,197,-99,5000,22,-99,1351.35,-0.034749035,
46,4604,4604,1990,Lentils,4100,1600,4100,1600,1,-99,1558,1800,-99,6330,2900,-99,1544,1812.50,0.006944444,
46,4604,4604,1990,Mustard seed,1800,700,1800,700,1,-99,1274,1400,-99,2242,1000,-99,1246,1428.57,0.020408163,
46,4604,4604,1990,Oats,20200,8200,16700,6800,0.826732673,62,-99,2400,1035,-99,16000,62,-99,2352.94,-0.019607843,
46,4604,4604,1990,"Peas, dry",1000,400,1000,400,1,49.1,-99,3300,47,-99,1300,47,-99,3250.00,-0.015151515,
46,4604,4604,1990,"Rye, all",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4604,4604,1990,"Rye, fall remaining",3800,1500,3800,1500,1,36.3,-99,2300,138,-99,3500,36,-99,2333.33,0.014492754,
46,4604,4604,1990,"Rye, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4604,4604,1990,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4604,4604,1990,Summerfallow,92000,37200,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4604,4604,1990,Sunflower seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4604,4604,1990,Triticale,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4604,4604,1990,"Wheat, all",261100,105700,260600,105500,0.998085025,40,-99,2700,10419,-99,283600,40,-99,2688.15,-0.004388275,
46,4604,4604,1990,"Wheat, durum",10100,4100,10100,4100,1,40.2,-99,2700,406,-99,11000,40,-99,2682.93,-0.006323397,
46,4604,4604,1990,"Wheat, spring",249400,100900,249400,100900,1,40,-99,2700,9976,-99,271500,40,-99,2690.78,-0.003413721,
46,4604,4604,1990,"Wheat, winter remaining",1100,400,1100,400,1,33.6,-99,2500,37,-99,1000,34,-99,2500.00,0,
46,4605,4605,1990,Barley,74600,30200,70600,28600,0.946380697,55.5,-99,3000,3918,-99,85300,55,-99,2982.52,-0.005827506,
46,4605,4605,1990,Canary seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4605,4605,1990,Canola,52400,21200,52400,21200,1,22.5,-99,1300,1182,-99,26800,23,-99,1264.15,-0.027576197,
46,4605,4605,1990,Chick peas,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4605,4605,1990,Flaxseed,23200,9400,23200,9400,1,19.4,-99,1200,449,-99,11400,19,-99,1212.77,0.010638298,
46,4605,4605,1990,Lentils,500,200,500,200,1,-99,1407,1500,-99,703,300,-99,1406,1500.00,0,
46,4605,4605,1990,Mustard seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4605,4605,1990,Oats,25800,10400,21800,8800,0.84496124,54.7,-99,2100,1192,-99,18400,55,-99,2090.91,-0.004329004,
46,4605,4605,1990,"Peas, dry",900,400,900,400,1,42.7,-99,2500,37,-99,1000,41,-99,2500.00,0,
46,4605,4605,1990,"Rye, all",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4605,4605,1990,"Rye, fall remaining",2300,900,2300,900,1,34.6,-99,2200,80,-99,2000,35,-99,2222.22,0.01010101,
46,4605,4605,1990,"Rye, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4605,4605,1990,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4605,4605,1990,Summerfallow,63000,25500,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4605,4605,1990,Sunflower seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4605,4605,1990,Triticale,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4605,4605,1990,"Wheat, all",236500,95700,236100,95500,0.998308668,38.8,-99,2600,9161,-99,249300,39,-99,2610.47,0.004027386,
46,4605,4605,1990,"Wheat, durum",2700,1100,2700,1100,1,41.8,-99,2800,113,-99,3100,42,-99,2818.18,0.006493506,
46,4605,4605,1990,"Wheat, spring",230300,93200,230300,93200,1,38.8,-99,2600,8942,-99,243300,39,-99,2610.52,0.004044239,
46,4605,4605,1990,"Wheat, winter remaining",3100,1300,3100,1300,1,34.5,-99,2200,107,-99,2900,35,-99,2230.77,0.013986014,
46,4606,4606,1990,Barley,87300,35300,84200,34100,0.964490263,57.8,-99,3100,4869,-99,106000,58,-99,3108.50,0.002743354,
46,4606,4606,1990,Canary seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4606,4606,1990,Canola,94100,38100,94100,38100,1,24.1,-99,1400,2268,-99,51400,24,-99,1349.08,-0.036370454,
46,4606,4606,1990,Chick peas,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4606,4606,1990,Flaxseed,59400,24000,59400,24000,1,20.2,-99,1300,1199,-99,30500,20,-99,1270.83,-0.022435897,
46,4606,4606,1990,Lentils,3000,1200,3000,1200,1,-99,1046,1200,-99,3116,1400,-99,1039,1166.67,-0.027777778,
46,4606,4606,1990,Mustard seed,900,400,900,400,1,-99,1632,1800,-99,1436,700,-99,1596,1750.00,-0.027777778,
46,4606,4606,1990,Oats,58000,23500,43500,17600,0.75,52.4,-99,2000,2281,-99,35200,52,-99,2000.00,0,
46,4606,4606,1990,"Peas, dry",7300,3000,7300,3000,1,39,-99,2600,286,-99,7800,39,-99,2600.00,0,
46,4606,4606,1990,"Rye, all",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4606,4606,1990,"Rye, fall remaining",2500,1000,2500,1000,1,41.4,-99,2600,103,-99,2600,41,-99,2600.00,0,
46,4606,4606,1990,"Rye, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4606,4606,1990,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4606,4606,1990,Summerfallow,89000,36000,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4606,4606,1990,Sunflower seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4606,4606,1990,Triticale,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4606,4606,1990,"Wheat, all",344900,139600,344300,139300,0.998260365,37.4,-99,2500,12879,-99,350500,37,-99,2516.15,0.006460876,
46,4606,4606,1990,"Wheat, durum",11000,4500,11000,4500,1,41.2,-99,2800,453,-99,12300,41,-99,2733.33,-0.023809524,
46,4606,4606,1990,"Wheat, spring",333300,134900,333300,134900,1,37.3,-99,2500,12426,-99,338200,37,-99,2507.04,0.002816901,
46,4606,4606,1990,"Wheat, winter remaining",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4607,4607,1990,Barley,210000,85000,193500,78300,0.921428571,60,-99,3200,11608,-99,252700,60,-99,3227.33,0.008540868,
46,4607,4607,1990,Canary seed,10000,4000,10000,4000,1,-99,1455,1600,-99,14549,6600,-99,1455,1650.00,0.03125,
46,4607,4607,1990,Canola,143600,58100,143600,58100,1,25.3,-99,1400,3638,-99,82500,25,-99,1419.97,0.014261126,
46,4607,4607,1990,Chick peas,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4607,4607,1990,Flaxseed,141200,57100,141200,57100,1,21.3,-99,1300,3003,-99,76300,21,-99,1336.25,0.027886299,
46,4607,4607,1990,Lentils,12100,4900,12100,4900,1,-99,1636,1800,-99,19795,9000,-99,1636,1836.73,0.020408163,
46,4607,4607,1990,Mustard seed,1400,600,1400,600,1,-99,1132,1200,-99,1594,700,-99,1139,1166.67,-0.027777778,
46,4607,4607,1990,Oats,78100,31600,62000,25100,0.793854033,57.1,-99,2200,3542,-99,54600,57,-99,2175.30,-0.011227816,
46,4607,4607,1990,"Peas, dry",12900,5200,12900,5200,1,36.4,-99,2400,470,-99,12800,36,-99,2461.54,0.025641026,
46,4607,4607,1990,"Rye, all",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4607,4607,1990,"Rye, fall remaining",59300,24000,59300,24000,1,35.2,-99,2200,2086,-99,53000,35,-99,2208.33,0.003787879,
46,4607,4607,1990,"Rye, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4607,4607,1990,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4607,4607,1990,Summerfallow,51000,20600,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4607,4607,1990,Sunflower seed,31300,12700,31300,12700,1,-99,1938,2200,-99,60681,27600,-99,1939,2173.23,-0.012168933,
46,4607,4607,1990,Triticale,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4607,4607,1990,"Wheat, all",731400,296000,730100,295500,0.998222587,41.6,-99,2800,30390,-99,827100,42,-99,2798.98,-0.000362582,
46,4607,4607,1990,"Wheat, durum",11000,4500,11000,4500,1,50.8,-99,3400,559,-99,15200,51,-99,3377.78,-0.006535948,
46,4607,4607,1990,"Wheat, spring",718000,290600,718000,290600,1,41.5,-99,2800,29794,-99,811000,41,-99,2790.78,-0.003293678,
46,4607,4607,1990,"Wheat, winter remaining",1100,400,1100,400,1,33.6,-99,2500,37,-99,1000,34,-99,2500.00,0,
46,4608,4608,1990,Barley,247300,100100,243000,98300,0.982612212,63.5,-99,3400,15435,-99,336100,64,-99,3419.13,0.005625037,
46,4608,4608,1990,Canary seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4608,4608,1990,Canola,122200,49500,122200,49500,1,22.3,-99,1300,2727,-99,61800,22,-99,1248.48,-0.03962704,
46,4608,4608,1990,Chick peas,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4608,4608,1990,Flaxseed,160000,64800,160000,64800,1,21.1,-99,1300,3370,-99,85600,21,-99,1320.99,0.016144349,
46,4608,4608,1990,Lentils,21900,8800,21900,8800,1,-99,1700,1900,-99,37144,16700,-99,1696,1897.73,-0.001196172,
46,4608,4608,1990,Mustard seed,1800,700,1800,700,1,-99,1175,1400,-99,2172,1000,-99,1207,1428.57,0.020408163,
46,4608,4608,1990,Oats,34000,13800,29300,11900,0.861764706,71.1,-99,2700,2084,-99,32100,71,-99,2697.48,-0.000933707,
46,4608,4608,1990,"Peas, dry",49700,20100,49700,20100,1,25.9,-99,1700,1288,-99,35100,26,-99,1746.27,0.027216857,
46,4608,4608,1990,"Rye, all",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4608,4608,1990,"Rye, fall remaining",14600,5900,14600,5900,1,38.2,-99,2400,558,-99,14200,38,-99,2406.78,0.002824859,
46,4608,4608,1990,"Rye, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
46,4608,4608,1990,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.00,-99,
