Species,Hardiness Zone,Mortality_pct,Age,DBH_cm min,DBH_cm max,DBH_cm mean weighted by area,Roots_kgCperTree min,Roots_kgCperTree max,Roots_kgCperTree mean weighted by area,Fineroots_kgCperTree min,Fineroots_kgCperTree max,Fineroots_kgCperTree mean weighted by area
Hybrid Poplar,2A,0,34,43.587886810302698847863211994991,45.330738067627002862991503207013,44.610053254957797719271184178069,61.612715637464603446460387203842,65.584504830135202269048022571951,64.166037330137314143030380364507,27.725722036859000496633598231710,29.513027173560800520135671831667,28.874716798561745889628582517616
Hybrid Poplar,2A,0,35,44.296279907226598027136788005009,46.073497772216697399016993585974,45.339385302477445804925082484260,63.671757885354097084018576424569,67.772442010771698051030398346484,66.312650711417845172945817466825,28.652291048409299634158742264844,30.497598904847301071185938781127,29.840692820138041696509390021674
Hybrid Poplar,2A,0,36,45.120727539062500000000000000000,46.908138275146498585854715202004,46.170295920487234297979739494622,66.452799960637705112276307772845,70.522479486064895581876044161618,69.087670415518601885196403600276,29.903759982287098750930454116315,31.735115768729301066741754766554,31.089451686983473166492331074551
Hybrid Poplar,2A,0,37,45.800655364990198847863211994991,47.627605438232400558717927196994,46.874177419851257297978008864447,68.401349158966596064601617399603,72.689030119094596216200443450361,71.174789591017429302155505865812,30.780607121534998782408365514129,32.710063553592597429542365716770,32.028655315957863081166578922421
Hybrid Poplar,2A,0,38,46.471591949462897730427357601002,48.410053253173799703290569595993,47.610165641350562282241298817098,70.197696845645197072371956892312,75.084803611130794820383016485721,73.327658259411947483386029489338,31.588963580540401210328127490357,33.788161625008797273039817810059,32.997446216735383472951070871204
Hybrid Poplar,2A,0,39,47.221778869628899144572642398998,49.178737640380902007564145606011,48.371359211898671048857067944482,72.555524047307798696238023694605,77.191679274790203635348007082939,75.550987396869771828278317116201,32.649985821288403542439482407644,34.736255673655598741333960788324,33.997944328591380269699584459886
Hybrid Poplar,2A,0,40,47.843051910400397730427357601002,49.924377441406299737991503207013,49.066375304271943491585261654109,74.320644098227603535633534193039,79.470510541897994016835582442582,77.629843253882214071381895337254,33.444289844202401695838489104062,35.761729743854196783559018513188,34.933429464247041096314205788076
Hybrid Poplar,2A,0,41,48.473171234130902007564145606011,50.605060577392599441282072803006,49.726886704668643801596772391349,76.078309589370704202337947208434,81.296960822115295286494074389338,79.441639482264008620404638350010,34.235239315216801969654625281692,36.583632369951999407930998131633,35.748737767018887723224906949326
Hybrid Poplar,2A,0,42,49.142318725585901972863211994991,51.224479675292997171709430404007,50.368109107667919488449115306139,78.186160797981401060496864374727,82.702591340756796967070840764791,81.155672881404740337529801763594,35.183772359091598502800479764119,37.216166103340597715032345149666,36.520052796632128888631996233016
Hybrid Poplar,2A,0,43,49.771846771240198847863211994991,51.962162017822301152136788005009,51.061790115463494998948590364307,80.190641423147098976187407970428,85.147909461266493735820404253900,83.433308193252585738264315295964,36.085788640416197381455276627094,38.316559257569998919734644005075,37.544988686963719715095066931099
Hybrid Poplar,2A,0,44,50.429866790771498585854715202004,52.708992004394502828290569595993,51.772705289226706781846587546170,82.426130927122002844953385647386,87.732146639151196154671197291464,85.888436436262395545782055705786,37.091758917204799672617809846997,39.479465987617999189751571975648,38.649796396318016888926649698988
Hybrid Poplar,2A,0,45,51.060039520263700296709430404007,53.362068176269502828290569595993,52.416855256815757968524849275127,84.304920471128795611548412125558,89.536159257445405046382802538574,87.683536926094404861942166462541,37.937214212008001368303666822612,40.291271665850402428077359218150,39.457591616742547557805664837360
Hybrid Poplar,2A,0,46,51.673381805419900558717927196994,54.050674438476598027136788005009,53.074626030628330397576064569876,86.187897834523795381755917333066,91.805105416937806239729980006814,89.746650011164518900841358117759,38.784554025535797450174868572503,41.312297437622000018109247321263,40.385992505024042031891440274194
Hybrid Poplar,2A,0,47,52.144496917724602269572642398998,54.620517730712897730427357601002,53.604270771529094474772136891261,87.093730280013303968189575243741,93.231681670333301781283807940781,90.961850566172543608445266727358,39.192178626005997443826345261186,41.954256751650000012432428775355,40.932832754777656703026877949014
Hybrid Poplar,2A,0,48,52.673709869384801152136788005009,55.287631988525397730427357601002,54.214508187464247157549834810197,88.405068047576904177731194067746,95.414947221632104401578544639051,92.829387180147065805613237898797,39.782280621409597642923472449183,42.936726249734398663804313400760,41.773224231066137690504547208548
Hybrid Poplar,2A,0,49,53.222229003906299737991503207013,55.805107116699197433717927196994,54.745711988893589250437798909843,89.906012750544405776054190937430,96.478579055696997102131717838347,93.950894034715389580014743842185,40.457705737745001783878251444548,43.415360575063601800138712860644,42.277902315621936679690406890586
Hybrid Poplar,2A,0,50,53.859745025634801152136788005009,56.429862976074197433717927196994,55.375676372881891040833579609171,92.035060521170606762098032049835,98.267849776092205615896091330796,95.806903197276952255379001144320,41.415777234526800043568073306233,44.220532399241399446054856525734,43.113106438774607909181213472039
Hybrid Poplar,2A,0,51,54.497920989990198847863211994991,57.086215972900397730427357601002,56.025447387576370772421796573326,94.397108738626101853697036858648,100.767887998429003459932573605329,98.154653162263286958477692678571,42.478698932381902864108269568533,45.345549599293100584418425569311,44.169593923018446446349116740748
Hybrid Poplar,2A,0,52,55.095909118652301117435854393989,57.677822113037102269572642398998,56.620147963752053499320027185604,96.621356690092397911939769983292,102.749901513731998647926957346499,100.140451861563263946663937531412,43.479610510541597534484026255086,46.237455681179596922447672113776,45.063203337703527040503104217350
Hybrid Poplar,2A,0,53,55.569442749023401972863211994991,58.174617767333998585854715202004,57.108573087006924140496266772971,97.521366702829396899687708355486,103.860524770221005042003525886685,101.015074314073686423398612532765,43.884615016273201604235509876162,46.737236146599400399281876161695,45.456783441333087125713063869625
Hybrid Poplar,2A,0,54,56.026103973388700296709430404007,58.678916931152301117435854393989,57.593593454695444222579681081697,98.266773398037202014165814034641,104.880268779513997401409142185003,101.929794071303376767900772392750,44.220048029116803434135363204405,47.196120950781399017159856157377,45.868407332086562178119493182749
Hybrid Poplar,2A,0,55,56.608757019042997171709430404007,59.255367279052698847863211994991,58.172876097871643708003830397502,100.473949262849998831370612606406,106.803456285870993269782047718763,103.925277803965528278240526560694,45.213277168282601792270725127310,48.061555328641802020683826413006,46.766375011784468540554371429607
Hybrid Poplar,2A,0,56,57.143886566162102269572642398998,59.804710388183600855427357601002,58.716446791044546671400894410908,102.160857362452006213970889803022,108.507034357937996560394822154194,105.597641701577941830691997893155,45.972385813103500140641699545085,48.828165461072302377942833118141,47.518938765709989979768579360098
Hybrid Poplar,2A,0,57,57.713706970214801117435854393989,60.346668243408203125000000000000,59.270490436747202522838051663712,104.351146097620997466037806589156,110.552235571202999153683776967227,107.580670316863560742604022379965,46.958015743929401253353717038408,49.748506007041598309115215670317,48.411301642588540516953798942268
Hybrid Poplar,2A,0,58,58.279914855957002828290569595993,60.834499359130902007564145606011,59.791238973592292893499688943848,106.590554027707995032869803253561,111.990309980429998404360958375037,109.221753022301783175862510688603,47.965749312468702214573568198830,50.395639491193300329996418440714,49.149788860035890536437364062294
Hybrid Poplar,2A,0,59,58.776718139648401972863211994991,61.262851715087897730427357601002,60.248936505217336900841473834589,108.101570110568005134155100677162,113.024111261391993821234791539609,110.426973359850919109703681897372,48.645706549755800551793072372675,50.860850067626401482812070753425,49.692138011932897256883734371513
Hybrid Poplar,2A,0,60,59.264545440673799703290569595993,61.779670715332002828290569595993,60.754321406803718730316177243367,109.509611588214994526424561627209,114.824992335470994930801680311561,112.041280894611318785791809204966,49.279325214696797274882555939257,51.671246550962003141194145428017,50.418576402575162376251682871953
Hybrid Poplar,2A,15,1,0.475231230258941983457532387547,0.475231230258941983457532387547,0.475231230258942038968683618805,0.000359485438250001004736183807,0.000359485438250001004736183807,0.000359485438250001004736183807,0.000161768447212501013205906975,0.000161768447212501013205906975,0.000161768447212501040310961287
Hybrid Poplar,2A,15,2,1.110137939453130107025913275720,1.184909343719479979384345824656,1.155741004393794124638361608959,0.003579452278385509850916479380,0.003893215503388110058924365120,0.003768560151839569355436410092,0.001610753525273480018381588863,0.001751946976524639898800672633,0.001695852068327801396088738706
Hybrid Poplar,2A,15,3,2.213675975799560102785790149937,2.407292842864989790285790149937,2.331957950131184897912817177712,0.023666994897585801049810783070,0.026839331507875999194290272953,0.025549140932740854736948676873,0.010650147703913599717129301325,0.012077699178544199290485927634,0.011497113419733374570230743927
Hybrid Poplar,2A,15,4,3.585750341415410158418808350689,3.957320928573610174794339400250,3.811529618543477049286138935713,0.081399327556211195644486622314,0.095431799746156203978486587403,0.089630353408237772860900349770,0.036629697400295098408395944034,0.042944309885770297341434087457,0.040333659033707017216308088337
Hybrid Poplar,2A,15,5,5.243416309356690341303419700125,5.912993907928470349588678800501,5.647688549380704081670501182089,0.210027372967765996181199739112,0.260248323420819993589958585289,0.239336815532127628047831535696,0.094512317835494602524804008681,0.117111745539368997115481363380,0.107701566989457389600381986838
Hybrid Poplar,2A,15,6,7.172730445861819958963678800501,7.937542438507080078125000000000,7.639547664675039762016695021885,0.472056082453479020077935501831,0.567368950965367990768584149919,0.527906126668747144314863817272,0.212425237104064995596885978557,0.255316027934414990774314446753,0.237557757000935648727946158942
Hybrid Poplar,2A,15,7,9.028471946716310370106839400250,9.670684814453130329070518200751,9.430032007599475463166527333669,0.860955818855805965483796171611,0.990011674783395023702325943304,0.936934930118116682251638849266,0.387430118485112995330155172269,0.445505253652527022367735298758,0.421620718553152196150790587126
Hybrid Poplar,2A,15,8,11.221440315246599794818394002505,11.802478790283199572286321199499,11.593578546751514224411039322149,1.477479343024779900872545113089,1.649700372225350042398872574267,1.579447745441697525947688518499,0.664865704361151999002288448537,0.742365167501406020278409414459,0.710751485448763431485019737011
Hybrid Poplar,2A,15,9,13.593353271484399868995751603507,14.090411186218300798600466805510,13.862133501845272931518593395595,2.398147679265330012299273221288,2.589116124128190143949268531287,2.513607831110624246662155201193,1.079166455669390067839685798390,1.165102255857680013662047713296,1.131123523999774560522268984641
Hybrid Poplar,2A,15,10,15.606073379516599786143160599750,16.134250640869101545149533194490,15.919253731368590010220032127108,3.418705210100129843198146772920,3.628251932050889916325786543894,3.546373359112423795380664159893,1.538417344545059961546940030530,1.632713369422899907235091632174,1.595868011600590996579285274493
Hybrid Poplar,2A,15,11,17.565599441528298996217927196994,18.047748565673799703290569595993,17.857301857726039173712706542574,4.648847026334539833669623476453,4.815126220994059735858172643930,4.753297789317130650488252285868,2.091981161850549941760846195393,2.166806799447329900942804670194,2.138984005192712700704760209192
Hybrid Poplar,2A,15,12,19.531064987182599423931605997495,20.046543121337901283141036401503,19.851986702958402730700981919654,6.102479558077719801190141879488,6.311680190769079601409430324566,6.235308993447938874510327877942,2.746115801134980216602343716659,2.840256085846080136292357565253,2.805889047051570273083598294761
Hybrid Poplar,2A,15,13,21.395835876464801117435854393989,22.000408172607400558717927196994,21.792452017590111523759333067574,7.779387046058960031302831339417,8.098656155754760277432069415227,7.980170104097741301529822521843,3.500724170726519979268687166041,3.644395270089639815580540016526,3.591076546843980032974741334328
Hybrid Poplar,2A,15,14,23.138784408569300410363211994991,23.846195220947301152136788005009,23.591881679912550140443272539414,9.460809178657200391171500086784,9.888925551973139604911011701915,9.729037141826365697738765447866,4.257364130395740353662858979078,4.450016498387920016455154836876,4.378066713821867850242597342003
Hybrid Poplar,2A,15,15,24.651380538940401265790569595993,25.493194580078100131004248396493,25.177831758304371589929360197857,11.148669909024599533609034551773,11.765044277168099640107357117813,11.533100695646099964619679667521,5.016901459061100077008177322568,5.294269924725660381170655455207,5.189895313040761237743936362676
Hybrid Poplar,2A,15,16,26.262073516845699572286321199499,27.248708724975600148354715202004,26.867678516652567566325160441920,13.115902545828999947730153508019,13.964881318885099759086187987123,13.643621127695706007898479583673,5.902156145623060012894711690024,6.284196593498299954205776884919,6.139629507463073565531885833479
Hybrid Poplar,2A,15,17,27.757762908935500689722175593488,28.897579193115198847863211994991,28.449046266515622960469045210630,15.126452054402699687329914013389,16.287971707687098898986732820049,15.845406393035451841910798975732,6.806903424481229869513754238142,7.329587268459220261718201072654,7.130432876865975266866826132173
Hybrid Poplar,2A,15,18,29.121475219726601579850466805510,30.315429687500000000000000000000,29.840674097800029329619064810686,17.057270023897299182635833858512,18.333075658101698479640617733821,17.852875437807615099927716073580,7.675771510753779836022658855654,8.249884046145780303049832582474,8.033793947013437630744192574639
