Hardiness,Species,Mortality_pct,Age,TEC_MgCkmyr_min,TEC_MgCkmyr_max,TEC_MgCkmyr_wavg,TEC_MgCkm_min,TEC_MgCkm_max,TEC_MgCkm_wavg,Biom_MgCkmyr_min,Biom_MgCkmyr_max,Biom_MgCkmyr_wavg,Biom_MgCkm_min,Biom_MgCkm_max,Biom_MgCkm_wavg,DOM_MgCkmyr_min,DOM_MgCkmyr_max,DOM_MgCkmyr_wavg,DOM_MgCkm_min,DOM_MgCkm_max,DOM_MgCkm_wavg,Stems_min,Stems_max,Stems_wavg,km_per_ha_min,km_per_ha_max,km_per_ha_wavg,Stems_tosum1ha_min,Stems_tosum1ha_max,Stems_tosum1ha_wavg
2A,Caragana,15,6,-0.202392653,-0.108340032,-0.164842814,57.90473175,107.0632935,63.48866589,0.044441149,0.050303265,0.046441616,0.089162648,0.101844572,0.093464981,-0.246833801,-0.156744272,-0.211284429,57.81556702,106.9626999,63.39519926,448,448,448,4.81337036,4.81337036,4.81337036,2406.68518,2406.68518,2406.68518
2A,Caragana,15,7,-0.173719868,-0.078755721,-0.135647296,57.73101044,106.9650955,63.35301836,0.06748651,0.075779982,0.070332742,0.156649157,0.177624553,0.163797723,-0.241206378,-0.151890114,-0.20598004,57.57436371,106.7894745,63.18922129,448,448,448,4.395662248,4.395662248,4.395662248,2197.831124,2197.831124,2197.831124
2A,Caragana,15,8,-0.138452247,-0.042201016,-0.099535356,57.59255981,106.904953,63.25348353,0.095543765,0.106567666,0.099347143,0.252192914,0.284192204,0.263144856,-0.233996004,-0.145303309,-0.198882494,57.34036636,106.6237183,62.99033813,448,448,448,4.063243575,4.063243575,4.063243575,2031.621787,2031.621787,2031.621787
2A,Caragana,15,9,-0.0962919,0.001188731,-0.056423218,57.49626923,106.8910446,63.19706154,0.128633454,0.142646536,0.133492683,0.380826384,0.426838756,0.396637548,-0.224925354,-0.137115151,-0.189915901,57.11544037,106.4683304,62.80042207,448,448,448,3.790959431,3.790959431,3.790959431,1895.479715,1895.479715,1895.479715
2A,Caragana,15,10,-0.048363671,0.055606414,-0.005763495,57.44790268,106.9304047,63.19129598,0.166741759,0.183964267,0.172743405,0.547568142,0.610803008,0.569380967,-0.215105429,-0.123095274,-0.178506902,56.90033722,106.3250961,62.62191594,448,448,448,3.562891119,3.562891119,3.562891119,1781.445559,1781.445559,1781.445559
2A,Caragana,15,11,0.011343093,0.11533732,0.053831703,57.45924759,107.0288925,63.2451294,0.209819078,0.23043336,0.217037804,0.757387221,0.841236353,0.786418771,-0.198475987,-0.108885646,-0.163206104,56.70185852,106.1947021,62.45870928,448,448,448,3.368421249,3.368421249,3.368421249,1684.210624,1684.210624,1684.210624
2A,Caragana,15,12,0.069926463,0.176796988,0.114242265,57.5291748,107.1939545,63.35937156,0.257777572,0.281929076,0.266276287,1.015164733,1.123165488,1.05269503,-0.187851116,-0.097959839,-0.152034029,56.51400757,106.079567,62.30667453,448,448,448,3.200167533,3.200167533,3.200167533,1600.083767,1600.083767,1600.083767
2A,Caragana,15,13,0.14200215,0.247855663,0.187307547,57.67117691,107.4387131,63.54667889,0.310489297,0.338285446,0.320318965,1.32565403,1.461450934,1.373013992,-0.168487146,-0.08229629,-0.133011419,56.34552002,105.9879303,62.17366371,448,448,448,3.052820789,3.052820789,3.052820789,1526.410394,1526.410394,1526.410394
2A,Caragana,15,14,0.218223199,0.333000928,0.266175645,57.88940048,107.7559509,63.81285501,0.367782921,0.39929384,0.378982566,1.69343698,1.860744715,1.751996548,-0.149559721,-0.057212621,-0.112806924,56.195961,105.9078827,62.06085749,448,448,448,2.922454447,2.922454447,2.922454447,1461.227223,1461.227223,1461.227223
2A,Caragana,15,15,0.29443568,0.416001946,0.346386706,58.18383408,108.1676254,64.15923978,0.429441452,0.464699864,0.442038035,2.122878551,2.325444698,2.194034664,-0.135005757,-0.038698755,-0.095651317,56.06095505,105.8569565,61.96520564,448,448,448,2.806095247,2.806095247,2.806095247,1403.047624,1403.047624,1403.047624
2A,Caragana,15,16,0.404925853,0.511474371,0.449530608,58.58876038,108.6702118,64.60877101,0.49519974,0.534200668,0.509208381,2.618078232,2.859645367,2.703242993,-0.090273887,-0.011850671,-0.059677779,55.97068024,105.8274765,61.90552614,448,448,448,2.701446013,2.701446013,2.701446013,1350.723007,1350.723007,1350.723007
2A,Caragana,15,17,0.486397088,0.610511005,0.536805488,59.07515717,109.2807159,65.1455765,0.564744294,0.607445121,0.580167803,3.182822466,3.467090368,3.283410788,-0.078347206,0.005207676,-0.043362299,55.89233398,105.8326874,61.86216554,448,448,448,2.606700774,2.606700774,2.606700774,1303.350387,1303.350387,1303.350387
2A,Caragana,15,18,0.597939789,0.714195013,0.647642094,59.6730957,109.9855423,65.79321819,0.637708902,0.684030771,0.654538856,3.820531368,4.15112114,3.937949585,-0.039769128,0.042612076,-0.00689677,55.85256577,105.8555679,61.85526878,448,448,448,2.520417999,2.520417999,2.520417999,1260.209,1260.209,1260.209
2A,Caragana,15,19,0.732883096,0.826788545,0.767580197,60.40597916,110.8123322,66.56079806,0.713678598,0.763506711,0.731893939,4.534210205,4.914628029,4.669843759,0.017507907,0.065251984,0.035686268,55.87176895,105.9208221,61.89095462,448,448,448,2.441431564,2.441431564,2.441431564,1220.715782,1220.715782,1220.715782
2A,Caragana,15,20,0.803600609,0.998597026,0.882295671,61.20957947,111.7568207,67.44309379,0.792185009,0.845369875,0.811754323,5.326395035,5.759997845,5.481597841,0.011415565,0.166923538,0.070541332,55.88318634,106.0217209,61.96149645,448,448,448,2.368786865,2.368786865,2.368786865,1184.393432,1184.393432,1184.393432
2A,Caragana,15,21,0.932937801,1.075339437,0.98952945,62.14251709,112.793602,68.43262382,0.872711837,0.929072618,0.893592835,6.199106693,6.689070225,6.375190623,0.060225952,0.160436913,0.09593663,55.94341278,106.1309738,62.05743407,448,448,448,2.301694118,2.301694118,2.301694118,1150.847059,1150.847059,1150.847059
2A,Caragana,15,22,1.013088942,1.214025497,1.097474718,63.15560913,113.9815674,69.53009927,0.954693615,1.01401782,0.976833594,7.153800488,7.703088284,7.352024401,0.058395375,0.214537472,0.120641151,56.00180817,106.3061218,62.1780757,448,448,448,2.239493642,2.239493642,2.239493642,1119.746821,1119.746821,1119.746821
2A,Caragana,15,23,1.187118292,1.31984508,1.242339179,64.34272766,115.2810364,70.77243896,1.037522316,1.099572182,1.060859409,8.191322327,8.802659988,8.412883471,0.149596021,0.235041708,0.181479781,56.15140152,106.506813,62.35955275,448,448,448,2.181629653,2.181629653,2.181629653,1090.814827,1090.814827,1090.814827
2A,Caragana,15,24,1.289317131,1.445808172,1.351636157,65.64416504,116.7268448,72.12407465,1.120547771,1.18506074,1.145012441,9.311870575,9.987721443,9.557896257,0.104256436,0.261052489,0.206623777,56.33229446,106.767868,62.56617836,448,448,448,2.127630221,2.127630221,2.127630221,1063.81511,1063.81511,1063.81511
2A,Caragana,15,25,1.426508904,1.541595101,1.459942381,67.07067108,118.24189,73.58401573,1.203087091,1.270052314,1.228601014,10.51495743,11.25749969,10.78649698,0.223421857,0.271816492,0.23134138,56.55571747,107.0128632,62.79751967,448,448,448,2.077091744,2.077091744,2.077091744,1038.545872,1038.545872,1038.545872
2A,Caragana,15,26,1.609760642,1.743145227,1.665745467,68.68043518,119.9619675,75.24976181,1.284425259,1.353937745,1.310905883,11.79938316,12.61049938,12.09740318,0.325335324,0.404840082,0.354839547,56.88105011,107.3789978,63.15235802,448,448,448,2.029666791,2.029666791,2.029666791,1014.833396,1014.833396,1014.833396
2A,Caragana,15,27,1.625579596,1.915274858,1.716734846,70.30601501,121.8772354,76.96649735,1.363833785,1.435666919,1.391191181,13.16321659,14.0444746,13.48859431,0.261745811,0.47960794,0.325543666,57.14279556,107.8586044,63.47790068,448,448,448,1.985054477,1.985054477,1.985054477,992.5272386,992.5272386,992.5272386
2A,Caragana,15,28,1.72716713,1.902429223,1.789713736,72.03318024,123.7667542,78.75621034,1.440561652,1.514486551,1.468704923,14.60377884,15.55643272,14.95729948,0.286605418,0.390470684,0.321008823,57.4294014,108.2336349,63.79891054,448,448,448,1.942992776,1.942992776,1.942992776,971.4963881,971.4963881,971.4963881
2A,Caragana,15,29,1.970766544,2.077400923,2.005214635,74.0039444,125.8441544,80.76142244,1.513865232,1.589642406,1.542698746,16.11764336,17.14262962,16.49999775,0.410073489,0.487758428,0.462515884,57.88630295,108.7213898,64.26142654,448,448,448,1.903252328,1.903252328,1.903252328,951.626164,951.626164,951.626164
2A,Caragana,15,30,2.057310343,2.195335388,2.117100947,76.06125641,128.0378265,82.8785235,1.583000422,1.660393238,1.612429115,17.70064354,18.79857635,18.11242675,0.474309802,0.552093744,0.504671749,58.36061478,109.2546768,64.76609921,448,448,448,1.865631405,1.865631405,1.865631405,932.8157023,932.8157023,932.8157023
2A,Caragana,15,31,2.183176279,2.352169514,2.252596342,78.24934387,130.3656158,85.13112365,1.647247314,1.726016998,1.677174603,19.34789085,20.51907539,19.78960122,0.462675422,0.64356643,0.575421821,58.90145111,109.8564453,65.34152131,448,448,448,1.829951793,1.829951793,1.829951793,914.9758965,914.9758965,914.9758965
2A,Caragana,15,32,2.308382034,2.453462362,2.349267029,80.557724,132.8190765,87.48038862,1.705911398,1.785826683,1.736244455,21.05380249,22.2982502,21.52584605,0.566643715,0.66763556,0.6130225,59.50392151,110.5240784,65.95454365,448,448,448,1.7960554,1.7960554,1.7960554,898.0276998,898.0276998,898.0276998
2A,Caragana,15,33,2.241579771,2.483556986,2.304586572,82.79930115,135.3026428,89.78497459,1.758341312,1.839174867,1.788987425,22.81214333,24.13417244,23.31483335,0.483238399,0.64438206,0.51559911,59.98715973,111.1684647,66.47014273,448,448,448,1.763801434,1.763801434,1.763801434,881.9007172,881.9007172,881.9007172
2A,Caragana,15,34,2.417700768,2.542849779,2.464547742,85.21700287,137.8034973,92.24952361,1.803935766,1.885473132,1.834808049,24.61607933,26.01964569,25.14964151,0.543632686,0.675328374,0.629739628,60.60092545,111.7838516,67.09988265,448,448,448,1.733064061,1.733064061,1.733064061,866.5320307,866.5320307,866.5320307
2A,Caragana,15,35,2.373073339,2.771350622,2.497816951,87.59008026,140.525528,94.74734338,1.842160821,1.924193382,1.873174267,26.45824051,27.94384003,27.02281593,0.530912578,0.857504189,0.62464274,61.13183594,112.5816803,67.72452393,448,448,448,1.703730426,1.703730426,1.703730426,851.865213,851.865213,851.865213
2A,Caragana,15,36,2.424049854,2.775084019,2.535254917,90.01412964,143.3006134,97.28259679,1.872558951,1.954892159,1.903633061,28.3307991,29.89873123,28.92644841,0.551490843,0.820191741,0.631621826,61.68332672,113.4018784,68.35614685,448,448,448,1.67569899,1.67569899,1.67569899,837.8494951,837.8494951,837.8494951
2A,Caragana,15,37,2.379152298,2.626109362,2.480871321,92.39328003,145.8674469,99.76346715,1.894739628,1.977197051,1.925802085,30.22554016,31.87592888,30.85225174,0.48441273,0.66711694,0.555069296,62.16773987,113.9915237,68.91121554,448,448,448,1.648878121,1.648878121,1.648878121,824.4390604,824.4390604,824.4390604
2A,Caragana,15,38,2.536043644,2.669347286,2.581238484,94.92932129,148.4164124,102.3447052,1.908428431,1.990837812,1.939409796,32.13396835,33.86676788,32.79166126,0.558121502,0.692723811,0.641828627,62.79535675,114.5496445,69.55304601,448,448,448,1.623184887,1.623184887,1.623184887,811.5924437,811.5924437,811.5924437
2A,Caragana,15,39,2.613470316,2.799983025,2.684433592,97.54279327,151.1471558,105.0291387,1.913434267,1.995643258,1.944271833,34.04740143,35.8624115,34.7359328,0.686071336,0.82259804,0.740161717,63.49539185,115.2847443,70.29320591,448,448,448,1.598544032,1.598544032,1.598544032,799.2720162,799.2720162,799.2720162
2A,Caragana,15,40,2.557598829,2.969932795,2.657062304,100.1172104,154.1170807,107.6862007,1.909671545,1.991532445,1.940305707,35.95707321,37.85394287,36.67623831,0.582754791,0.97840035,0.716756577,64.16014099,116.2631454,71.00996415,448,448,448,1.574887086,1.574887086,1.574887086,787.4435429,787.4435429,787.4435429
2A,Caragana,15,41,2.674622774,2.816030025,2.735019064,102.791832,156.9331207,110.4212188,1.89716804,1.978554487,1.927548007,37.85424042,39.83249664,38.60378602,0.777454674,0.851986468,0.807471018,64.93759155,117.1006165,71.8174334,448,448,448,1.552151602,1.552151602,1.552151602,776.0758009,776.0758009,776.0758009
2A,Caragana,15,42,2.494116306,2.772619009,2.703035525,105.5644531,159.4272308,113.1242555,1.876057386,1.956840396,1.906133415,39.7303009,41.78933716,40.50992134,0.537275851,0.896561682,0.79690213,65.83415222,117.6378937,72.61433418,448,448,448,1.530280498,1.530280498,1.530280498,765.1402488,765.1402488,765.1402488
2A,Caragana,15,43,1.996168852,2.639210701,2.459997624,108.2036667,161.673233,115.5842553,1.323648691,1.846586466,1.635678502,41.57688522,43.29135132,42.14559803,0.564570904,0.945208728,0.824319189,66.62677765,118.3818893,73.43865598,448,448,448,1.509221478,1.509221478,1.509221478,754.6107391,754.6107391,754.6107391
2A,Caragana,15,44,1.701717734,2.294504404,1.933092801,109.9053802,163.8128357,117.5173447,1.181660652,1.385733247,1.264509032,42.75854492,44.63097382,43.4101068,0.520057082,0.908771276,0.668583819,67.14683533,119.1818695,74.10723891,448,448,448,1.488926534,1.488926534,1.488926534,744.4632669,744.4632669,744.4632669
2A,Caragana,15,45,2.023477554,2.140501499,2.094100475,112.0398712,165.8813019,119.6114445,1.285813928,1.378023386,1.3178521,44.04436111,45.95231247,44.72795959,0.645454288,0.848678589,0.776248487,67.99551392,119.9289932,74.88348733,448,448,448,1.469351502,1.469351502,1.469351502,734.675751,734.675751,734.675751
2A,Caragana,15,46,1.996690869,2.361290455,2.094872758,114.0365677,167.9886017,121.7063203,1.262233973,1.396098852,1.311299675,45.30659485,47.25597382,46.03925932,0.734456897,0.986185789,0.783573058,68.72997284,120.7326355,75.66706057,448,448,448,1.450455682,1.450455682,1.450455682,725.2278408,725.2278408,725.2278408
2A,Caragana,15,47,1.95985496,2.115741968,2.014364721,115.9964218,169.9806213,123.7206866,1.292096853,1.42421937,1.342584125,46.6161499,48.548069,47.38184307,0.644890547,0.704275966,0.671780597,69.38027191,121.4325485,76.33884212,448,448,448,1.432201493,1.432201493,1.432201493,716.1007464,716.1007464,716.1007464
2A,Caragana,15,48,2.131901264,2.341530085,2.177963071,118.1911087,172.1437683,125.898649,1.331332207,1.525739312,1.376760903,47.94748306,50.00123978,48.75860425,0.709979475,0.863353133,0.801202129,70.24362183,122.1425323,77.1400444,448,448,448,1.414554179,1.414554179,1.414554179,707.2770893,707.2770893,707.2770893
2A,Caragana,15,49,1.956971526,2.337660789,2.078702628,120.1480789,174.4814301,127.9773519,1.341955423,1.534889579,1.420945357,49.28943634,51.536129,50.17954914,0.604568422,0.80277127,0.657757377,70.85863495,122.9452972,77.79779933,448,448,448,1.397481538,1.397481538,1.397481538,698.7407689,698.7407689,698.7407689
2A,Caragana,15,50,2.186113358,2.433452845,2.367471659,122.5815277,176.7582397,130.3448209,1.35270083,1.506196618,1.393262727,50.64213943,53.01434708,51.5728123,0.679916739,1.080752015,0.974208961,71.93939209,123.7438965,78.77201116,448,448,448,1.380953691,1.380953691,1.380953691,690.4768454,690.4768454,690.4768454
2A,Caragana,15,51,2.042651892,2.519500256,2.229517909,124.6241837,179.1448212,132.5743412,1.427012086,1.570517898,1.482030432,52.06915283,54.58486557,53.05484388,0.615639806,0.974450052,0.747487497,72.55503082,124.5599594,79.51949747,448,448,448,1.364942869,1.364942869,1.364942869,682.4714345,682.4714345,682.4714345
2A,Caragana,15,52,2.120001316,2.405985117,2.175728168,126.7441864,181.5508118,134.7500684,1.497378349,1.574590921,1.516687214,53.58351135,56.15945435,54.57153093,0.6056422,0.831394196,0.659040969,73.16067505,125.3913498,80.17853817,448,448,448,1.349423228,1.349423228,1.349423228,674.7116141,674.7116141,674.7116141
2A,Caragana,15,53,2.174227238,2.534934998,2.323449695,128.9184113,184.0586853,137.0735197,1.461307764,1.654933572,1.526276712,55.04481888,57.81438828,56.09780746,0.684548378,0.94565922,0.797172954,73.87358856,126.2442932,80.9757097,448,448,448,1.334370681,1.334370681,1.334370681,667.1853405,667.1853405,667.1853405
2A,Caragana,15,54,2.270279646,2.354531527,2.338989918,131.2621918,186.3289642,139.4125105,1.520867109,1.604694605,1.549188522,56.56568527,59.41908264,57.64699538,0.665585101,0.822910488,0.789801349,74.69650269,126.909874,81.7655113,448,448,448,1.319762747,1.319762747,1.319762747,659.8813737,659.8813737,659.8813737
2A,Caragana,15,55,2.082318544,2.596623182,2.244058191,133.3445129,188.9255829,141.6565684,1.493078828,1.65482235,1.559802659,58.05876541,61.06866837,59.20679895,0.589239657,0.947036386,0.684255471,75.28574371,127.8569107,82.44976788,448,448,448,1.305578419,1.305578419,1.305578419,652.7892097,652.7892097,652.7892097
2A,Caragana,15,56,2.038870573,2.650407791,2.267897055,135.6025085,190.964447,143.9244647,1.533413291,1.648552656,1.559249927,59.59217834,62.71722031,60.76604802,0.390317798,1.021871686,0.708647152,76.0103302,128.2472229,83.15841397,448,448,448,1.291798041,1.291798041,1.291798041,645.8990204,645.8990204,645.8990204
2A,Caragana,15,57,2.261809111,2.453739643,2.349655863,137.9192047,193.2263336,146.2741209,1.50734365,1.717326045,1.606006462,61.13333893,64.37831879,62.37205526,0.600791097,0.775532961,0.743649397,76.78586578,128.8480225,83.9020652,448,448,448,1.278403197,1.278403197,1.278403197,639.2015986,639.2015986,639.2015986
2A,Caragana,15,58,2.099436283,2.716392756,2.581044941,140.4931793,195.9427338,148.8551629,1.581198096,1.804252267,1.622204523,62.71453476,66.18257141,63.99425769,0.354348183,0.992781401,0.958840363,77.77864838,129.7601624,84.86090757,448,448,448,1.265376618,1.265376618,1.265376618,632.6883091,632.6883091,632.6883091
2A,Caragana,15,59,2.149386406,2.650112152,2.302023347,142.8004761,198.5928497,151.1571879,1.551446915,1.699529886,1.612992395,64.26598358,67.85520172,65.60725073,0.44985646,0.977476001,0.689030945,78.53449249,130.7376404,85.54993605,448,448,448,1.252702087,1.252702087,1.252702087,626.3510435,626.3510435,626.3510435
2A,Caragana,15,60,2.359262228,2.488018751,2.405231295,145.1597443,200.989624,153.5624217,1.615482688,1.76743722,1.662048617,65.8814621,69.62264252,67.26929669,0.629351258,0.781236231,0.743182704,79.27827454,131.3669891,86.29311937,448,448,448,1.240364361,1.240364361,1.240364361,620.1821805,620.1821805,620.1821805
2A,Caragana,30,1,,,,59.07855988,107.8836899,64.48021885,,,,0,0,0,,,,59.07855988,107.8836899,64.48021885,369,369,369,39.46161983,39.46161983,39.46161983,19730.80992,19730.80992,19730.80992
2A,Caragana,30,2,-0.211057127,-0.136343911,-0.181630693,58.86750031,107.7291565,64.29858659,0.000119679,0.000201396,0.000147014,0.000119679,0.000201396,0.000147014,-0.211205855,-0.136463583,-0.181777704,58.86735153,107.7289658,64.29843915,369,369,369,17.44302404,17.44302404,17.44302404,8721.512022,8721.512022,8721.512022
2A,Caragana,30,3,-0.208685815,-0.134481579,-0.179372164,58.65881729,107.5772171,64.11921587,0.001453537,0.002218407,0.00170846,0.001573217,0.002419803,0.001855474,-0.210408956,-0.135935128,-0.181080626,58.65694427,107.5748672,64.11735953,369,369,369,10.81985634,10.81985634,10.81985634,5409.92817,5409.92817,5409.92817
2A,Caragana,30,4,-0.203887016,-0.13041991,-0.174693475,58.45492935,107.430687,63.94452234,0.004740407,0.006793758,0.005418403,0.006313624,0.009213561,0.007273877,-0.20933862,-0.135160312,-0.180111881,58.44760513,107.42173,63.9372475,369,369,369,7.710253383,7.710253383,7.710253383,3855.126691,3855.126691,3855.126691
2A,Caragana,30,5,-0.195841998,-0.123387843,-0.166777462,58.25908661,107.2933044,63.77774371,0.010607729,0.014574969,0.011902576,0.016921353,0.02378853,0.019176453,-0.207795084,-0.133995578,-0.178680045,58.23981094,107.2701035,63.75856753,369,369,369,6.507287589,6.507287589,6.507287589,3253.643795,3253.643795,3253.643795
2A,Caragana,30,6,-0.183999777,-0.112725995,-0.155038402,58.0750885,107.1693344,63.62270688,0.01942808,0.025852373,0.021497628,0.036349434,0.049640901,0.040674082,-0.20555535,-0.132154077,-0.176536036,58.03425598,107.1208191,63.58203268,369,369,369,5.844806865,5.844806865,5.844806865,2922.403433,2922.403433,2922.403433
2A,Caragana,30,7,-0.167826012,-0.098240912,-0.13912481,57.90726089,107.0631714,63.48357985,0.031532582,0.040889531,0.034503903,0.067882016,0.090530433,0.075177987,-0.202377319,-0.129773498,-0.173628713,57.83187866,106.9745331,63.40840356,369,369,369,5.337589872,5.337589872,5.337589872,2668.794936,2668.794936,2668.794936
2A,Caragana,30,8,-0.146998256,-0.079243742,-0.118466582,57.76026154,106.9801865,63.36511316,0.047204245,0.059899926,0.051173234,0.115086257,0.150430366,0.126351221,-0.198182523,-0.126447991,-0.169639815,57.6336937,106.8326797,63.23876212,369,369,369,4.933938627,4.933938627,4.933938627,2466.969313,2466.969313,2466.969313
2A,Caragana,30,9,-0.121093892,-0.05385093,-0.092717504,57.63916779,106.9263382,63.27239616,0.066686861,0.083056092,0.071717905,0.181773126,0.233486444,0.198069124,-0.192752942,-0.122137815,-0.16443541,57.44094086,106.6970901,63.07432638,369,369,369,4.60330788,4.60330788,4.60330788,2301.65394,2301.65394,2301.65394
2A,Caragana,30,10,-0.090418294,-0.01907374,-0.061395392,57.54875183,106.9072647,63.21100185,0.090188891,0.110493153,0.096314471,0.271962017,0.343979597,0.294383595,-0.186563015,-0.114857659,-0.157709864,57.25437927,106.5691452,62.91661806,369,369,369,4.326367787,4.326367787,4.326367787,2163.183894,2163.183894,2163.183894
2A,Caragana,30,11,-0.051546372,0.020902485,-0.02332869,57.49720383,106.9281693,63.18767233,0.117884547,0.142309889,0.1251047,0.389846563,0.486289501,0.4194883,-0.176322013,-0.106886208,-0.148433391,57.07805634,106.4496613,62.76818314,369,369,369,4.090225802,4.090225802,4.090225802,2045.112901,2045.112901,2045.112901
2A,Caragana,30,12,-0.011190278,0.067150995,0.0173785,57.48601532,106.9953156,63.20505183,0.149912849,0.178567603,0.158194805,0.539759398,0.66485709,0.577683099,-0.168841198,-0.099903889,-0.140816306,56.90921402,106.3404846,62.6273665,369,369,369,3.885917719,3.885917719,3.885917719,1942.958859,1942.958859,1942.958859
2A,Caragana,30,13,0.038821086,0.123259097,0.067269749,57.52483368,107.118576,63.27232026,0.186375856,0.219288319,0.19565357,0.726135254,0.884145439,0.773336655,-0.156011268,-0.090119936,-0.128383821,56.75320435,106.2470093,62.49898469,369,369,369,3.706996672,3.706996672,3.706996672,1853.498336,1853.498336,1853.498336
2A,Caragana,30,14,0.093544416,0.177297696,0.122657744,57.61837769,107.2958755,63.39497751,0.227335975,0.26445213,0.237509659,0.953471243,1.148597598,1.010846364,-0.14279741,-0.074898772,-0.114851921,56.61040497,106.1626892,62.38413124,369,369,369,3.548694686,3.548694686,3.548694686,1774.347343,1774.347343,1774.347343
2A,Caragana,30,15,0.150509655,0.246988431,0.181414306,57.76889038,107.5428619,63.57639369,0.272812188,0.313994586,0.283748513,1.226283431,1.462592125,1.294594868,-0.131648719,-0.062242396,-0.102334207,56.47875977,106.0988007,62.28179864,369,369,369,3.407401371,3.407401371,3.407401371,1703.700686,1703.700686,1703.700686
2A,Caragana,30,16,0.230730355,0.316931963,0.25644429,57.99961853,107.8597946,63.83283658,0.322777033,0.367803216,0.334309191,1.549060464,1.830395341,1.628904043,-0.101484753,-0.044360489,-0.077864903,56.37727356,106.0512924,62.20393326,369,369,369,3.280327302,3.280327302,3.280327302,1640.163651,1640.163651,1640.163651
2A,Caragana,30,17,0.295727074,0.400158465,0.324632237,58.29534531,108.2599564,64.15746951,0.377152026,0.425714433,0.389080211,1.926212549,2.256109715,2.017984329,-0.090667807,-0.021990873,-0.064447986,56.28660583,106.0292969,62.13948552,369,369,369,3.165279511,3.165279511,3.165279511,1582.639755,1582.639755,1582.639755
2A,Caragana,30,18,0.382176012,0.477048486,0.409894402,58.67752075,108.7369995,64.5673627,0.43580395,0.487511247,0.447896829,2.362016439,2.743621111,2.465881122,-0.06235214,-0.005382832,-0.038002443,56.22425461,106.0225601,62.10148373,369,369,369,3.06050757,3.06050757,3.06050757,1530.253785,1530.253785,1530.253785
2A,Caragana,30,19,0.48674053,0.574636877,0.504486709,59.16426086,109.3116379,65.071849,0.498542041,0.552920282,0.510537939,2.86055851,3.296541214,2.97641909,-0.019649057,0.025545768,-0.006051219,56.2046051,106.0481033,62.09543153,369,369,369,2.96459547,2.96459547,2.96459547,1482.297735,1482.297735,1482.297735
2A,Caragana,30,20,0.551804602,0.671902895,0.596907045,59.71606827,109.9835434,65.66875776,0.565113187,0.621610463,0.576722305,3.425671577,3.918151855,3.553141286,-0.019889886,0.079555988,0.020184739,56.18471527,106.1022644,62.11561604,369,369,369,2.87638405,2.87638405,2.87638405,1438.192025,1438.192025,1438.192025
2A,Caragana,30,21,0.657964528,0.752989113,0.688594435,60.37403107,110.7365341,66.35735183,0.635199189,0.693190932,0.646107983,4.060871124,4.611342907,4.199249401,0.017865291,0.081703067,0.042486442,56.2025795,106.1659012,62.15810214,369,369,369,2.794914287,2.794914287,2.794914287,1397.457143,1397.457143,1397.457143
2A,Caragana,30,22,0.731311142,0.876601458,0.781068197,61.10534286,111.6131287,67.13841978,0.708417296,0.767211676,0.718290227,4.769288063,5.378554344,4.917539584,0.020113397,0.121450715,0.06277798,56.2226944,106.2790146,62.22088166,369,369,369,2.719385137,2.719385137,2.719385137,1359.692569,1359.692569,1359.692569
2A,Caragana,30,23,0.872316897,0.973149955,0.901662816,61.97766113,112.5862808,68.04008381,0.784315586,0.843163729,0.792800534,5.553603649,6.221718311,5.710340055,0.08779522,0.139073119,0.108862291,56.31048965,106.4125214,62.32974411,369,369,369,2.649121722,2.649121722,2.649121722,1324.560861,1324.560861,1324.560861
