AREA,PERIMETER,POLY_ID,ECO_ID
0.206120781,3.940201601,14032,14
0.263412499,3.971315153,21024,21
0.130587895,1.52860621,21025,21
0.170011365,2.83606678,14033,14
0.768987747,10.46427946,2014,2
0.225826172,7.124260911,21020,21
0.497053115,4.997181238,21026,21
0.493068343,9.001975851,21023,21
0.13407857,6.649233085,21021,21
1.196081008,8.978228082,14034,14
0.068654259,2.997045927,21022,21
0.789386086,12.54613138,3006,3
0.296819471,5.659746062,21027,21
0.366204509,6.707003964,26011,26
0.026291654,0.821359461,14035,14
0.225741977,4.583833877,14036,14
0.19796345,4.376325798,22005,22
0.065886131,2.708927307,21028,21
0.672905374,5.775842777,22004,22
0.384107243,6.706885899,14037,14
0.018510725,1.241755231,14038,14
0.275339147,5.99671265,21029,21
0.257115207,5.824558117,26014,26
0.068720521,1.880625523,21030,21
0.025718591,1.119512455,3007,3
1.677159587,15.03668288,26012,26
0.338012281,9.741860745,21032,21
0.254831782,3.461045088,21034,21
0.391662112,7.951707642,14039,14
0.023523233,1.659321656,14040,14
0.067745848,3.509088321,21031,21
1.890412219,18.89158526,14041,14
0.043106972,1.833127054,14042,14
0.072346021,5.14153573,26015,26
0.148909947,4.788340219,21036,21
0.018624028,0.963587662,14043,14
0.027662487,2.043127195,26013,26
0.029533925,1.092759143,14044,14
0.400741841,7.636869289,26016,26
0.071972285,3.318413467,21033,21
1.433289253,11.18441926,27031,27
0.052222971,1.98106653,14045,14
0.003116477,0.390095645,21035,21
4.468982518,19.80260376,27006,27
6.354903948,61.91772015,4002,4
2.516796395,14.72669461,27005,27
0.042567883,2.592654362,21037,21
0.102233167,2.815558555,21039,21
0.153824281,9.549874111,4003,4
1.148353699,14.27057486,3008,3
0.125491899,3.779405263,21038,21
0.196521696,4.010064049,21041,21
0.606525766,13.96795615,21042,21
0.124758221,3.481061332,27032,27
0.789847778,21.39659286,4001,4
0.073979535,1.450085465,22006,22
0.212617718,5.586825302,27033,27
0.068258325,2.905273077,21040,21
0.168032765,2.297121678,3009,3
0.075737285,3.316428871,3010,3
0.092139004,3.43539763,23001,23
0.098535015,2.652490524,23002,23
0.137899226,2.995018271,23003,23
0.065519216,2.86480874,14046,14
0.382403449,9.29200329,23004,23
0.370133279,10.60794074,21043,21
0.579217209,13.89315305,27034,27
0.845664763,6.31579508,14047,14
0.276669006,3.243893963,4004,4
0.029549481,0.941632741,22007,22
1.830142013,12.28608072,27007,27
0.023426725,0.967980948,14048,14
0.269104557,5.263046055,27011,27
0.113195215,1.934968967,22008,22
0.018211325,0.854968523,27035,27
0.604422256,5.351699514,23006,23
0.160778151,3.199826147,4005,4
0.473702349,5.674150879,23005,23
0.172625145,2.884904825,22009,22
0.180914315,3.969461603,14049,14
0.998671922,14.28304431,21044,21
0.045642724,1.340987533,23007,23
0.126480462,2.526905987,14050,14
3.534680014,23.62069305,4006,4
0.018361977,0.659994337,22010,22
0.66496459,8.164439425,14051,14
0.036711093,1.559826897,27009,27
0.07078847,2.064982983,23008,23
0.111483105,2.344901817,21045,21
0.077318679,3.565897356,27036,27
0.106870998,2.76417084,27016,27
0.195336379,1.932435418,22011,22
0.107859776,2.809795283,14052,14
0.409618907,3.288625465,27020,27
0.040256179,1.788814996,14053,14
0.196519653,4.937844031,27037,27
0.27282197,5.459462963,14054,14
0.097612782,1.859967377,23009,23
0.959823677,7.353347466,14055,14
0.063901708,2.33939313,22012,22
0.028868864,1.849421447,23010,23
0.136641747,1.803116423,27038,27
0.059883693,1.774531649,22013,22
1.234505307,8.628326233,27012,27
0.588527021,5.112300476,27039,27
0.135236342,2.782052555,22015,22
0.09707247,2.005605521,22014,22
0.135410149,2.205390781,22016,22
0.04511105,1.648528859,21046,21
0.124970241,3.667459192,24001,24
0.173654687,2.37427237,27040,27
0.553533468,5.416756596,4007,4
0.051220689,2.180913166,4008,4
0.728230906,5.875629908,27008,27
0.030444239,1.949997677,23011,23
0.132865454,2.012273177,27041,27
0.082998759,2.231124151,23012,23
3.141648657,18.29473003,27022,27
0.062429456,2.888048364,23013,23
0.532285159,5.826522324,27010,27
0.04164889,2.053447505,27042,27
0.017739851,0.792844924,14056,14
1.750133905,13.07091374,14057,14
0.099624447,1.73682678,27014,27
0.359713639,4.405273252,23015,23
0.146571024,6.070133592,23014,23
2.850366604,12.54635454,27018,27
3.988347161,10.38411528,27019,27
1.323006104,9.63148637,27015,27
0.571700414,12.87765649,24002,24
0.733860442,9.919131538,25001,25
2.128705327,8.459360681,27021,27
0.057398165,1.462657879,27023,27
1.728953714,8.155780423,28001,28
0.254616016,5.851892612,24003,24
0.504964485,4.287210956,27013,27
0.233098563,3.662264831,23016,23
2.001135684,10.67575612,27024,27
0.294511135,8.56560674,14058,14
0.564047437,7.751597624,27017,27
0.064167358,1.782209478,14059,14
0.213341548,5.142600447,27025,27
0.062551741,1.279924055,25002,25
1.535529562,14.7943902,4009,4
0.031461239,1.368587228,4010,4
0.218559731,5.294562399,14060,14
0.549594267,4.705096789,28002,28
0.126866647,2.062889199,24004,24
0.146897344,3.042310333,24005,24
0.097964226,5.485419894,14061,14
0.178199786,4.959197487,4011,4
0.045706218,1.748546033,25003,25
0.106770987,2.792071515,27028,27
0.171073685,3.614181719,28003,28
0.620673201,7.375329405,28005,28
0.148582159,4.485516157,24006,24
0.281682488,3.2705196,27026,27
0.622777897,5.572090481,27029,27
2.401866315,17.60657708,28004,28
0.057299404,2.410605737,14062,14
2.033427443,9.99596343,31001,31
0.65355467,3.236195583,32002,32
0.538927258,5.805516844,31002,31
1.322254172,12.50995315,34003,34
0.086068161,1.556482977,34006,34
0.173006082,2.178241351,34007,34
0.475519423,4.425182871,14063,14
0.362084137,10.3248792,34001,34
0.508335431,3.812432621,27027,27
1.775515523,6.890021406,32001,32
0.252779937,4.90484122,4013,4
0.030084087,1.81146412,14064,14
0.050689385,2.503484169,14065,14
2.209177701,13.21583599,29005,29
0.209731206,2.018858538,29001,29
0.163504645,2.184340258,29002,29
0.102931668,2.344478573,24007,24
0.210511662,3.327233741,14066,14
0.020443308,1.256633882,34004,34
0.218923909,6.722964345,34005,34
0.66027101,6.045697668,34010,34
0.631777775,11.39944985,34009,34
0.134988246,4.38830166,34002,34
3.941249352,17.92608484,4012,4
0.180475922,2.117155624,28008,28
0.996509824,14.97338461,34008,34
0.3132605,6.054832305,14067,14
0.163888345,2.548790219,28006,28
0.573902273,3.636259149,29003,29
0.329779163,3.200970911,34013,34
0.02960415,0.925029046,34012,34
1.154723401,8.209462833,34015,34
0.568015664,4.630485123,30001,30
1.068156047,6.175177601,29004,29
0.057689988,2.180750931,34011,34
0.081396642,2.642594058,34014,34
0.755928038,10.09174858,34018,34
0.044152745,1.059091849,31003,31
0.306282341,3.587954148,34019,34
0.027507441,1.540390904,28013,28
0.030140013,0.864245908,31004,31
0.031440459,0.948306276,34016,34
2.823465063,14.10041192,29006,29
0.02526871,1.139890711,34017,34
0.007953109,0.463660265,34020,34
0.013128681,0.661998431,29007,29
0.174450376,2.554392139,14068,14
1.688369075,8.363827893,32003,32
0.036874798,0.817905099,31005,31
0.022314129,0.79190205,34022,34
0.268237433,3.808425187,34023,34
0.050035969,1.259475465,29008,29
0.094552823,1.504306304,34024,34
0.841349468,10.89124972,30002,30
0.056899982,1.409624629,30004,30
0.186831589,4.1995795,30005,30
0.237120631,4.196468854,31006,31
0.304927124,4.589059464,30006,30
1.81556627,8.672130905,28007,28
0.145666449,3.231157522,32004,32
0.059440792,2.01426294,34027,34
2.015605677,6.164938871,29011,29
1.36625541,9.155940445,34026,34
0.138077324,2.425884018,30009,30
0.019733505,0.865318692,28010,28
0.076581075,3.111051951,30003,30
0.025372016,0.907533924,28009,28
0.021425503,0.798029251,34028,34
0.056500993,1.67198381,34029,34
0.728468192,4.225346313,34025,34
0.623714494,6.096026999,34021,34
0.345854112,3.856345975,34030,34
0.049771139,2.124914932,34031,34
0.1664809,4.483411408,34033,34
0.043227965,1.528217569,34034,34
0.013006749,0.660762625,29009,29
0.080811736,2.536896098,30008,30
0.01162437,0.723295933,28011,28
0.048182559,1.249857182,31007,31
0.188866884,2.810249847,32005,32
0.279692366,4.003277945,34036,34
2.324901684,12.78019664,30015,30
0.845714069,7.102482331,34032,34
0.135725089,3.347598176,32006,32
0.024446465,0.802449668,31008,31
0.015242708,0.663369913,29010,29
1.116037891,5.629072536,31009,31
0.053420443,2.456317787,34037,34
0.048788216,1.640688445,34038,34
0.014187302,0.499838754,31010,31
0.153399258,2.399124598,35001,35
0.716645418,4.769591352,34039,34
0.522872187,6.2427052,30010,30
0.117313829,2.74107517,34042,34
0.727082706,4.070761364,32009,32
0.023364907,1.609141785,28012,28
0.016190874,0.821464519,31011,31
0.165993285,4.699636072,30007,30
0.093484281,2.685910493,30013,30
0.401979721,3.497226673,34040,34
1.056081116,19.03842133,35002,35
0.017474714,0.556348868,31012,31
0.032845461,1.048458783,31014,31
0.040047254,1.028839829,34043,34
0.38933329,3.27382455,32008,32
0.023173296,0.814728217,34041,34
0.073899508,4.224937281,35003,35
1.500875652,8.080180764,35004,35
0.24804578,3.135841314,31013,31
0.471239551,5.008193138,34044,34
0.084755532,2.304901036,32012,32
0.224347501,4.861079638,34035,34
0.090546162,2.820662475,29012,29
0.168599062,3.443881832,35005,35
0.468189814,9.387055213,32014,32
1.720939951,9.270474837,30011,30
0.39452586,4.148172591,32017,32
0.222643547,2.967912498,30012,30
0.270191649,4.914117316,35006,35
0.2288436,5.224775194,32015,32
0.020374267,1.051039623,35007,35
0.211494815,1.959437552,4015,4
0.330907292,3.398716907,31015,31
1.359975606,14.47251634,30021,30
0.240303132,2.974552812,30016,30
3.113771879,12.23661057,28014,28
0.007127634,0.621302541,35008,35
1.30671132,10.09317938,4014,4
0.032690312,0.990478597,34045,34
0.091560636,1.256046912,30014,30
0.37196728,2.64078375,31017,31
0.089638553,1.608831382,31018,31
0.118600904,1.654646484,30020,30
0.750817319,5.874409062,31019,31
0.323101714,5.817039478,32022,32
0.284537362,3.661624365,31016,31
0.131302483,2.011997711,29013,29
0.162054021,1.803730878,30017,30
0.089377921,1.67809386,29015,29
0.247601692,3.637526028,32026,32
0.799609634,8.482722475,36001,36
0.700529447,4.59827835,36002,36
0.218789961,3.786976484,36003,36
0.027752272,1.01982994,28015,28
2.106918761,9.6924929,30019,30
0.455139576,5.395748604,32024,32
0.220372363,1.98573286,31021,31
0.637941484,5.774941529,4016,4
0.956047074,7.235515274,37001,37
0.150422082,2.85498467,30027,30
0.106792491,2.821728331,29014,29
0.515565542,12.77545161,35009,35
0.081467437,2.610129588,31020,31
1.535817773,7.88454227,37003,37
1.193496236,12.21029213,37002,37
0.61260523,15.40707733,30023,30
0.015374063,0.514117432,31022,31
0.484196363,5.026394186,32013,32
0.030639133,1.049353132,32007,32
0.193676577,2.059751168,30018,30
0.60981863,5.787502483,32011,32
0.054222615,1.957152531,32035,32
0.134481046,3.453383738,32032,32
0.030709434,1.172066628,32010,32
0.392120249,4.694660287,32030,32
0.105600598,4.724814166,30024,30
0.02359017,0.953918159,28016,28
0.100034705,2.843711495,32016,32
0.148024272,4.207317817,32036,32
0.032788974,1.169126451,32018,32
0.156496745,2.337281992,32021,32
0.221189326,3.433754218,32028,32
0.063893879,2.874619866,32038,32
0.065828316,1.760150733,31023,31
0.481765973,9.094031737,30025,30
0.081751592,1.440417948,31025,31
0.0603055,2.024839709,30029,30
0.079950111,2.452346399,30022,30
0.296764801,6.151522646,32020,32
0.062498048,1.746419855,31024,31
0.136145386,4.115488129,32023,32
0.188619579,4.374141492,32041,32
4.97443047,48.34954322,4017,4
0.087674294,2.971976013,32046,32
0.357608934,3.025859897,31029,31
0.067552669,1.286747664,31027,31
0.317575085,5.558028786,33006,33
0.41828696,6.029515012,33004,33
0.633155988,10.91236742,32025,32
0.583085421,8.235255499,31026,31
0.036384457,2.135652322,31028,31
0.054906998,2.236348407,32044,32
0.175609098,2.931282773,32019,32
0.016952312,2.037901066,32048,32
0.063026563,2.226047862,32047,32
0.002996717,0.312578503,32049,32
0.027576064,1.222802366,30026,30
0.364940746,3.904754105,32045,32
0.257346863,4.957055842,30028,30
1.475699624,9.767625379,32037,32
1.174907203,8.664104145,36004,36
0.036753722,2.283343181,32050,32
0.037439855,1.514374372,32031,32
0.45575485,3.383454812,31030,31
0.128941511,2.780161693,32052,32
0.099187963,2.26667294,32051,32
0.764184061,10.60351242,32027,32
0.023936298,1.063539622,31032,31
0.16764801,3.947919167,32040,32
0.025201539,1.571315256,32057,32
0.023685924,0.992951052,32053,32
0.223686693,4.168672476,33007,33
0.00576903,0.328362125,31033,31
0.857749919,7.754621269,32056,32
2.363730742,13.28446631,31031,31
0.132213783,4.913399147,33002,33
0.025626645,1.06415463,32034,32
0.484198611,6.358288106,33009,33
1.232636805,6.50913184,33001,33
0.885007019,9.387393401,32029,32
1.151233709,9.484522328,33005,33
0.006216158,0.308777259,31034,31
0.038951261,1.316983802,31035,31
0.111702875,2.041545061,31036,31
0.659700133,6.37660776,31037,31
0.020554847,1.024948191,31038,31
0.856856969,7.530054042,35010,35
0.062002199,2.436888446,31039,31
0.243129213,4.343197993,33003,33
0.339838922,5.995664404,32055,32
1.158824898,5.001480668,31041,31
0.033993583,1.152504038,31043,31
0.082274,1.558581327,33014,33
0.275375158,3.96531344,4018,4
0.33575167,4.90845285,32042,32
0.116070218,1.929546237,31040,31
0.008745675,0.52424109,31042,31
0.021282104,0.580133862,31044,31
4.619741828,12.55105054,41001,41
0.171826118,2.250454179,32033,32
0.055756445,1.537301287,33016,33
0.048947551,1.416654112,33010,33
0.403970694,4.372978587,33013,33
0.066528683,1.896649584,33008,33
0.110547006,2.005399744,33012,33
0.172293726,2.545451751,35011,35
6.564485927,14.73151447,32039,32
0.022027416,1.166996946,33011,33
2.88627402,8.661846598,32063,32
0.452359075,3.842574354,36005,36
0.240718195,3.841049839,33015,33
1.124160736,13.98931244,37004,37
0.081470631,2.964508786,32043,32
0.070346384,1.627411136,4020,4
0.185919353,2.448024463,31045,31
0.334908771,7.038899064,32054,32
1.009393479,5.814453664,31046,31
1.370201409,5.766099845,4019,4
0.319296837,2.745216878,35012,35
0.536727697,3.750183721,32062,32
0.32066348,9.329224091,37005,37
0.019727701,1.395177023,4021,4
0.013408544,1.348420703,32058,32
0.673963786,7.706529121,33017,33
0.920042504,4.03995019,32059,32
0.038914248,2.705768905,32060,32
0.006420275,0.408642286,31047,31
1.100571879,5.574585637,41002,41
1.132223662,5.596558293,32061,32
0.047775507,1.103120481,37006,37
0.32144793,3.195946711,31049,31
0.84639987,6.494355497,31048,31
0.060667212,1.906951267,35013,35
0.477250139,7.929580229,37007,37
1.197938397,8.146388424,33018,33
0.572414495,3.599627982,35014,35
0.015255723,0.653843363,4022,4
0.835751079,6.800633052,36007,36
0.231827271,2.493181914,36006,36
0.689699882,5.446355832,37008,37
1.136341936,8.036909374,37009,37
0.594896241,4.33240835,42001,42
0.489897761,5.567705261,37010,37
0.027957806,0.952462292,37013,37
0.047583469,2.084549082,36008,36
0.216018566,2.494681115,37011,37
0.580194,3.556662696,42002,42
0.035339924,1.533427419,37012,37
0.009051894,0.548408,31050,31
0.340584632,2.516040102,35015,35
1.071583803,5.603871612,4023,4
3.657457676,10.19302366,42003,42
0.100324999,3.393737785,37014,37
0.112727804,1.605314617,31051,31
0.017275558,0.72162409,4024,4
0.013013886,0.750107394,4025,4
0.009223419,0.915926557,4026,4
0.07532139,1.298454182,31052,31
18.31991125,58.54916619,53001,53
0.370755661,2.520516911,4027,4
0.819987586,6.448989377,41004,41
0.337223372,2.670373225,35016,35
1.989139673,11.27739273,35017,35
0.185841101,2.350224432,41005,41
0.18353033,4.367485633,41003,41
0.022376548,0.902015822,31053,31
2.382775457,12.60941193,35018,35
2.011794085,10.05618385,66001,66
0.621724569,4.48744954,65001,65
0.806651326,9.847094336,54001,54
1.035418417,8.666472592,43001,43
0.434708903,6.111850347,40001,40
1.206636089,9.197475628,41006,41
0.889123779,6.484946756,35020,35
2.548688223,12.00922767,35021,35
0.701789456,6.170523234,35019,35
1.29502873,12.04698602,54002,54
0.320230574,3.648516569,42004,42
1.428933709,8.176598859,75001,75
0.003659554,0.250491972,40003,40
0.048561281,1.525871236,35022,35
0.421507261,3.022438582,76001,76
0.035511883,0.989636422,35023,35
0.292292904,3.152396369,5001,5
0.315776861,5.453579341,40002,40
0.094501244,1.752983359,67001,67
0.176178851,2.719585243,40006,40
0.082208725,1.612387539,66002,66
0.339866112,4.604642368,35024,35
0.254574276,3.198313911,65002,65
2.196555626,13.19870298,38001,38
0.016694465,0.54846089,35025,35
0.010591631,0.453692437,40005,40
2.311452405,16.66245207,54003,54
0.870981129,6.050851136,67002,67
0.837985353,6.67484041,53002,53
0.25046881,2.471780014,66003,66
0.488220353,7.10724702,5002,5
0.261218523,4.094629425,40009,40
0.017655577,0.821993698,67004,67
0.34982616,4.815971305,67003,67
0.297489031,3.299017362,40004,40
0.092253781,1.321147117,40007,40
0.639528689,4.197878803,69001,69
0.359449986,5.380336973,65003,65
1.814520755,18.75583219,5004,5
2.889712468,23.44025774,75002,75
0.405644439,3.884696483,38002,38
0.032720394,1.363581562,67005,67
0.116599548,3.279733172,41007,41
0.063341433,1.312083539,53003,53
0.249527168,4.296647461,76002,76
0.065611908,3.186468332,40010,40
0.274509215,3.753977663,38003,38
2.640255649,15.2715122,40008,40
0.891188548,8.803971706,5003,5
0.5039009,3.247025941,55001,55
0.063039132,1.227379362,67006,67
0.010542932,0.585507906,75003,75
1.079416479,5.205540596,53004,53
2.02810991,18.11761022,75004,75
1.244049291,7.091978906,51001,51
0.385643755,3.398455622,69002,69
0.529924341,4.097445064,35026,35
0.082418728,1.217106426,65004,65
0.013624136,0.85597123,75005,75
3.861703523,18.12355041,56001,56
0.770555648,12.94028231,41009,41
0.988606869,7.123080738,65005,65
0.020672325,1.419326542,41010,41
0.749609791,4.737049769,41008,41
0.104980434,1.805550084,67007,67
0.765495951,5.268885539,43002,43
1.206559636,7.114843736,69003,69
1.201018963,7.838889088,35027,35
0.087938537,1.576501751,65006,65
0.068393723,2.404869149,75006,75
0.122384637,3.453010787,76003,76
0.796746903,4.770089883,38004,38
0.257775543,3.018150015,66004,66
0.403606941,4.463163143,35028,35
0.049022489,1.595837149,75007,75
0.882570047,12.03290868,54004,54
0.044734346,1.447870411,66005,66
0.057757457,1.656540516,75008,75
0.032124664,0.702850883,69004,69
0.232294935,2.718763693,54005,54
0.592882788,6.803793052,55005,55
0.012011795,0.601411308,75010,75
0.051508832,1.182411738,38005,38
0.109759846,1.61566196,65008,65
0.452319426,6.81825729,65007,65
3.69989163,14.51160152,57001,57
0.048952986,0.828152369,65009,65
0.235204686,3.319377413,75009,75
0.094444289,1.71459785,67008,67
0.409508055,6.476774129,76004,76
0.089859088,1.651557011,38006,38
0.309694288,3.239366187,75012,75
0.977326004,6.740794226,51002,51
0.617401849,6.229130264,55004,55
0.311816268,2.947087175,73001,73
0.070016462,1.539657333,38007,38
0.078903795,1.593678798,69005,69
0.12061125,4.40095128,55003,55
0.569188497,7.939354584,58001,58
0.462896396,3.769374583,68001,68
2.379382831,8.530474177,73002,73
0.803134499,10.90925472,55002,55
0.029340317,0.683824027,69006,69
0.157351287,2.122044031,69007,69
0.142598702,1.963302048,73003,73
0.098710593,1.825149123,58002,58
0.641222682,5.253521816,75013,75
0.143568593,1.736943014,38008,38
0.030165348,1.842657924,40012,40
0.397679076,2.920324423,75011,75
0.470677473,3.425419929,38009,38
0.824184003,12.43640748,5005,5
0.464232045,4.6736291,55007,55
0.391055701,4.561548644,76006,76
0.397099118,3.340306511,58003,58
0.065169488,1.280677754,76005,76
0.071610794,1.094485995,65010,65
0.046912435,1.458333936,51004,51
0.68372468,19.36566586,35029,35
0.120044163,1.706309498,56002,56
0.018477287,0.587562495,69008,69
0.56870907,4.045156021,59001,59
1.408305752,7.044877386,59002,59
0.042801495,1.165060511,69009,69
0.043199864,2.126075464,35030,35
0.402579012,6.766659942,40011,40
0.110135739,2.1780048,69010,69
0.026982905,0.964212503,68002,68
0.392794169,5.620560531,76007,76
0.106951011,3.50915475,5006,5
0.53522922,6.065942576,41011,41
0.2439152,3.418453118,76008,76
0.900475324,10.50750814,55008,55
0.242395376,3.861203729,55006,55
0.210589296,2.679503052,44002,44
1.490155981,14.9847941,35031,35
1.060326841,9.986630713,52001,52
1.372683987,6.904977782,73004,73
0.610111707,4.592603769,51003,51
0.220468552,2.094067239,69011,69
0.148331403,2.956935323,5007,5
0.109151213,2.102931879,35033,35
0.085637742,1.957264571,5008,5
1.769719708,10.12486117,44001,44
