Table 3. SLC polygons (2011) to be modelled in the Holos V4 simulations,,,,Polygon centroid coordinates,,Final yield (SAD/Interpolated 2009-2018 avg.)
SLC polygon #,Ecodistrict #,SLC polygon area (ha),Ecodistrict area (ha),Latitude,Longitude,2009-2018  tame hay (mixed) yield (kg/ha)
956005,956,"8,669","515,962",49.657109,-125.077876,4196
956007,956,"60,716","515,962",49.348015,-124.478625,4196
956009,956,"8,559","515,962",49.305938,-124.161592,4196
956010,956,"39,902","515,962",49.214543,-123.988965,4196
956013,956,"13,155","515,962",49.067013,-123.805158,4196
956015,956,"7,106","515,962",48.9224,-123.716938,4196
956016,956,"10,033","515,962",48.772823,-123.831177,4196
956017,956,"5,821","515,962",48.834476,-123.720088,4196
956018,956,"15,675","515,962",48.767181,-123.721529,4196
956019,956,"8,868","515,962",48.804251,-123.614176,4196
956020,956,"16,202","515,962",48.622342,-123.678787,4196
956021,956,"11,422","515,962",48.668044,-123.434099,4196
956022,956,"18,135","515,962",48.533704,-123.546011,4196
956023,956,"9,055","515,962",48.562754,-123.438064,4196
956024,956,"5,430","515,962",48.573791,-123.385711,4196
956025,956,"11,208","515,962",48.398895,-123.480366,4196
956026,956,"13,572","515,962",48.378896,-123.40621,4196
956027,956,"37,080","515,962",48.312606,-123.587734,4196
956028,956,"42,100","515,962",48.412401,-123.272883,4196
957008,957,"17,674","640,812",49.624443,-124.783382,4196
957011,957,"22,957","640,812",49.555015,-124.632313,4196
957012,957,"6,291","640,812",49.497142,-124.750642,4196
957014,957,"44,854","640,812",49.240725,-123.722106,4196
957015,957,"166,040","640,812",49.051917,-123.385639,4196
957017,957,"27,144","640,812",48.836163,-123.47847,4196
957018,957,"7,206","640,812",48.742428,-123.493661,4196
958001,958,"42,211","260,977",50.045304,-124.774812,4196
958003,958,"21,544","260,977",49.794202,-124.467786,4196
958006,958,"16,538","260,977",49.667258,-124.01317,4196
958009,958,"23,277","260,977",49.533566,-123.676274,4196
958011,958,"19,873","260,977",49.407161,-123.595562,4196
959001,959,"12,900","376,785",49.36909,-123.003208,4196
959002,959,"37,385","376,785",49.257244,-123.068165,4196
959004,959,"25,127","376,785",49.152319,-123.186692,4196
959005,959,"31,257","376,785",49.246264,-122.341798,4196
959006,959,"10,501","376,785",49.178933,-123.023028,4196
959007,959,"5,149","376,785",49.315507,-122.651007,4196
959008,959,"6,577","376,785",49.255108,-122.684534,4196
959009,959,"7,686","376,785",49.190276,-122.619373,4196
959010,959,"37,716","376,785",49.037444,-122.793961,4196
959011,959,"3,726","376,785",49.124538,-122.974418,4196
959012,959,"17,060","376,785",49.050645,-123.033722,4196
959013,959,"12,260","376,785",49.208793,-122.536749,4196
959014,959,"8,922","376,785",49.090485,-122.783183,4196
959015,959,"28,617","376,785",49.083879,-122.528626,4196
959016,959,"2,601","376,785",49.24425,-122.237434,4196
959017,959,"6,148","376,785",49.289526,-121.949439,4196
959018,959,"4,066","376,785",49.159386,-122.306539,4196
959019,959,"36,688","376,785",49.195035,-121.961725,4196
959020,959,"11,061","376,785",49.038139,-122.325452,4196
959021,959,"7,279","376,785",49.213164,-122.082837,4196
959022,959,"3,662","376,785",49.089825,-122.294482,4196
959023,959,"7,623","376,785",49.092906,-122.19067,4196
959024,959,"10,548","376,785",49.114718,-122.027729,4196
959025,959,"4,513","376,785",49.075181,-122.110372,4196
959026,959,"5,391","376,785",49.027228,-122.19288,4196
959027,959,"4,423","376,785",49.06199,-122.024493,4196
959028,959,"10,113","376,785",49.074013,-121.956601,4196
960001,960,"4,593","32,227",49.157923,-121.769575,4196
962021,962,"20,440","642,928",54.951968,-127.129579,4196
969001,969,"15,913","827,818",55.842854,-122.006261,4196
969006,969,"48,009","827,818",55.706384,-121.950711,4196
969007,969,"19,899","827,818",55.636535,-122.16764,4196
969012,969,"16,418","827,818",55.180639,-121.76145,4196
969016,969,"14,710","827,818",55.136879,-121.049816,4196
971001,971,"7,561","284,620",54.940837,-127.374906,4196
972001,972,"6,029","1,502,873",54.942493,-127.27998,4196
972002,972,"52,323","1,502,873",54.62581,-127.081589,4196
972003,972,"21,289","1,502,873",54.791259,-127.066326,4196
972004,972,"52,896","1,502,873",54.614056,-126.814139,4196
972005,972,"31,905","1,502,873",54.637017,-126.962354,4196
972006,972,"26,897","1,502,873",54.574644,-126.657369,4196
972008,972,"59,887","1,502,873",54.441764,-126.400328,4196
972010,972,"52,829","1,502,873",54.302796,-125.853801,4196
972013,972,"42,903","1,502,873",54.118142,-126.540382,4196
972014,972,"64,015","1,502,873",54.013418,-126.434137,4196
972017,972,"104,414","1,502,873",54.097352,-125.363613,4196
972018,972,"227,616","1,502,873",53.786744,-125.791481,4196
972022,972,"22,378","1,502,873",54.067308,-124.843415,4196
972026,972,"20,648","1,502,873",54.007866,-124.74117,4196
972028,972,"60,705","1,502,873",54.006544,-124.343073,4196
972029,972,"35,250","1,502,873",54.051685,-124.128459,4196
972033,972,"14,766","1,502,873",53.729486,-124.725258,4196
974027,974,"34,838","2,046,341",53.481803,-123.208838,4196
974034,974,"68,160","2,046,341",53.105647,-123.793896,4196
974035,974,"25,435","2,046,341",53.294791,-123.177889,4196
974037,974,"93,751","2,046,341",52.952084,-123.266967,4196
974038,974,"73,389","2,046,341",53.033473,-122.997218,4196
974039,974,"80,795","2,046,341",52.904065,-123.495827,4196
974040,974,"135,774","2,046,341",52.844126,-122.767447,4196
976001,976,"114,350","731,962",52.609285,-122.223024,4196
976002,976,"52,489","731,962",52.346652,-122.117013,4196
976004,976,"5,995","731,962",52.469807,-121.946209,4196
976005,976,"108,957","731,962",52.168296,-121.670546,4196
976008,976,"72,443","731,962",52.142271,-121.270688,4196
976011,976,"45,076","731,962",51.962452,-121.034157,4196
976012,976,"34,887","731,962",51.819572,-121.128027,4196
976013,976,"5,833","731,962",51.760529,-121.065196,4196
976014,976,"15,280","731,962",51.804344,-120.822918,4196
976015,976,"39,752","731,962",51.672114,-120.779868,4196
976016,976,"82,116","731,962",51.385453,-120.922096,4196
976017,976,"6,750","731,962",51.580209,-120.924571,4196
977006,977,"18,766","1,639,183",51.902516,-124.577762,4196
977010,977,"49,679","1,639,183",52.064118,-123.554429,4196
977015,977,"17,600","1,639,183",52.139077,-123.369259,4196
978001,978,"29,114","858,394",52.430867,-122.39579,4196
978002,978,"80,182","858,394",52.249276,-122.513164,4196
978004,978,"31,104","858,394",52.215325,-122.088941,4196
978006,978,"106,659","858,394",51.927309,-121.992655,4196
978007,978,"17,255","858,394",52.082832,-121.957492,4196
978008,978,"5,388","858,394",51.981524,-122.163598,4196
978009,978,"9,473","858,394",51.907851,-121.650455,4196
978010,978,"26,010","858,394",51.783386,-121.490833,4196
978014,978,"19,608","858,394",51.780584,-121.268001,4196
978020,978,"13,942","858,394",51.60637,-121.188613,4196
978022,978,"44,938","858,394",51.581879,-121.277787,4196
978023,978,"9,447","858,394",51.650508,-121.108922,4196
978024,978,"26,059","858,394",51.315566,-121.725763,4196
978025,978,"22,633","858,394",51.47276,-121.280633,4196
978026,978,"20,280","858,394",51.313141,-121.360241,4196
978027,978,"33,882","858,394",51.203416,-121.456465,4196
978030,978,"25,528","858,394",51.063072,-121.384369,4196
979002,979,"58,981","271,745",51.951838,-122.54329,4196
979003,979,"25,078","271,745",51.849696,-122.746426,4196
979004,979,"35,704","271,745",51.790613,-122.394723,4196
979005,979,"31,361","271,745",51.675421,-122.27555,4196
979007,979,"58,637","271,745",51.190996,-122.154168,4196
980051,980,"35,126","1,967,558",54.149428,-124.607641,4196
981011,981,"62,591","539,452",53.995188,-122.250375,4196
981014,981,"13,225","539,452",54.06121,-121.815522,4196
982010,982,"49,633","2,030,014",54.328657,-124.128693,4196
982016,982,"54,508","2,030,014",54.148743,-124.004791,4196
982021,982,"34,027","2,030,014",54.073881,-123.557898,4196
982022,982,"43,640","2,030,014",53.942679,-123.809157,4196
982024,982,"38,642","2,030,014",54.052155,-123.162798,4196
982025,982,"25,653","2,030,014",53.884468,-123.213763,4196
982026,982,"15,005","2,030,014",54.091372,-122.92043,4196
982027,982,"5,662","2,030,014",53.841305,-123.828951,4196
982028,982,"9,432","2,030,014",53.871686,-123.70342,4196
982029,982,"47,900","2,030,014",54.162903,-122.616901,4196
982030,982,"11,949","2,030,014",53.979454,-123.142105,4196
982034,982,"15,984","2,030,014",54.08602,-122.544833,4196
982035,982,"32,752","2,030,014",53.967809,-122.872221,4196
982036,982,"36,630","2,030,014",53.780201,-122.800925,4196
982038,982,"35,673","2,030,014",53.806202,-122.651064,4196
982039,982,"30,006","2,030,014",53.765197,-123.041597,4196
982040,982,"227,349","2,030,014",53.175382,-122.32878,4196
982041,982,"1,263","2,030,014",53.676755,-122.746306,4196
982042,982,"5,370","2,030,014",53.538794,-122.646684,4196
982043,982,"48,012","2,030,014",53.010577,-122.627192,4196
982044,982,"16,844","2,030,014",53.36165,-122.581452,4196
982045,982,"30,635","2,030,014",53.218493,-122.616323,4196
982046,982,"13,800","2,030,014",53.112676,-122.493959,4196
982047,982,"6,688","2,030,014",53.073355,-122.580441,4196
982048,982,"12,462","2,030,014",52.836544,-122.593863,4196
982049,982,"28,237","2,030,014",52.705137,-122.058504,4196
982050,982,"23,233","2,030,014",52.769321,-122.473449,4196
982051,982,"14,113","2,030,014",52.783099,-122.3729,4196
982054,982,"25,439","2,030,014",52.642472,-122.554883,4196
988012,988,"21,361","1,418,012",50.901137,-119.130544,4196
988014,988,"7,332","1,418,012",50.897695,-118.865096,4196
988015,988,"14,902","1,418,012",50.76237,-119.103544,4196
988016,988,"36,033","1,418,012",50.666123,-118.777338,4196
988018,988,"48,235","1,418,012",50.43327,-118.706076,4196
988019,988,"54,326","1,418,012",50.467245,-118.888923,4196
989007,989,"37,822","593,352",50.646811,-116.275619,4196
990002,990,"22,764","1,603,806",50.827057,-118.07416,4196
990013,990,"5,188","1,603,806",50.24618,-117.796166,4196
990015,990,"16,339","1,603,806",50.035329,-117.410047,4196
990016,990,"8,545","1,603,806",50.048318,-117.874875,4196
990020,990,"1,912","1,603,806",50.223885,-116.967494,4196
990022,990,"32,153","1,603,806",49.874337,-116.826289,4196
990031,990,"15,515","1,603,806",49.64792,-117.528114,4196
991001,991,"32,222","704,077",49.632769,-117.131083,4196
991002,991,"14,007","704,077",49.431732,-117.668447,4196
991003,991,"4,578","704,077",49.659019,-116.941984,4196
991004,991,"158,893","704,077",49.073837,-116.158907,4196
991005,991,"6,556","704,077",49.419725,-117.529931,4196
991006,991,"172,506","704,077",49.014223,-116.803696,4196
991008,991,"6,742","704,077",49.460257,-117.385043,4196
991011,991,"17,655","704,077",49.132825,-116.593196,4196
991013,991,"7,482","704,077",49.159621,-116.330373,4196
991014,991,"6,615","704,077",49.054379,-116.477754,4196
992002,992,"26,639","215,188",49.432827,-115.828063,4196
992005,992,"27,317","215,188",49.215519,-115.456339,4196
992006,992,"79,847","215,188",49.264559,-115.583005,4196
995006,995,"70,100","1,092,091",50.797073,-116.199801,4196
995024,995,"79,795","1,092,091",49.717355,-115.469552,4196
996011,996,"109,222","584,703",53.742488,-118.889444,4002
999021,999,"20,907","1,943,668",51.589321,-115.676522,3999
999022,999,"181,265","1,943,668",51.369944,-115.496527,3967
1001009,1001,"42,259","414,276",50.496701,-121.723824,4196
1001010,1001,"68,736","414,276",50.83415,-121.462224,4196
1001012,1001,"8,624","414,276",50.70924,-121.57321,4196
1001016,1001,"41,934","414,276",50.272918,-121.249436,4196
1002020,1002,"14,237","554,099",50.440832,-121.735966,4196
1004001,1004,"103,602","962,195",51.58479,-120.435543,4196
1004005,1004,"54,166","962,195",51.587548,-119.840248,4196
1004013,1004,"6,932","962,195",50.960759,-119.293137,4196
1004014,1004,"17,641","962,195",50.79111,-119.335833,4196
1004015,1004,"16,307","962,195",50.80512,-119.265765,4196
1004018,1004,"8,226","962,195",50.715644,-119.245086,4196
1004019,1004,"3,969","962,195",50.678069,-119.343912,4196
1004020,1004,"24,230","962,195",50.592572,-119.282757,4196
1004021,1004,"4,599","962,195",50.650631,-119.102015,4196
1004022,1004,"74,601","962,195",50.697062,-119.623225,4196
1004023,1004,"18,230","962,195",51.635897,-120.054605,4196
1004025,1004,"90,541","962,195",50.934601,-119.775049,4196
1004026,1004,"39,385","962,195",51.130436,-120.284504,4196
1004027,1004,"26,250","962,195",51.17275,-119.936462,4196
1004030,1004,"27,379","962,195",50.869824,-120.071033,4196
1005001,1005,"6,259","272,180",50.872472,-121.38964,4196
1005002,1005,"5,913","272,180",50.615193,-119.906156,4196
1005003,1005,"12,362","272,180",50.666496,-120.257145,4196
1005004,1005,"7,426","272,180",50.725164,-119.794661,4196
1005005,1005,"7,197","272,180",51.095544,-120.175717,4196
1005006,1005,"11,402","272,180",50.935992,-120.18625,4196
1005007,1005,"16,304","272,180",50.822748,-120.441857,4196
1005008,1005,"6,770","272,180",50.795685,-120.379411,4196
1005009,1005,"5,341","272,180",50.79453,-120.330912,4196
1005010,1005,"9,581","272,180",50.803112,-120.228993,4196
1005011,1005,"6,234","272,180",50.728522,-120.326679,4196
1005012,1005,"19,103","272,180",50.713731,-120.040388,4196
1005013,1005,"14,466","272,180",50.712322,-119.850149,4196
1005014,1005,"43,100","272,180",50.857841,-120.992846,4196
1005015,1005,"19,739","272,180",50.797482,-120.926455,4196
1005016,1005,"24,834","272,180",50.776516,-121.118829,4196
1005017,1005,"9,084","272,180",50.678045,-121.341012,4196
1005018,1005,"40,010","272,180",50.64577,-120.395772,4196
1005019,1005,"7,055","272,180",50.598661,-121.240736,4196
1006002,1006,"7,399","1,454,845",50.471934,-119.690862,4196
1006004,1006,"66,091","1,454,845",49.407445,-120.540222,4196
1006006,1006,"10,005","1,454,845",49.63948,-119.936983,4196
1006007,1006,"6,350","1,454,845",49.500022,-120.482166,4196
1006009,1006,"31,511","1,454,845",50.489361,-120.307803,4196
1006011,1006,"244,988","1,454,845",49.345187,-120.393018,4196
1006014,1006,"166,391","1,454,845",50.467624,-120.696023,4196
1006018,1006,"135,521","1,454,845",50.026604,-120.947584,4196
1006020,1006,"13,608","1,454,845",50.285423,-120.846387,4196
1006022,1006,"160,224","1,454,845",50.36415,-119.520074,4196
1006023,1006,"23,388","1,454,845",50.210548,-120.445827,4196
1006024,1006,"63,568","1,454,845",50.078597,-120.264181,4196
1006025,1006,"4,838","1,454,845",50.104533,-120.758697,4196
1006026,1006,"18,431","1,454,845",50.08853,-120.631236,4196
1006027,1006,"5,370","1,454,845",49.997264,-120.573508,4196
1006029,1006,"46,848","1,454,845",49.851201,-120.582423,4196
1007001,1007,"7,595","295,557",50.509234,-119.364308,4196
1007002,1007,"3,934","295,557",50.566556,-119.118956,4196
1007003,1007,"7,400","295,557",50.502617,-119.224777,4196
1007004,1007,"13,496","295,557",50.424884,-119.21732,4196
1007005,1007,"3,172","295,557",50.410806,-119.178172,4196
1007006,1007,"7,556","295,557",50.279411,-119.344791,4196
1007007,1007,"7,432","295,557",50.273875,-119.259055,4196
1007008,1007,"14,813","295,557",50.156662,-119.398614,4196
1007009,1007,"14,748","295,557",50.012166,-119.318066,4196
1007010,1007,"7,135","295,557",50.026481,-119.406675,4196
1007011,1007,"4,556","295,557",49.95916,-119.452136,4196
1007012,1007,"15,316","295,557",49.846771,-119.419243,4196
1007013,1007,"1,968","295,557",49.9287,-119.425906,4196
1007014,1007,"7,862","295,557",49.845544,-119.583208,4196
1007015,1007,"4,801","295,557",49.870104,-119.468757,4196
1007016,1007,"2,974","295,557",49.783192,-119.714725,4196
1007017,1007,"9,042","295,557",49.735647,-119.667482,4196
1007018,1007,"45,982","295,557",49.476025,-119.738418,4196
1007019,1007,"24,385","295,557",49.485518,-119.524928,4196
1007020,1007,"15,961","295,557",49.595707,-119.65949,4196
1007021,1007,"1,888","295,557",49.390273,-119.584579,4196
1007022,1007,"73,540","295,557",49.81575,-119.6729,4196
1008001,1008,"14,918","808,314",50.322599,-119.094545,4196
1008003,1008,"16,513","808,314",50.277707,-119.024883,4196
1008004,1008,"15,839","808,314",50.265907,-118.776415,4196
1008005,1008,"7,745","808,314",50.224519,-119.139281,4196
1008006,1008,"33,078","808,314",50.221443,-118.828654,4196
1008008,1008,"4,360","808,314",50.23019,-118.588581,4196
1008009,1008,"97,038","808,314",49.54777,-118.92422,4196
1008011,1008,"23,193","808,314",49.812946,-119.332718,4196
1008014,1008,"115,076","808,314",49.213613,-118.97277,4196
1008016,1008,"18,299","808,314",49.468733,-118.846768,4196
1008019,1008,"50,724","808,314",49.247789,-118.674559,4196
1008020,1008,"7,508","808,314",49.05092,-118.397112,4196
1008022,1008,"3,782","808,314",49.152378,-118.455485,4196
1009007,1009,"38,495","459,288",49.130528,-120.054501,4196
1009011,1009,"28,010","459,288",49.269918,-119.752697,4196
1009013,1009,"5,940","459,288",49.203817,-119.793651,4196
1009014,1009,"14,942","459,288",49.126087,-119.670742,4196
1009017,1009,"11,575","459,288",49.081759,-119.786598,4196
1009018,1009,"5,595","459,288",49.013578,-119.687272,4196
1010001,1010,"16,024","72,589",49.342047,-119.641124,4196
1010002,1010,"7,847","72,589",49.212642,-119.546889,4196
1010003,1010,"30,115","72,589",49.147768,-119.42869,4196
1010004,1010,"9,839","72,589",49.084516,-119.509578,4196
1010005,1010,"8,764","72,589",49.037042,-119.569281,4196
1011001,1011,"2,931","50,696",49.027353,-119.29836,4196
1011002,1011,"28,708","50,696",49.034076,-118.978561,4196
1011003,1011,"6,605","50,696",49.021833,-118.588756,4196
1011004,1011,"12,452","50,696",49.039766,-118.463688,4196
1012002,1012,"174,767","799,242",49.520857,-118.438853,4196
