Table 3. SLC polygons (2011) to be modelled in the Holos V4 simulations,,,,Polygon centroid coordinates,,Final yield (SAD/Interpolated 2009-2018 avg.)
SLC polygon #,Ecodistrict #,SLC polygon area (ha),Ecodistrict area (ha),Latitude,Longitude,2009-2018  tame hay (mixed) yield (kg/ha)
516014,516,"47,163","3,348,598",45.470183,-60.917417,5052
516015,516,"11,984","3,348,598",45.509374,-61.106506,5052
516019,516,"27,725","3,348,598",45.471702,-61.325866,5052
516021,516,"29,398","3,348,598",45.373134,-61.313496,5058
516028,516,"14,318","3,348,598",45.205959,-61.67222,5052
516033,516,"48,301","3,348,598",44.967514,-61.852994,5079
516034,516,"48,937","3,348,598",44.849049,-62.306351,5060
516038,516,"132,976","3,348,598",44.684635,-62.77341,5052
516040,516,"22,499","3,348,598",44.61425,-63.04844,5064
516042,516,"19,067","3,348,598",44.601348,-63.19523,5071
516043,516,"18,326","3,348,598",44.554094,-63.243359,5054
516045,516,"28,696","3,348,598",44.522246,-63.3183,5052
516046,516,"48,206","3,348,598",44.524116,-63.444238,5052
516047,516,"132,625","3,348,598",44.40996,-63.665184,5056
516049,516,"37,544","3,348,598",44.395728,-63.902338,5052
516050,516,"19,449","3,348,598",44.496051,-64.054639,5052
516051,516,"46,455","3,348,598",44.405184,-64.157602,5052
516052,516,"107,119","3,348,598",44.192299,-64.249524,5052
516053,516,"337,409","3,348,598",44.516706,-66.352822,5052
516055,516,"5,528","3,348,598",44.167665,-64.565629,5052
516056,516,"21,182","3,348,598",44.454769,-66.012097,5052
516057,516,"72,106","3,348,598",43.994754,-64.590241,5052
516059,516,"46,149","3,348,598",44.129053,-66.220287,5052
516061,516,"40,069","3,348,598",43.638929,-65.979291,5052
516063,516,"43,351","3,348,598",43.900961,-66.196967,5052
516064,516,"5,252","3,348,598",43.833548,-65.847685,5052
516065,516,"55,679","3,348,598",43.686143,-65.727613,5052
516066,516,"3,791","3,348,598",43.828529,-65.969059,5052
516067,516,"6,253","3,348,598",43.774673,-65.989293,5052
516068,516,"23,039","3,348,598",43.709348,-66.207599,5052
516070,516,"12,827","3,348,598",43.680668,-66.120224,5054
516072,516,"3,170","3,348,598",43.711951,-66.019035,5052
517001,517,"16,055","338,841",45.324963,-63.268741,5052
517003,517,"123,646","338,841",45.073656,-63.05295,5052
517004,517,"6,116","338,841",45.222874,-62.996909,5052
517005,517,"14,572","338,841",45.222593,-63.538551,5052
517006,517,"5,569","338,841",45.202103,-63.171995,5052
517007,517,"33,471","338,841",45.281216,-63.701531,5052
517008,517,"12,664","338,841",45.108351,-63.344125,5052
517009,517,"11,909","338,841",45.173429,-63.54443,5052
517010,517,"58,342","338,841",45.063272,-63.899371,5052
517011,517,"24,757","338,841",45.155858,-63.912212,5052
517012,517,"7,246","338,841",45.075978,-63.605469,5052
517013,517,"2,608","338,841",45.176093,-64.07192,5052
517014,517,"9,189","338,841",45.071361,-64.211394,5052
517015,517,"6,680","338,841",44.9886,-64.131915,5052
518001,518,"11,936","168,203",45.182938,-64.365469,5052
518002,518,"6,435","168,203",45.145505,-64.29761,5052
518003,518,"5,470","168,203",45.083116,-64.321488,5052
518004,518,"17,644","168,203",45.085391,-64.568432,5052
518005,518,"4,142","168,203",45.105941,-64.386049,5052
518006,518,"6,836","168,203",45.101327,-64.669707,5052
518007,518,"1,310","168,203",45.113538,-64.452589,5052
518008,518,"20,363","168,203",45.021294,-64.446358,5052
518009,518,"7,648","168,203",45.037379,-64.841221,5052
518010,518,"2,753","168,203",45.02667,-64.727552,5052
518011,518,"16,573","168,203",44.964132,-64.959378,5052
518012,518,"3,609","168,203",44.965707,-64.87061,5052
518013,518,"5,392","168,203",44.956707,-64.824067,5052
518014,518,"5,509","168,203",44.941246,-65.118786,5052
518015,518,"10,590","168,203",44.882364,-65.016588,5052
518016,518,"10,386","168,203",44.8063,-65.37671,5052
518017,518,"4,630","168,203",44.861292,-65.154209,5052
518018,518,"26,976","168,203",44.66741,-65.64209,5052
519001,519,"21,029","482,391",45.318596,-61.640781,5052
519003,519,"32,676","482,391",45.142228,-61.829568,5052
519004,519,"128,082","482,391",45.025349,-62.697378,5052
519012,519,"20,285","482,391",45.18985,-62.927148,5052
519016,519,"36,840","482,391",45.009222,-62.890954,5052
519018,519,"54,441","482,391",44.839864,-63.226814,5052
519021,519,"46,084","482,391",44.712527,-63.454001,5052
520001,520,"6,276","130,129",45.112226,-63.669579,5052
520002,520,"21,335","130,129",44.933602,-63.3871,5052
520003,520,"43,583","130,129",44.93243,-63.685212,5052
520005,520,"13,840","130,129",45.00137,-63.886984,5052
520006,520,"34,223","130,129",44.926316,-63.899491,5052
521002,521,"6,155","328,016",46.888441,-60.492887,5052
521004,521,"32,810","328,016",46.478911,-60.397733,5052
521005,521,"20,306","328,016",46.297246,-60.495138,5052
521006,521,"7,705","328,016",46.029577,-61.147572,5052
521007,521,"3,977","328,016",45.991215,-61.071194,5052
521008,521,"95,174","328,016",47.069167,-60.472904,5052
521009,521,"146,695","328,016",46.532462,-60.466904,5052
522001,522,"6,776","292,173",46.331673,-61.036242,5052
522002,522,"1,560","292,173",46.304839,-61.027663,5052
522003,522,"12,172","292,173",46.33931,-61.266895,5082
522004,522,"8,759","292,173",46.236205,-61.215538,5055
522005,522,"6,393","292,173",46.274944,-61.331216,5120
522007,522,"4,165","292,173",46.170765,-61.215828,5052
522008,522,"25,594","292,173",46.16712,-61.468211,5131
522009,522,"1,376","292,173",46.168024,-61.32058,5058
522010,522,"7,838","292,173",46.123881,-61.224315,5052
522011,522,"8,058","292,173",46.086793,-61.356206,5052
522012,522,"11,326","292,173",46.024934,-61.260479,5052
522013,522,"16,917","292,173",46.060511,-61.482927,5052
522014,522,"72,869","292,173",45.967047,-61.629585,5052
522015,522,"35,661","292,173",45.870849,-61.338017,5052
522016,522,"5,281","292,173",46.003491,-61.403613,5052
522018,522,"4,903","292,173",46.623076,-61.008548,5052
522020,522,"8,701","292,173",46.548581,-61.098546,5052
522021,522,"7,294","292,173",46.490152,-61.145349,5052
522022,522,"15,410","292,173",46.395196,-61.135367,5060
522023,522,"8,310","292,173",46.151065,-61.170883,5052
523001,523,"33,764","477,771",46.380321,-60.239615,5053
523003,523,"39,450","477,771",46.26052,-60.014199,5052
523004,523,"31,412","477,771",46.194179,-59.888568,5052
523005,523,"33,180","477,771",46.115676,-59.826902,5068
523006,523,"4,907","477,771",46.333261,-60.381845,5052
523007,523,"29,137","477,771",46.142355,-60.578604,5052
523008,523,"8,232","477,771",46.132206,-60.138754,5052
523009,523,"6,379","477,771",46.271109,-60.630016,5052
523010,523,"5,749","477,771",46.19329,-60.326972,5052
523011,523,"8,257","477,771",46.117899,-60.326668,5052
523012,523,"17,150","477,771",46.070205,-60.153934,5052
523014,523,"2,704","477,771",46.132315,-60.291933,5052
523015,523,"6,768","477,771",46.048449,-60.3393,5052
523016,523,"6,462","477,771",46.167259,-60.713859,5052
523017,523,"12,032","477,771",45.902661,-60.399686,5052
523018,523,"6,571","477,771",46.194969,-60.771311,5052
523019,523,"3,072","477,771",46.187814,-60.933473,5052
523020,523,"8,329","477,771",46.11247,-60.815232,5052
523022,523,"7,113","477,771",46.080799,-60.941184,5052
523023,523,"11,386","477,771",46.034448,-60.80587,5052
523025,523,"59,739","477,771",45.909077,-61.091954,5052
523027,523,"2,860","477,771",45.986734,-60.839191,5052
523028,523,"2,088","477,771",45.946417,-60.841508,5052
523029,523,"4,762","477,771",45.791522,-60.587616,5052
523030,523,"23,315","477,771",45.761343,-60.79363,5052
523031,523,"18,975","477,771",45.755763,-60.978481,5052
523032,523,"11,530","477,771",45.723707,-60.877645,5052
523033,523,"17,164","477,771",45.709407,-61.150561,5052
523035,523,"5,590","477,771",45.755918,-61.338386,5052
523036,523,"3,535","477,771",45.61053,-61.205038,5052
523037,523,"3,701","477,771",45.698433,-61.345093,5052
523038,523,"3,946","477,771",45.647779,-61.213805,5052
523039,523,"12,084","477,771",45.612158,-61.315483,5052
523040,523,"3,322","477,771",45.674567,-61.433951,5052
524001,524,"32,371","108,287",46.057079,-60.501747,5052
524002,524,"32,302","108,287",45.923282,-60.642921,5052
524003,524,"36,560","108,287",45.843189,-60.639935,5052
525001,525,"39,716","201,722",45.936585,-61.881358,5052
525002,525,"16,847","201,722",45.880221,-62.052254,5069
525003,525,"31,924","201,722",45.784779,-61.854742,5052
525004,525,"45,404","201,722",45.709533,-61.700519,5052
525005,525,"8,760","201,722",45.649961,-61.561706,5052
525006,525,"5,212","201,722",45.78181,-62.008249,5052
525007,525,"12,158","201,722",45.639601,-61.893464,5052
525008,525,"23,438","201,722",45.519889,-61.845335,5052
525009,525,"16,014","201,722",45.546096,-61.986862,5052
525010,525,"1,004","201,722",45.578244,-62.041932,5052
525011,525,"1,245","201,722",45.569165,-62.106834,5052
526001,526,"17,552","17,552",45.814175,-61.117345,5052
527001,527,"4,257","124,898",45.680601,-61.976956,5052
527002,527,"47,116","124,898",45.592876,-62.178835,5052
527003,527,"3,818","124,898",45.670374,-62.05219,5052
527004,527,"3,238","124,898",45.576975,-62.34726,5052
527005,527,"2,129","124,898",45.598772,-62.34259,5052
527006,527,"20,295","124,898",45.472846,-62.223574,5052
527007,527,"14,819","124,898",45.426496,-62.50948,5052
527008,527,"15,376","124,898",45.483838,-62.471513,5052
527009,527,"5,506","124,898",45.429093,-62.330926,5052
527010,527,"3,113","124,898",45.407716,-62.210474,5052
528001,528,"3,992","162,742",45.638664,-63.482215,5052
528002,528,"1,398","162,742",45.641319,-63.560379,5052
528003,528,"10,713","162,742",45.622952,-63.712805,5052
528004,528,"1,224","162,742",45.591977,-63.818709,5052
528006,528,"31,413","162,742",45.574683,-64.205224,5052
528007,528,"2,926","162,742",45.76734,-64.217063,5052
528008,528,"11,930","162,742",45.69481,-64.141097,5052
528009,528,"3,151","162,742",45.623096,-64.098401,5052
528010,528,"37,734","162,742",45.585312,-64.511654,5052
528012,528,"5,210","162,742",45.645836,-64.178617,5052
528013,528,"35,426","162,742",45.485039,-64.515946,5052
528014,528,"3,998","162,742",45.556991,-64.295511,5052
529003,529,"23,605","96,174",45.537622,-61.497549,5052
529006,529,"18,297","96,174",45.387808,-61.706059,5052
529007,529,"7,740","96,174",45.417306,-61.461849,5052
529008,529,"20,216","96,174",45.412061,-61.609429,5052
529009,529,"4,940","96,174",45.424277,-61.803433,5052
529010,529,"5,123","96,174",45.402118,-61.884855,5052
530001,530,"6,565","161,040",45.610529,-62.950597,5052
530002,530,"8,148","161,040",45.624243,-63.180366,5052
530003,530,"9,382","161,040",45.56485,-63.088889,5052
530004,530,"3,390","161,040",45.571931,-63.146896,5052
530007,530,"129,865","161,040",45.525772,-63.721718,5052
531001,531,"23,968","252,745",45.294456,-61.969223,5052
531002,531,"1,733","252,745",45.403087,-62.044702,5052
531004,531,"7,429","252,745",45.362745,-62.03048,5052
531006,531,"2,259","252,745",45.362352,-61.980561,5052
531007,531,"58,088","252,745",45.332302,-62.265733,5052
531008,531,"13,889","252,745",45.469665,-62.675871,5052
531009,531,"13,367","252,745",45.509875,-62.83895,5052
531011,531,"35,671","252,745",45.430502,-62.944425,5052
531012,531,"5,867","252,745",45.39106,-62.670871,5052
531014,531,"3,895","252,745",45.400459,-62.845816,5052
531017,531,"3,563","252,745",45.318724,-62.876247,5052
531018,531,"13,832","252,745",45.424798,-63.221823,5052
531019,531,"17,267","252,745",45.285732,-63.008297,5052
531021,531,"18,772","252,745",45.451827,-63.593999,5052
531022,531,"3,800","252,745",45.44658,-63.794663,5052
534001,534,"69,527","535,001",46.994548,-63.908011,5599
534002,534,"56,273","535,001",46.7847,-64.135574,5599
534003,534,"52,839","535,001",46.707632,-64.326688,5599
534004,534,"116,374","535,001",46.924255,-64.410591,5599
534005,534,"213,610","535,001",46.562043,-64.067553,5599
534008,534,"7,817","535,001",46.583155,-63.779626,5599
534009,534,"2,982","535,001",46.595488,-63.835026,5599
534010,534,"14,440","535,001",46.534869,-63.926141,5599
535001,535,"125,542","125,542",46.20122,-63.6,5599
536001,536,"399,592","994,670",46.307992,-61.975961,5599
536002,536,"2,337","994,670",46.404988,-62.048545,5599
536003,536,"110,261","994,670",46.372242,-62.661012,5599
536004,536,"159,394","994,670",46.514634,-63.143559,5599
536005,536,"5,286","994,670",46.357512,-62.306525,5599
536006,536,"1,959","994,670",46.454716,-62.691081,5599
536007,536,"1,509","994,670",46.433898,-62.792064,5599
536008,536,"135,872","994,670",46.152042,-62.455672,5599
536009,536,"1,997","994,670",46.416382,-62.969731,5599
536010,536,"2,349","994,670",46.499687,-63.419853,5599
536011,536,"2,121","994,670",46.430464,-63.218936,5599
536012,536,"55,043","994,670",46.198296,-62.963821,5599
536013,536,"18,657","994,670",46.27163,-63.172071,5599
536014,536,941,"994,670",46.046606,-62.494199,5599
536015,536,"89,769","994,670",45.977592,-62.930551,5599
536016,536,"7,583","994,670",46.071114,-62.990265,5599
537001,537,"23,429","158,252",46.525825,-63.550915,5599
537002,537,"16,079","158,252",46.270032,-63.324361,5599
537003,537,"42,086","158,252",46.318934,-63.418673,5599
537004,537,"7,052","158,252",46.342641,-63.561666,5599
537005,537,"69,607","158,252",46.096098,-63.321411,5599
538001,538,"32,402","32,402",46.104926,-62.742056,5599
539001,539,"42,765","121,285",47.698724,-61.512025,5398
539003,539,"6,582","121,285",47.505478,-61.696475,5410
539004,539,"16,046","121,285",47.391309,-61.749243,5416
539005,539,"9,664","121,285",47.38269,-61.917163,5416
539006,539,"29,316","121,285",47.279486,-61.82719,5416
539007,539,"3,875","121,285",47.309731,-61.99065,5417
539008,539,"7,618","121,285",47.232232,-61.994193,5416
540001,540,"69,285","1,904,072",47.369864,-70.113249,5416
540002,540,"1,518","1,904,072",47.446029,-69.955678,5416
540003,540,"44,844","1,904,072",47.277725,-70.303592,5416
540004,540,"10,079","1,904,072",47.10076,-70.27443,5416
540005,540,"21,484","1,904,072",47.097005,-70.370841,5416
540006,540,"20,466","1,904,072",47.145582,-70.513293,5416
540007,540,"2,404","1,904,072",46.98196,-70.482277,5416
540008,540,"3,706","1,904,072",46.86714,-70.640934,5416
540009,540,"6,423","1,904,072",46.799361,-70.764804,5416
540010,540,"2,856","1,904,072",46.73492,-71.606647,5416
540011,540,"35,241","1,904,072",46.500625,-71.513594,5416
540012,540,"11,127","1,904,072",46.594898,-71.270358,5416
540014,540,"12,290","1,904,072",46.622832,-71.656471,5416
540015,540,"3,176","1,904,072",46.538277,-71.079623,5416
540016,540,"8,418","1,904,072",46.797643,-72.497124,5416
540017,540,"25,968","1,904,072",46.570051,-72.197496,5416
540018,540,"50,381","1,904,072",46.43753,-71.352122,5416
540019,540,"35,137","1,904,072",46.506779,-72.120194,5416
540020,540,"12,692","1,904,072",46.575585,-71.7261,5416
540021,540,"14,364","1,904,072",46.63003,-72.04825,5416
540022,540,"7,625","1,904,072",46.434684,-71.115721,5416
540023,540,"2,302","1,904,072",46.533505,-71.529243,5416
540024,540,"6,736","1,904,072",46.711413,-72.594423,5416
540025,540,"50,124","1,904,072",46.473424,-71.836504,5416
540027,540,"7,336","1,904,072",46.662943,-72.641627,5416
540028,540,"8,541","1,904,072",46.607125,-72.386259,5416
540029,540,"8,613","1,904,072",46.576362,-72.478548,5416
540030,540,"16,418","1,904,072",46.579399,-72.583913,5416
540031,540,"2,657","1,904,072",46.431903,-71.668111,5416
540032,540,"2,860","1,904,072",46.391911,-71.566235,5416
540033,540,"18,282","1,904,072",46.49501,-72.716707,5416
540034,540,"8,621","1,904,072",46.464737,-72.408335,5416
540035,540,"231,628","1,904,072",45.89041,-72.28296,5416
540036,540,"20,133","1,904,072",46.480445,-72.526558,5416
540037,540,"18,556","1,904,072",46.445794,-72.36053,5416
540039,540,"3,506","1,904,072",46.379923,-71.803435,5416
540040,540,"10,143","1,904,072",46.302505,-71.685475,5416
540041,540,"2,356","1,904,072",46.322935,-71.606681,5416
540042,540,"23,235","1,904,072",46.276484,-72.162053,5416
540043,540,"4,491","1,904,072",46.526367,-72.804513,5416
540044,540,"13,201","1,904,072",46.323829,-72.492326,5416
540045,540,"21,673","1,904,072",46.196611,-71.753143,5416
540046,540,"18,961","1,904,072",46.332489,-72.612586,5416
540047,540,"12,384","1,904,072",46.151855,-71.935555,5416
540048,540,"8,291","1,904,072",46.465097,-72.923993,5416
540049,540,"4,588","1,904,072",46.279841,-72.077545,5416
540050,540,"3,998","1,904,072",46.307463,-72.321384,5416
540051,540,"15,172","1,904,072",46.341479,-72.736593,5416
540052,540,"63,781","1,904,072",46.354188,-72.947938,5416
540053,540,"8,568","1,904,072",46.019824,-71.913603,5416
540054,540,"6,641","1,904,072",46.223697,-72.21891,5416
540055,540,"6,717","1,904,072",46.238591,-72.51158,5416
540056,540,"8,365","1,904,072",46.143539,-72.13967,5416
540057,540,"18,703","1,904,072",46.205771,-72.711547,5416
540058,540,"1,844","1,904,072",46.329328,-72.863134,5416
540059,540,"4,524","1,904,072",46.187385,-72.437289,5416
540060,540,"25,929","1,904,072",46.172143,-72.97288,5416
540061,540,"7,815","1,904,072",46.056943,-72.166868,5416
540062,540,"8,798","1,904,072",46.208127,-72.904558,5416
540063,540,"19,001","1,904,072",46.137076,-72.66684,5416
540064,540,"9,562","1,904,072",46.140173,-72.860508,5416
540065,540,"9,790","1,904,072",46.041059,-72.457114,5416
540066,540,"3,663","1,904,072",45.956397,-72.063275,5416
540067,540,"1,513","1,904,072",46.034705,-72.350128,5416
540068,540,"3,967","1,904,072",45.924097,-72.123148,5416
540069,540,"9,386","1,904,072",46.112987,-73.017186,5416
540070,540,"15,220","1,904,072",46.041404,-72.981346,5416
540071,540,"6,023","1,904,072",46.094202,-73.121452,5416
540072,540,"6,262","1,904,072",45.949666,-72.436754,5416
540073,540,"3,714","1,904,072",45.929843,-72.324093,5416
540074,540,"63,511","1,904,072",45.866561,-72.729158,5416
540075,540,"14,374","1,904,072",45.844135,-72.60512,5416
540076,540,"11,684","1,904,072",45.789932,-72.264708,5416
540077,540,"4,436","1,904,072",45.81893,-72.535897,5416
540078,540,"11,587","1,904,072",45.716789,-72.383954,5416
540079,540,"1,712","1,904,072",45.791791,-72.56874,5416
540080,540,"20,111","1,904,072",45.745802,-72.710553,5416
540081,540,"8,824","1,904,072",45.64915,-72.676866,5416
540082,540,"21,460","1,904,072",45.57019,-72.43305,5416
540083,540,"13,595","1,904,072",45.590002,-72.843691,5416
540084,540,"43,541","1,904,072",45.377709,-72.552209,5416
540085,540,"8,080","1,904,072",45.55815,-72.529869,5416
540086,540,"24,754","1,904,072",45.475867,-72.719768,5416
540087,540,"15,524","1,904,072",45.515969,-72.801384,5416
540088,540,"18,217","1,904,072",45.340452,-72.711448,5416
540089,540,"7,591","1,904,072",45.396896,-72.911668,5416
540090,540,"1,824","1,904,072",45.433895,-72.890119,5416
540091,540,"20,081","1,904,072",45.259628,-72.971544,5416
540092,540,"13,332","1,904,072",45.324224,-72.935878,5416
540093,540,"47,112","1,904,072",45.13853,-72.911259,5416
540094,540,"23,580","1,904,072",46.631924,-71.461181,5416
540095,540,"10,360","1,904,072",46.611692,-71.041879,5416
540096,540,"10,076","1,904,072",46.637151,-71.213761,5416
540097,540,"10,771","1,904,072",47.061824,-70.606246,5416
540098,540,"25,243","1,904,072",46.929794,-70.61603,5416
540099,540,"18,279","1,904,072",46.992104,-70.707987,5416
540100,540,"11,353","1,904,072",47.011496,-70.95083,5416
540101,540,"23,861","1,904,072",46.972515,-70.863019,5416
540102,540,"28,302","1,904,072",46.814299,-71.037622,5416
540103,540,"7,230","1,904,072",46.895954,-71.025174,5416
540104,540,"10,887","1,904,072",46.785209,-70.854035,5416
540105,540,"30,646","1,904,072",46.759118,-71.439447,5416
540106,540,"5,080","1,904,072",46.761242,-71.00938,5416
540107,540,"11,329","1,904,072",46.671923,-70.957736,5416
540109,540,"20,532","1,904,072",46.538861,-70.945325,5416
540110,540,"15,447","1,904,072",46.683625,-71.138958,5416
540111,540,"2,268","1,904,072",46.730957,-71.065334,5416
540112,540,"11,677","1,904,072",46.752296,-71.904651,5416
540113,540,"12,300","1,904,072",46.75402,-72.389577,5416
540114,540,"7,782","1,904,072",46.750239,-71.797562,5416
540115,540,"16,633","1,904,072",46.669647,-71.734784,5416
540116,540,"11,727","1,904,072",46.708083,-72.03631,5416
541001,541,"3,923","1,292,531",46.241825,-73.408379,5416
541002,541,"11,011","1,292,531",46.131749,-73.474606,5416
541003,541,"23,034","1,292,531",45.954224,-72.807314,5416
541004,541,"30,875","1,292,531",45.952582,-73.313345,5416
541005,541,"8,458","1,292,531",45.941243,-72.972354,5416
541006,541,"13,002","1,292,531",45.893921,-73.216722,5416
541007,541,"8,253","1,292,531",46.080777,-73.575659,5416
541008,541,"65,567","1,292,531",45.75818,-73.063288,5416
541009,541,"66,830","1,292,531",45.682611,-73.86828,5416
541010,541,"3,994","1,292,531",45.925998,-73.088174,5416
541011,541,"228,734","1,292,531",45.438465,-73.004744,5416
541012,541,"34,518","1,292,531",45.922843,-73.626004,5416
541013,541,"32,351","1,292,531",45.787842,-73.485019,5416
541014,541,"10,070","1,292,531",45.658377,-73.312345,5416
541015,541,"6,281","1,292,531",45.779825,-73.894169,5416
541016,541,"17,789","1,292,531",45.736112,-73.902049,5416
541017,541,"13,770","1,292,531",45.623661,-73.562752,5416
541018,541,"2,700","1,292,531",45.677143,-73.579799,5416
541019,541,"22,305","1,292,531",45.603238,-73.726234,5416
541020,541,"11,539","1,292,531",45.507258,-73.498709,5416
541021,541,"1,755","1,292,531",45.545347,-73.16907,5416
541023,541,"3,181","1,292,531",45.545596,-73.334144,5416
541024,541,"4,524","1,292,531",45.684306,-74.05655,5416
541025,541,"11,440","1,292,531",45.346011,-73.184176,5416
541026,541,"53,084","1,292,531",45.603335,-74.218177,5416
541027,541,"2,047","1,292,531",45.460622,-73.079054,5416
541028,541,"10,784","1,292,531",45.583157,-73.911999,5416
541029,541,"2,911","1,292,531",45.639048,-74.056531,5416
541030,541,"10,314","1,292,531",45.425441,-73.43394,5416
541031,541,"26,247","1,292,531",45.459222,-73.813653,5416
541032,541,"3,040","1,292,531",45.536659,-73.849045,5416
541033,541,"10,220","1,292,531",45.468479,-74.039353,5416
541034,541,"7,866","1,292,531",45.525773,-74.068385,5416
541035,541,"9,103","1,292,531",45.631905,-74.549007,5416
541036,541,"4,499","1,292,531",45.584925,-74.352713,5416
541037,541,"3,450","1,292,531",45.492842,-73.90708,5416
541038,541,"24,034","1,292,531",45.256942,-73.137472,5416
541039,541,"26,355","1,292,531",45.351086,-73.711541,5416
541040,541,"11,900","1,292,531",45.489851,-74.31295,5416
541041,541,"37,910","1,292,531",45.218498,-73.490284,5416
541042,541,"7,987","1,292,531",45.426087,-74.202092,5416
541043,541,"17,941","1,292,531",45.335924,-74.096458,5416
541044,541,"9,130","1,292,531",45.367296,-73.915091,5416
541045,541,"54,020","1,292,531",45.197949,-74.378268,5529
541046,541,"5,382","1,292,531",45.444863,-74.304632,5416
541047,541,"17,186","1,292,531",45.133348,-73.098733,5416
541048,541,"43,574","1,292,531",45.220288,-73.852405,5416
541049,541,"22,293","1,292,531",45.350309,-74.324567,5416
541050,541,"9,054","1,292,531",45.278567,-74.000566,5416
541051,541,"2,026","1,292,531",45.246204,-73.699548,5416
541052,541,"1,700","1,292,531",45.180352,-73.380884,5416
541053,541,"18,279","1,292,531",45.139821,-73.608106,5416
541054,541,"5,678","1,292,531",45.174675,-73.724359,5416
541055,541,"12,917","1,292,531",45.05056,-73.235027,5416
541056,541,"3,100","1,292,531",45.27994,-74.125513,5416
541057,541,"14,507","1,292,531",45.291185,-74.432726,5529
541058,541,"4,207","1,292,531",45.240885,-74.11093,5416
541059,541,"21,075","1,292,531",45.060653,-73.520413,5416
541060,541,"13,286","1,292,531",45.184465,-74.122435,5416
541061,541,"35,482","1,292,531",45.079043,-73.932824,5416
541062,541,"4,721","1,292,531",45.144149,-74.225858,5416
541063,541,"11,005","1,292,531",45.125051,-74.355729,5416
541064,541,"9,416","1,292,531",45.086463,-74.263709,5416
541065,541,"5,083","1,292,531",45.119844,-74.03357,5416
541066,541,"17,146","1,292,531",45.06939,-74.192341,5416
541067,541,"11,990","1,292,531",45.021422,-73.900708,5416
541068,541,"5,601","1,292,531",45.078708,-74.395473,5416
541069,541,"8,193","1,292,531",45.016895,-74.212835,5416
542001,542,"62,234","141,114",45.764798,-76.959533,5642
542002,542,"25,161","141,114",45.630133,-76.831867,5642
542003,542,"19,575","141,114",45.665843,-76.982456,5642
542004,542,"34,143","141,114",45.492421,-76.703464,5642
543001,543,"27,617","233,751",45.606144,-74.885303,5642
543002,543,"5,228","233,751",45.652382,-74.890178,5416
543003,543,"40,783","233,751",45.371522,-75.099751,5642
543004,543,"5,298","233,751",45.634521,-75.038233,5416
543005,543,"37,937","233,751",45.511122,-75.13397,5642
543006,543,"7,136","233,751",45.489962,-74.829605,5642
543007,543,"13,655","233,751",45.549928,-75.350277,5416
543008,543,"21,192","233,751",45.46622,-74.937952,5642
543009,543,"20,090","233,751",45.4234,-75.395687,5642
543010,543,"15,728","233,751",45.334408,-75.519654,5642
543011,543,"2,270","233,751",45.402263,-75.491117,5642
543012,543,"36,815","233,751",45.259844,-75.302617,5642
544001,544,"9,472","187,821",45.516543,-74.46686,5642
544002,544,"10,753","187,821",45.512352,-74.609406,5642
544003,544,"90,560","187,821",45.194267,-75.136909,5642
544004,544,"17,745","187,821",45.281113,-74.87405,5642
544005,544,"4,028","187,821",45.292077,-75.009302,5642
544006,544,"1,602","187,821",45.30159,-75.580707,5642
544007,544,"5,675","187,821",45.309606,-75.625421,5642
544008,544,"14,741","187,821",45.154912,-75.261315,5642
544009,544,"10,243","187,821",45.235639,-75.488196,5642
544010,544,"8,397","187,821",45.176021,-75.401727,5642
544011,544,"8,923","187,821",45.218238,-75.635145,5642
544012,544,"5,683","187,821",45.175296,-75.578436,5642
545001,545,"29,228","154,539",45.406708,-75.654506,5642
545002,545,"26,349","154,539",45.454118,-76.05009,5642
545003,545,"18,366","154,539",45.376455,-76.040827,5642
545004,545,"14,634","154,539",45.419798,-76.434272,5642
545005,545,"15,897","154,539",45.384555,-76.312743,5642
545006,545,"50,065","154,539",45.206636,-75.804667,5642
546001,546,"4,431","217,975",45.53709,-74.422164,5642
546002,546,"22,452","217,975",45.40721,-74.590507,5642
546003,546,"5,469","217,975",45.458724,-74.490159,5642
546004,546,"9,243","217,975",45.356004,-74.502706,5529
546005,546,"134,991","217,975",45.174664,-74.797779,5642
546006,546,"35,183","217,975",44.972876,-75.161436,5642
546007,546,"6,205","217,975",44.812054,-75.381826,5642
547001,547,"14,840","480,736",45.254987,-76.271843,5642
547002,547,"27,336","480,736",45.017218,-75.560667,5642
547003,547,"18,232","480,736",45.0559,-75.659773,5642
547004,547,"37,464","480,736",44.956416,-76.272499,5642
547005,547,"37,813","480,736",44.861928,-75.61794,5642
547006,547,"12,584","480,736",44.85858,-75.56254,5642
547007,547,"11,616","480,736",44.87251,-75.910622,5642
547008,547,"6,488","480,736",44.783744,-75.67685,5642
547009,547,"8,210","480,736",44.734018,-76.299151,5642
547010,547,"287,578","480,736",44.730833,-76.04242,5642
547011,547,"18,574","480,736",44.653162,-75.653225,5642
548001,548,"10,608","10,608",45.024363,-74.53713,5416
549001,549,"42,680","104,764",44.465812,-75.8423,5642
549002,549,"17,469","104,764",44.530776,-76.185319,5642
549003,549,"38,844","104,764",44.437601,-75.972595,5642
549004,549,"5,771","104,764",44.455576,-76.310338,5642
550001,550,"62,489","2,681,961",46.196894,-83.901231,5642
550003,550,"56,985","2,681,961",45.85995,-82.370269,5642
550004,550,"22,407","2,681,961",45.934146,-82.256635,5642
550006,550,"55,273","2,681,961",45.97165,-82.611021,5642
