1,Caragana,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Caragana,116.8672467,89.84954989,132.2610507,114.0398133,88.9070721,141.9999879,188.1814,120.6371579,87.9645943,170.5884811,34.55751919,136.0309619,128.4911395,114.6681319,61.88937528,114.3539726,123.150432,112.7831763,127.862821,,,,,,,,,,,,,,,,,,,
3,Caragana,66.91592352,28.27433388,51.99335842,54.72654403,83.28362125,55.92034923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Ash,458.6725274,411.5486376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Caragana,108.0707873,205.4601595,91.10618695,71.31415324,55.60618997,120.6371579,73.19910883,189.1238777,95.81857593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Caragana,103.3583983,121.5796357,140.9004305,119.3805208,91.73450548,205.4601595,121.2654764,95.50441667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Caragana,184.1915773,62.83185307,194.7787445,124.1243257,126.6061839,170.5884811,144.0420232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Caragana,192.8937889,196.3495408,57.49114556,76.02654222,147.6548547,64.71680866,230.6871486,50.89380099,35.81415625,58.43362336,156.922553,226.634494,229.3362637,183.1548517,171.2167996,152.3672437,73.51326809,146.7123769,124.4070691,170.9026404,139.8008731,,,,,,,,,,,,,,,,,
9,Caragana,37.69911184,20.10619298,15.393804,140.1150324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Caragana,171.5309589,120.9513172,151.7389252,112.1548577,74.14158662,181.8982146,120.9513172,48.69468613,40.8407045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Caragana,105.2433539,97.075213,60.00441968,136.6592804,89.53539063,25.44690049,42.56858046,72.25663103,76.18362185,74.20441848,47.75220833,81.99556826,27.96017462,67.23008279,63.77433087,,,,,,,,,,,,,,,,,,,,,,,
12,Ash,622.0353454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Caragana,43.35397862,72.5707903,101.1592834,100.2168056,243.7875899,264.6791811,137.0048556,91.73450548,126.9203432,164.619455,84.54025831,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Caragana,34.24335992,101.4734427,111.9977781,127.8942369,120.9513172,114.8252115,131.6327322,113.8199018,95.50441667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Caragana,169.0176848,132.57521,124.2499894,105.8716724,105.5575132,55.7632696,123.4645913,124.0929098,47.43804907,83.25220532,192.5796297,219.1260876,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Caragana,88.59291283,43.66813788,34.02344844,45.74158904,56.54866776,102.1017612,50.89380099,27.01769682,62.20353454,37.69911184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Caragana,116.8672467,139.4867138,47.43804907,139.8008731,133.2035285,88.27875357,120.9513172,87.65043504,157.7707831,151.7389252,117.181406,114.1026452,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Ash,653.4512719,483.8052687,530.9291585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Caragana,92.36282402,93.61946108,23.5619449,68.48671985,65.03096793,119.0663616,137.9159175,122.2079542,80.11061267,126.6375999,54.03539364,114.0398133,180.1075068,121.893795,159.090252,,,,,,,,,,,,,,,,,,,,,,,
21,Caragana,122.5221135,95.50441667,94.24777961,97.38937226,103.9867168,75.08406442,60.94689748,28.27433388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Caragana,70.37167544,65.34512719,47.469465,69.42919764,63.14601234,133.831847,116.5530874,90.47786842,43.66813788,136.3451212,81.05309046,41.31194339,45.23893421,99.58848712,30.78760801,64.08849013,,,,,,,,,,,,,,,,,,,,,,
23,Caragana,99.90264638,106.1858317,114.3539726,86.39379797,75.86946258,161.4778624,26.70353756,91.73450548,112.1548577,125.9778654,137.9159175,90.79202769,63.61725124,163.0486587,135.7168026,99.27432785,86.39379797,125.0353876,,,,,,,,,,,,,,,,,,,,
24,Caragana,73.19910883,57.49114556,39.58406744,57.20840222,54.03539364,43.98229715,83.25220532,75.08406442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Caragana,84.50884238,92.36282402,57.1769863,73.19910883,111.5265392,35.18583772,58.11946409,44.29645642,72.5707903,44.29645642,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Ash,615.7521601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Caragana,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Caragana,61.10397711,273.0044016,211.4291856,38.32743037,54.97787144,201.3760891,71.6283125,49.95132319,210.4867078,175.9291886,177.3429053,179.6990998,89.53539063,77.28317928,181.8982146,109.9557429,,,,,,,,,,,,,,,,,,,,,,
29,Caragana,94.87609814,96.76105373,110.2699021,135.4026434,99.58848712,38.01327111,21.67698931,38.3588463,108.2278669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Ash,574.9114556,766.5486075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Caragana,40.8407045,39.58406744,29.84513021,12.25221135,5.969026042,20.73451151,15.393804,39.26990817,46.80973054,81.99556826,138.8583953,29.53097094,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Caragana,83.88052385,137.6017582,39.26990817,98.33185006,46.18141201,86.39379797,89.53539063,82.30972752,98.01769079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Caragana,117.8097245,92.36282402,125.6637061,89.22123136,98.33185006,61.57521601,88.59291283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Caragana,137.9159175,68.48671985,92.67698328,131.3185729,163.6769773,47.1238898,135.7168026,144.1991028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ash,197.9203372,285.8849315,414.6902303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Caragana,120.6371579,121.2654764,187.3960018,59.37610115,47.43804907,66.60176426,105.5575132,69.11503838,67.85840132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Caragana,178.756622,142.6283065,41.15486376,30.78760801,123.3075117,217.7123709,47.1238898,89.84954989,198.2344964,179.6990998,186.6106036,186.6106036,156.7654734,35.81415625,38.9557489,82.30972752,143.8849435,146.7123769,171.2167996,91.73450548,,,,,,,,,,,,,,,,,,
38,Ash,490.088454,449.2477495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Caragana,140.4291916,119.0663616,164.3052958,123.150432,114.9822911,94.24777961,118.1238838,118.7522023,100.8451242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Caragana,114.3539726,30.15928947,130.0619359,96.76105373,152.3672437,155.8229956,85.76547944,127.862821,158.650429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Caragana,99.90264638,114.3539726,92.67698328,141.3716694,190.6946741,100.2168056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Ash,373.8495258,273.3185609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Caragana,315.1017432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Caragana,197.9203372,177.4999849,163.9911365,60.31857895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Caragana,126.2920247,96.76105373,89.22123136,122.5221135,285.5707722,104.3008761,81.36724973,92.67698328,213.9424597,137.9159175,104.3008761,69.42919764,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Caragana,125.0353876,50.57964172,86.07963871,71.6283125,133.2035285,100.8451242,108.3849465,141.6858287,113.0973355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Ash,210.4867078,546.6371217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Caragana,114.6681319,74.45574589,57.1769863,108.6991058,72.88494956,181.8982146,96.1327352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Caragana,48.38052687,125.6637061,71.31415324,99.58848712,174.3583923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Caragana,124.4070691,99.58848712,141.0575101,128.1769803,92.36282402,76.96902001,120.6371579,66.60176426,50.89380099,44.35928827,101.1592834,145.7698991,99.27432785,63.77433087,177.1858257,104.3008761,88.59291283,155.8229956,131.3185729,155.5088364,144.8274213,,,,,,,,,,,,,,,,,
51,Ash,615.7521601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Caragana,89.37831099,70.05751618,66.60176426,73.01061327,152.0530844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Caragana,178.756622,169.0176848,13.50884841,78.38273671,70.37167544,84.50884238,156.7654734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Caragana,147.0265362,140.4291916,122.2079542,110.2699021,242.2167936,40.65220894,178.4424627,84.50884238,200.119452,71.94247177,96.1327352,98.96016859,30.78760801,219.9114858,103.044239,95.81857593,86.07963871,,,,,,,,,,,,,,,,,,,,,
55,Caragana,229.3362637,118.1238838,40.8407045,44.92477495,27.96017462,30.47344874,133.831847,132.8893692,106.499991,146.3982177,250.6990938,148.2831732,154.5663586,114.6681319,188.4955592,130.3760951,,,,,,,,,,,,,,,,,,,,,,
56,Caragana,109.7358314,71.31415324,246.6464392,69.74335691,15.70796327,218.0265302,131.0044137,78.53981634,78.85397561,195.7212223,149.225651,111.2123799,160.8495439,175.6150293,,,,,,,,,,,,,,,,,,,,,,,,
57,Caragana,153.6238808,105.5575132,87.65043504,33.92920066,94.56193887,104.9291946,96.44689447,100.8451242,67.23008279,49.0088454,112.1548577,99.27432785,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Ash,436.6813788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Caragana,68.48671985,32.6725636,47.43804907,14.76548547,31.7300858,42.09734156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Caragana,38.64158964,191.3229926,157.3937919,53.40707511,242.8451121,271.4336053,80.7389312,46.18141201,44.29645642,185.8252055,182.8406924,209.8583893,122.2079542,43.66813788,147.969014,202.6327262,109.0760969,,,,,,,,,,,,,,,,,,,,,
